material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,B_wyckoff,num_B_chemenvs,CN,element,charge_range,is_single_charge
mp-1199458,Co2BP4H2Pb4ClO18,1.5377310712164427,-0.2019678733330985,[4.0],3.0,3.0,3.0,Tetrahedron,6e,1,4.0,B,0.0,True
mp-1199484,LiCu2BP2(HO5)2,1.4766228874464835,0.002822703632744,[4.0],3.0,3.0,3.0,Tetrahedron,4a,1,4.0,B,0.0,True
mp-1199541,NaB5PbO9,1.3794703907664845,0.3661142083354713,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,3.0,B,0.0,True
mp-1199541,NaB5PbO9,1.3794703907664845,0.3661142083354713,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True
mp-1199672,NaGaBP2H3O10,1.4494366136696797,0.0946924589782563,[4.0],3.0,3.0,3.0,Tetrahedron,2e,1,4.0,B,0.0,True
mp-1199892,RbGeB3O7,1.374446358531173,0.3286806570392367,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4a,2,3.0,B,0.0,True
mp-1199892,RbGeB3O7,1.374446358531173,0.3286806570392367,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4a,2,4.0,B,0.0,True
mp-1199897,CaCoBP2H5O11,1.5225592227813534,-0.145197695502552,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,B,0.0,True
mp-1199949,Tm5B2(O2F3)3,1.3854171631690022,-0.6610488393307375,[3.0],3.0,3.0,3.0,Trigonal plane,4f,1,3.0,B,0.0,True
mp-1199954,Mn(BO2)2,1.4719437105491102,0.0680765106880326,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,B,0.0,True
mp-1200013,Rb18Mg6B29O58F,1.380777639141543,0.3749795415155125,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","2e, 4f",2,3.0,B,0.0,True
mp-1200013,Rb18Mg6B29O58F,1.380777639141543,0.3749795415155125,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","2e, 4f",2,4.0,B,0.0,True
mp-1200024,FeBP(HO3)2,1.9240078042127784,-1.5410512989956724,[4.0],3.0,3.0,3.0,Tetrahedron,6c,1,4.0,B,0.0,True
mp-1200046,Li3V2BP4H2O17,1.4554072010529029,0.0931228373253869,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,B,0.0,True
mp-1200141,Ba3Bi(BO2)9,1.3867977631321775,0.3380047103114048,[3.0],3.0,3.0,3.0,"Anticuboctahedron, Triangular cupola, Trigonal plane, Octahedron","2b, 6h, 2a, 12i, 4f",4,3.0,B,0.0,True
mp-1200187,BHS3O11,1.463324079370888,0.0573418415783,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,B,0.0,True
mp-1200209,Li2B6O9F2,1.375282013084734,0.3420788013156664,"[2.0, 3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",2a,2,2.0,B,0.0,True
mp-1200209,Li2B6O9F2,1.375282013084734,0.3420788013156664,"[2.0, 3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",2a,2,3.0,B,0.0,True
mp-1200209,Li2B6O9F2,1.375282013084734,0.3420788013156664,"[2.0, 3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",2a,2,4.0,B,0.0,True
mp-1200391,KNb(BO3)2,1.3783338773230127,0.4661946168496295,[3.0],3.0,3.0,3.0,Trigonal plane,4a,1,3.0,B,0.0,True
mp-1200471,CsV3B2P4(H4O11)2,1.4836388369458564,0.0019131334219666,[4.0],3.0,3.0,3.0,Tetrahedron,2g,1,4.0,B,0.0,True
mp-1200496,Ba3B(BrO)3,1.3958550079327434,-0.0333202430277659,[3.0],3.0,3.0,3.0,"Square-face bicapped trigonal prism, Pentagonal bipyramid, Trigonal plane, Square-face capped trigonal prism",2i,4,3.0,B,0.0,True
mp-1200514,CuB2P2(HO2)6,1.5074394907316762,-0.1063119713295848,[4.0],3.0,3.0,3.0,Tetrahedron,8c,1,4.0,B,0.0,True
mp-1200548,B5Pb2IO9,1.3831994582947782,0.3631654146728703,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4c,2,3.0,B,0.0,True
mp-1200548,B5Pb2IO9,1.3831994582947782,0.3631654146728703,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4c,2,4.0,B,0.0,True
mp-1200569,Rb3Cd(BO2)5,1.3851444873536682,0.3550189687685866,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,3.0,B,0.0,True
mp-1200569,Rb3Cd(BO2)5,1.3851444873536682,0.3550189687685866,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True
mp-1200581,Bi2B3HO8,1.3961848291462275,0.1815023848391998,"[3.0, 4.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Trigonal plane, See-saw, Tetrahedron",8c,4,3.0,B,0.0,True
mp-1200581,Bi2B3HO8,1.3961848291462275,0.1815023848391998,"[3.0, 4.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Trigonal plane, See-saw, Tetrahedron",8c,4,4.0,B,0.0,True
mp-1200630,B8H4PbO15,1.385344017027636,0.2826082314363981,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,3.0,B,0.0,True
mp-1200630,B8H4PbO15,1.385344017027636,0.2826082314363981,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True
mp-1200751,MnBP(HO3)2,1.6322284003847969,-0.5213179514234746,[4.0],3.0,3.0,3.0,Tetrahedron,6c,1,4.0,B,0.0,True
mp-1200882,SrCdB2O5,1.3774384172472025,0.4165457814083453,[3.0],3.0,3.0,3.0,Trigonal plane,8c,1,3.0,B,0.0,True
mp-1200952,KB5(H2O3)4,1.3855180679965229,0.2518039290404075,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","4b, 2a",2,3.0,B,0.0,True
mp-1200952,KB5(H2O3)4,1.3855180679965229,0.2518039290404075,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","4b, 2a",2,4.0,B,0.0,True
mp-1200969,B3Pb3NO10,1.3954182452744333,0.149322950413499,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","4c, 8d",2,3.0,B,0.0,True
mp-1200969,B3Pb3NO10,1.3954182452744333,0.149322950413499,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","4c, 8d",2,4.0,B,0.0,True
mp-1201047,Dy4BClO7,1.38004181813704,0.0525544521075797,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1201056,BPb3O4F,1.3919527167650572,-0.1825824255353807,[3.0],3.0,3.0,3.0,Trigonal plane,4c,1,3.0,B,0.0,True
mp-1201112,Rb2GaB5(H4O7)2,1.3827438131770624,0.3579806129053781,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","2b, 4c",2,3.0,B,0.0,True
mp-1201112,Rb2GaB5(H4O7)2,1.3827438131770624,0.3579806129053781,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","2b, 4c",2,4.0,B,0.0,True
mp-1201201,Cs3B(SeO4)3,1.357106077776307,0.3994944256081876,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,B,0.0,True
mp-1201345,Ba5B3ClO9,1.4001997772739307,0.2598805978928085,[3.0],3.0,3.0,3.0,"Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps), Trigonal plane","2b, 4c, 2a",3,3.0,B,0.0,True
mp-1201408,CsGaBP2HO9,1.412095620044651,0.2372460168130479,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,B,0.0,True
mp-1201413,BPb7Br3O7,1.387832858047228,0.4302343376822989,[3.0],3.0,3.0,3.0,Trigonal plane,4f,1,3.0,B,0.0,True
mp-1201509,Rb3B(SeO4)3,1.3474249780911998,0.4799855347751047,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,B,0.0,True
mp-1201529,VB(PbO2)4,1.3944218637205288,-0.2722203976748091,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1201547,Ho4BClO7,1.3806300463767265,0.0556865085975998,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1201606,BP(PbO2)4,1.3941410996307098,-0.2562846522564989,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1201615,Gd4BClO7,1.3809449336418096,0.0486106902043851,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1201690,Sr3B6H2O13,1.3940243995888877,0.3042392102856501,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",2i,2,3.0,B,0.0,True
mp-1201690,Sr3B6H2O13,1.3940243995888877,0.3042392102856501,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",2i,2,4.0,B,0.0,True
mp-1201786,KB3SeO7,1.385282372263506,0.3033553568888524,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,3.0,B,0.0,True
mp-1201786,KB3SeO7,1.385282372263506,0.3033553568888524,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True
mp-1202117,LiCu2BP2(HO5)2,1.5307012914977007,-0.1780157924650419,[4.0],3.0,3.0,3.0,Tetrahedron,2e,1,4.0,B,0.0,True
mp-1202291,BiB4(HO3)3,1.389282797787581,0.2146377990002767,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane, Trigonal prism, Octahedron",1a,4,3.0,B,0.0,True
mp-1202291,BiB4(HO3)3,1.389282797787581,0.2146377990002767,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane, Trigonal prism, Octahedron",1a,4,4.0,B,0.0,True
mp-1202358,SrFeBP2(HO5)2,1.5043797035359,-0.0724918413288054,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,B,0.0,True
mp-1202375,NaB3SeO7,1.3857755032143106,0.2963187456616575,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,3.0,B,0.0,True
mp-1202375,NaB3SeO7,1.3857755032143106,0.2963187456616575,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True
mp-1202407,LaB5H5NO14,1.373224946886991,0.2964895799169411,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,3.0,B,0.0,True
mp-1202407,LaB5H5NO14,1.373224946886991,0.2964895799169411,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True
mp-1202621,K3BP3(HO4)3,1.4778340276300954,-0.0048764679180501,[4.0],3.0,3.0,3.0,Tetrahedron,4f,1,4.0,B,0.0,True
mp-1202632,Tm4BClO7,1.379338245056586,0.0767261381801389,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1202669,Li2CuB4(PbO5)2,1.3765173264575676,0.0835727155486374,[3.0],3.0,3.0,3.0,Trigonal plane,4f,1,3.0,B,0.0,True
mp-1202692,Eu5B3ClO9,1.3913843231971683,0.299952066497389,[3.0],3.0,3.0,3.0,Trigonal plane,"4c, 2a",1,3.0,B,0.0,True
mp-1202742,Nd4B4O11F2,1.378541024724236,0.4288594314572033,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4f,2,3.0,B,0.0,True
mp-1202742,Nd4B4O11F2,1.378541024724236,0.4288594314572033,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4f,2,4.0,B,0.0,True
mp-1202890,K2B2Se3O10,1.4430922708706877,0.1490176656075361,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,B,0.0,True
mp-1203003,CsB5(H2O3)4,1.3913516733120803,0.1450696497183864,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","2e, 4f",2,3.0,B,0.0,True
mp-1203003,CsB5(H2O3)4,1.3913516733120803,0.1450696497183864,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","2e, 4f",2,4.0,B,0.0,True
mp-1203040,B2Pb4O7,1.3908302829792945,0.0213319485832933,[3.0],3.0,3.0,3.0,Trigonal plane,4b,1,3.0,B,0.0,True
mp-1203138,Sc3B5O12,1.381946026616716,0.3315358888338618,[4.0],3.0,3.0,3.0,Tetrahedron,"4h, 8i, 4f",1,4.0,B,0.0,True
mp-1203238,K4Ge2B8H2O19,1.3875451074502876,0.3244454192655209,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4f,2,3.0,B,0.0,True
mp-1203238,K4Ge2B8H2O19,1.3875451074502876,0.3244454192655209,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4f,2,4.0,B,0.0,True
mp-1203325,Sm2Ge(BO4)2,1.417360254750422,0.2471519263079784,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,B,0.0,True
mp-1203380,LiBP2Pb4O11,1.3919431247258824,0.0995425828033762,[3.0],3.0,3.0,3.0,Trigonal plane,8c,1,3.0,B,0.0,True
mp-1203431,Dy5B2(O2F3)3,1.3872011532218402,-0.9490187660083812,[3.0],3.0,3.0,3.0,Trigonal plane,4f,1,3.0,B,0.0,True
mp-1203485,Fe3B11HO20,1.373975208601704,0.4044631339711013,[4.0],3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4b,2,4.0,B,0.0,True
mp-1203766,Ho5B2(O2F3)3,1.3875171006623814,-0.8123757831549583,[3.0],3.0,3.0,3.0,Trigonal plane,4f,1,3.0,B,0.0,True
mp-1203793,CeB4H2ClO8,1.379358935065031,0.3678806276067542,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",2a,2,3.0,B,0.0,True
mp-1203793,CeB4H2ClO8,1.379358935065031,0.3678806276067542,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",2a,2,4.0,B,0.0,True
mp-1203805,Gd4B4O11F2,1.3767311988769029,0.4172781629284315,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4f,2,3.0,B,0.0,True
mp-1203805,Gd4B4O11F2,1.3767311988769029,0.4172781629284315,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4f,2,4.0,B,0.0,True
mp-1203864,BP3(PbO4)3,1.3817502884796935,0.3231329112029055,[4.0],3.0,3.0,3.0,Tetrahedron,8c,1,4.0,B,0.0,True
mp-1204314,Gd(BO2)3,1.3807762720853003,0.3506171244452766,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,B,0.0,True
mp-1204342,Ca2B3H4ClO8,1.3997137787351923,0.2389588814779715,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,3.0,B,0.0,True
mp-1204342,Ca2B3H4ClO8,1.3997137787351923,0.2389588814779715,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True
mp-1204495,Tb2Ge(BO4)2,1.4189821691480755,0.2011284218870336,[4.0],3.0,3.0,3.0,Tetrahedron,8d,1,4.0,B,0.0,True
mp-1204549,Er4BClO7,1.37018490131258,0.09512513914165,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1204611,Th2BPO8,1.4372816622127291,0.1521243348126842,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,B,0.0,True
mp-1204785,K3Cd(BO2)5,1.3846548909182956,0.3751060324001474,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,3.0,B,0.0,True
mp-1204785,K3Cd(BO2)5,1.3846548909182956,0.3751060324001474,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True
mp-1204854,KFeBP2HO9,1.4316786590606707,0.1706719631794707,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,B,0.0,True
mp-1204954,Cd12Ge17(B4O29)2,1.349422468751198,0.4974105272287712,[4.0],3.0,3.0,3.0,Tetrahedron,4h,1,4.0,B,0.0,True
mp-1207444,ZnCdB2O5,1.3841288477014686,0.2499082019322737,[3.0],3.0,3.0,3.0,Trigonal plane,4a,1,3.0,B,0.0,True
mp-1207487,Zn3B7IO13,1.3425391273222331,0.508164240402818,[4.0],3.0,3.0,3.0,Tetrahedron,"8e, 6d",1,4.0,B,0.0,True
mp-1207531,Zn3B7IO13,1.37265803567676,0.3973794411600513,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4a,2,3.0,B,0.0,True
mp-1207531,Zn3B7IO13,1.37265803567676,0.3973794411600513,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4a,2,4.0,B,0.0,True
mp-1207931,V3BO5,1.395345780070599,0.0962049630499351,[3.0],3.0,3.0,3.0,Trigonal plane,4g,1,3.0,B,0.0,True
mp-1207977,VFe2BO5,1.3918024071567348,-0.0012084692246618,[3.0],3.0,3.0,3.0,Trigonal plane,4g,1,3.0,B,0.0,True
mp-1208709,Tb2B4O9,1.3842080648632105,0.3463885246723002,[4.0],3.0,3.0,3.0,Tetrahedron,4f,1,4.0,B,0.0,True
mp-1208716,TaNi11(BO5)4,1.3927463412053482,0.277703664348332,[3.0],3.0,3.0,3.0,Trigonal plane,4f,1,3.0,B,0.0,True
mp-1208718,Sr4Mn3BO10,1.39863642145269,0.0455613152896239,[3.0],3.0,3.0,3.0,Trigonal plane,2b,1,3.0,B,0.0,True
mp-1208742,Sr4Mn3BO10,1.3989588942542286,0.2701470085936103,[3.0],3.0,3.0,3.0,Trigonal plane,2a,1,3.0,B,0.0,True
mp-1208782,SrCaB11H7O22,1.393028279996324,0.2308435935884164,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",2a,2,3.0,B,0.0,True
mp-1208782,SrCaB11H7O22,1.393028279996324,0.2308435935884164,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",2a,2,4.0,B,0.0,True
mp-1209097,RbTa(BO3)2,1.376582169588628,0.4410861298631537,[3.0],3.0,3.0,3.0,Trigonal plane,4b,1,3.0,B,0.0,True
mp-1209317,RbB2SbO6,1.3795016177288166,0.4621406309321053,[3.0],3.0,3.0,3.0,Trigonal plane,4b,1,3.0,B,0.0,True
mp-1209532,Sr3Tb2(BO3)4,1.3875867765106311,0.1319892061782186,[3.0],3.0,3.0,3.0,Trigonal plane,4a,1,3.0,B,0.0,True
mp-1209534,Sr3Sm2(BO3)4,1.3888793451585957,0.191864834492548,[3.0],3.0,3.0,3.0,Trigonal plane,4a,1,3.0,B,0.0,True
mp-1209630,Sr3Dy2(BO3)4,1.3876916571431592,0.1641214530800596,[3.0],3.0,3.0,3.0,Trigonal plane,4a,1,3.0,B,0.0,True
mp-1209645,Sr3Ho2(BO3)4,1.3865919926881562,0.143143922185346,[3.0],3.0,3.0,3.0,Trigonal plane,4a,1,3.0,B,0.0,True
mp-1209670,PrMg(BO2)5,1.379481178466624,0.3709205139916738,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,3.0,B,0.0,True
mp-1209670,PrMg(BO2)5,1.379481178466624,0.3709205139916738,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True
mp-1209773,Rb3La3(BO3)4,1.3925979117009042,0.0360865509906011,[3.0],3.0,3.0,3.0,Trigonal plane,"4g, 2e, 2f",1,3.0,B,0.0,True
mp-1210020,Ni3BO5,1.376432582280716,-0.1467619874238116,[3.0],3.0,3.0,3.0,Trigonal plane,4g,1,3.0,B,0.0,True
mp-1210364,Na2Sm2B2O7,1.3924978292551242,0.5830058151400919,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1210464,Na2Nd2B2O7,1.391838916852171,0.5609268376765331,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1210472,Na3La(BO3)2,1.3940417688216598,0.7118883881185376,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1210623,MgGaBO4,1.3885521277443866,0.4039158646978769,[3.0],3.0,3.0,3.0,Trigonal plane,4c,1,3.0,B,0.0,True
mp-1210634,MgFeBO4,1.390545187065476,0.3484358290582893,[3.0],3.0,3.0,3.0,Trigonal plane,4c,1,3.0,B,0.0,True
mp-1210659,Mg3B7BrO13,1.3399199791386338,0.5149192179071452,[4.0],3.0,3.0,3.0,Tetrahedron,"8e, 6d",1,4.0,B,0.0,True
mp-1210669,MgAl3SiBO9,1.3756917233480372,0.4819228151306278,[3.0],3.0,3.0,3.0,Trigonal plane,4c,1,3.0,B,0.0,True
mp-1210684,Mg2TiBO5,1.3949426639458042,0.5838599648832851,[3.0],3.0,3.0,3.0,Trigonal plane,4g,1,3.0,B,0.0,True
mp-1210692,Mg2FeBO5,1.395328303997116,0.5268869124750916,[3.0],3.0,3.0,3.0,Trigonal plane,4g,1,3.0,B,0.0,True
mp-1210883,Nd7V2BO17,1.3985673500340263,-0.1015277850145578,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1210908,Li2Lu5B3O13,1.3826160297460823,0.2360777105960423,[3.0],3.0,3.0,3.0,Trigonal plane,2e,1,3.0,B,0.0,True
mp-1211079,LiTb6B3O14,1.3863545401132469,0.0496372235562498,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1211101,NbNi11(BO5)4,1.3922155187994156,0.2617240027901054,[3.0],3.0,3.0,3.0,Trigonal plane,4f,1,3.0,B,0.0,True
mp-1211144,LiSm6B3O14,1.3886376536686649,0.0832967295477926,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1211170,LiHo6B3O14,1.3866429889137866,0.0583673722041762,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1211183,LiTm6B3O14,1.3845712738123104,0.016139726605752,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1211185,Li3Ce2(BO3)3,1.3844287140111518,-0.1027578446021298,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1211228,Li3Sm2(BO3)3,1.3858941643356169,-0.098871117381506,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1211233,LiDy6B3O14,1.3865602095373453,0.0044798883402655,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1211241,LiNd6B3O14,1.3916576100272178,0.0854209485465036,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1211317,LaBWO6,1.3764174575818344,0.3720190821408211,[3.0],3.0,3.0,3.0,Trigonal plane,2a,1,3.0,B,0.0,True
mp-1211340,Li6Tm(BO3)3,1.3873343666897089,0.3281608653484323,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1211369,KNb(BO3)2,1.3748802111441103,0.4866569974150813,[3.0],3.0,3.0,3.0,Trigonal plane,4b,1,3.0,B,0.0,True
mp-1211468,Li6Er(BO3)3,1.377069747367899,0.3300077701717899,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1211486,LiPr6B3O14,1.3841044518265195,0.1225828541466651,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1211541,Li6Sm(BO3)3,1.3890301556423956,0.3680957820209736,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1211593,LiEr6B3O14,1.385861698757759,0.048515086217954,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1211607,Li3La2(BO3)3,1.389508953173585,-0.0888580450225704,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1211700,K3Nd(BO3)2,1.3965585257699191,0.4944848871168906,[3.0],3.0,3.0,3.0,Trigonal plane,4c,1,3.0,B,0.0,True
mp-1211764,K3Gd(BO3)2,1.3938504220582284,0.4473084943729531,[3.0],3.0,3.0,3.0,Trigonal plane,4c,1,3.0,B,0.0,True
mp-1211786,Li6Eu(BO3)3,1.3860569493015995,0.3591984399504445,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1211958,Sr3Gd2(BO3)4,1.3872137334216943,0.1608352217134569,[3.0],3.0,3.0,3.0,Trigonal plane,4a,1,3.0,B,0.0,True
mp-1212336,La7BP2O17,1.3944296801023337,-0.3878547428736248,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1212487,La7V2BO17,1.402304609311049,-0.3455126481989192,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1212596,Eu2B2O5,1.3810139560548111,0.371393640410295,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1212632,La7Cr2BO17,1.3999465138544314,-0.2571639796686572,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True
mp-1212713,Fe3B7BrO13,1.3424045254816948,0.4997288029910103,[4.0],3.0,3.0,3.0,Tetrahedron,"8e, 6d",1,4.0,B,0.0,True
mp-1212936,MnBP(HO3)2,1.6614160292163376,-0.6170350699913698,[4.0],3.0,3.0,3.0,Tetrahedron,6c,1,4.0,B,0.0,True
mp-1212987,DyMg(BO2)5,1.3802963708321114,0.3616098867255493,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,3.0,B,0.0,True
mp-1212987,DyMg(BO2)5,1.3802963708321114,0.3616098867255493,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True
mp-1213132,ErMg(BO2)5,1.3819046052688702,0.339894567380364,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,3.0,B,0.0,True
mp-1213132,ErMg(BO2)5,1.3819046052688702,0.339894567380364,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True
mp-1213294,EuMg(BO2)5,1.383543139632256,0.3419966504409754,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,3.0,B,0.0,True
mp-1213294,EuMg(BO2)5,1.383543139632256,0.3419966504409754,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True
mp-1213325,Cu3B7ClO13,1.365559698078005,0.3921449960782056,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4a,2,3.0,B,0.0,True
