CN,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean
1.0,12,1,1.419712417612337,1.419712417612337,0.0,1.0
2.0,5,5,,,,
3.0,2413,985,1.3763002700612257,1.390612680732584,0.013073239733743488,0.9030373831775701
4.0,1264,508,1.3837384573166602,1.6706722332699278,0.45765368578266546,0.9972314507198228
