CN,geometry_type,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean,fraction_within_cn
1.0,Octahedron,205,32,1.993467257363542,1.993467257363542,0.0,1.0,0.8723404255319149
1.0,no_data,24,2,1.993281817845882,1.993281817845882,0.0,1.0,0.10212765957446808
1.0,"Pentagonal bipyramid, Octahedron, Trigonal prism",6,1,1.93851502408919,1.93851502408919,0.0,1.0,0.02553191489361702
2.0,Octahedron,86,30,1.9741701897906254,1.9771647822499194,0.0029945924592939357,1.0,0.9148936170212766
2.0,Linear,6,1,2.0608054085092125,2.062195191927569,0.001389783418356642,1.0,0.06382978723404255
2.0,"T-shaped, Tetrahedron",2,1,2.0451802225823315,2.0472453117041383,0.002065089121806696,1.0,0.02127659574468085
3.0,Trigonal plane,8,1,1.977428836442645,1.9885556120907473,0.007867818513514445,1.0,0.36363636363636365
3.0,Octahedron,6,2,1.9474303167890863,2.0091629745545063,0.045017341632242,1.0,0.2727272727272727
3.0,"Square pyramid, T-shaped",2,1,1.995983776037849,2.066254778723183,0.0578820152500993,1.0,0.09090909090909091
3.0,"T-shaped, Trigonal prism",2,1,2.0424986831195313,2.1073521297908364,0.07995651467955316,1.0,0.09090909090909091
3.0,"Trigonal plane, Tetrahedron",2,1,2.001492308717521,2.014505304466613,0.015969798775285475,1.0,0.09090909090909091
3.0,"Pentagonal pyramid, Square pyramid, Octahedron, See-saw",1,1,,,,,0.045454545454545456
3.0,Square pyramid,1,1,,,,,0.045454545454545456
4.0,Tetrahedron,298,66,1.9080890042035006,1.9303507822444212,0.01808696413061802,0.7619453924914675,0.2838095238095238
4.0,"Tetrahedron, See-saw",256,4,1.9856301894571144,2.0028853850959667,0.014232843319153551,1.0,0.2438095238095238
4.0,Octahedron,157,48,1.9872118292646235,2.0317925996121713,0.04700213368296672,1.0,0.14952380952380953
4.0,"Tetrahedron, Octahedron",143,44,2.0287765135663776,2.0480279625125664,0.017516970436499628,0.9963768115942029,0.1361904761904762
4.0,"Cube, Octahedron, Square plane",48,4,1.887927313953422,1.909915393911704,0.021980998450557992,1.0,0.045714285714285714
4.0,Square plane,45,7,1.930163533996538,1.9621835017953921,0.03188331329510748,1.0,0.04285714285714286
4.0,"Octahedron, Square plane",16,16,,,,,0.015238095238095238
4.0,See-saw,12,3,1.854585413767305,1.9045762264770365,0.047181831206138565,0.6666666666666666,0.011428571428571429
4.0,"Square pyramid, Square plane",9,5,1.9710162978729875,2.0144259092255563,0.04179795704137203,0.9444444444444444,0.008571428571428572
4.0,no_data,9,5,2.0238602112238113,2.1147308481865683,0.08876634543802993,1.0,0.008571428571428572
4.0,"Octahedron, See-saw",7,4,1.9406592738188244,1.9752966965230623,0.031223200215000264,1.0,0.006666666666666667
4.0,"Trigonal bipyramid, Tetrahedron",7,4,2.051030669173273,2.0757244987792896,0.016844802136005,1.0,0.006666666666666667
4.0,"Trigonal bipyramid, Square plane",6,5,1.914618840263763,1.9230385386170084,0.007499480181440082,1.0,0.005714285714285714
4.0,"Trigonal plane, Tetrahedron",6,1,2.0575098199666457,2.092689046195085,0.03054739755006757,1.0,0.005714285714285714
4.0,"Square pyramid, Tetrahedron",5,3,2.023071949169922,2.0728058417836106,0.03646429448168887,1.0,0.004761904761904762
4.0,"Cube, Square plane",4,2,,,,,0.0038095238095238095
4.0,"Square pyramid, Octahedron, Square plane",3,3,,,,,0.002857142857142857
4.0,Trigonal bipyramid,3,3,,,,,0.002857142857142857
4.0,"Cube, Tetrahedron, Trigonal prism",2,1,2.031585975838552,2.03158597592678,8.778492009528875e-11,1.0,0.0019047619047619048
4.0,"Octahedron, Pentagonal pyramid",2,2,,,,,0.0019047619047619048
4.0,"Trigonal bipyramid, Octahedron",2,1,2.183516608223896,2.1841642499218654,0.000647641697968937,1.0,0.0019047619047619048
4.0,"Trigonal bipyramid, Tetrahedron, Octahedron",2,1,2.0757075070618876,2.0810046928957986,0.005297185833910145,1.0,0.0019047619047619048
4.0,"Cube, Octahedron",1,1,,,,,0.0009523809523809524
4.0,"Cube, Trigonal prism",1,1,,,,,0.0009523809523809524
4.0,"Pentagonal pyramid, Square pyramid, Octahedron, See-saw",1,1,,,,,0.0009523809523809524
4.0,"Square pyramid, Octahedron",1,1,,,,,0.0009523809523809524
4.0,"Square pyramid, Square-face capped trigonal prism, Octahedron",1,1,,,,,0.0009523809523809524
4.0,"Square pyramid, Trigonal bipyramid, Square plane",1,1,,,,,0.0009523809523809524
4.0,"Tetrahedron, Square plane",1,1,2.068331738391149,2.0935732075996043,0.021633002130136383,1.0,0.0009523809523809524
4.0,"Trigonal bipyramid, Octahedron, Square plane",1,1,,,,,0.0009523809523809524
5.0,Trigonal bipyramid,693,210,2.0356392719678196,2.1213361622976654,0.07939923814756565,0.996116504854369,0.4019721577726218
5.0,Square pyramid,488,134,2.025314164598927,2.099026169892372,0.054498348840977026,0.9957943925233644,0.28306264501160094
5.0,"Trigonal bipyramid, Octahedron",126,46,2.0360160552729187,2.107439044703782,0.06678122969078751,1.0,0.07308584686774942
5.0,"Square pyramid, Octahedron",119,60,1.9503155177049856,2.0093381730439765,0.05847843565217298,0.9428571428571428,0.06902552204176333
5.0,Octahedron,88,36,2.038637440207399,2.130811799566203,0.0769225425541137,1.0,0.05104408352668213
5.0,no_data,50,15,2.0529539828762844,2.1340117295757555,0.06854556630339619,1.0,0.029002320185614848
5.0,"Square pyramid, Trigonal bipyramid",39,9,2.0191146961791455,2.112087019061454,0.08627931116592294,1.0,0.02262180974477958
5.0,"Square pyramid, Square plane",34,5,2.00896674063238,2.0611780816778094,0.05270584813400107,1.0,0.019721577726218097
5.0,"Trigonal bipyramid, Square plane",15,5,1.9247184801098696,2.0561006832056696,0.16583675514360333,1.0,0.008700696055684454
5.0,"Square pyramid, Trigonal bipyramid, Square plane",8,1,2.097222397470627,2.172053222174442,0.06780911289536896,1.0,0.004640371229698376
5.0,"Trigonal bipyramid, Tetrahedron",8,4,2.064484629458013,2.2175109219743825,0.2332919102698401,1.0,0.004640371229698376
5.0,"Square pyramid, Trigonal bipyramid, Octahedron",6,1,2.0379882149951154,2.1254131750308,0.0721688282707857,1.0,0.0034802784222737818
5.0,"Tricapped triangular prism (three square-face caps), Octahedron",6,1,2.1572888734405127,2.2576723421080445,0.09610444217685042,1.0,0.0034802784222737818
5.0,"Trigonal bipyramid, Trigonal prism",6,1,2.0941830827364556,2.1868994307142917,0.13336163178491936,1.0,0.0034802784222737818
5.0,"Square pyramid, Tetrahedron",5,3,1.974747069531727,2.0902000826116542,0.09751803507300534,1.0,0.002900232018561485
5.0,"Octahedron, Trigonal prism",4,4,,,,,0.002320185614849188
5.0,"Square pyramid, Trigonal prism",4,1,2.060914278975475,2.1638368348102004,0.06247469053797046,1.0,0.002320185614849188
5.0,"Trigonal bipyramid, Octahedron, Trigonal prism",4,3,2.0768784162073057,2.1800302401109857,0.09243641916300899,1.0,0.002320185614849188
5.0,"Trigonal bipyramid, Tetrahedron, Octahedron",4,1,2.059006966197984,2.1668504656011214,0.10924872399280564,1.0,0.002320185614849188
5.0,"Pentagonal bipyramid, Octahedron",3,3,,,,,0.0017401392111368909
5.0,"Square pyramid, Octahedron, Square plane",3,2,1.9113887451205287,1.9628718786177723,0.06194309973941275,1.0,0.0017401392111368909
5.0,Pentagonal bipyramid,2,2,,,,,0.001160092807424594
5.0,"Square pyramid, Square-face capped trigonal prism",2,1,1.9797115953076658,2.176765523346889,0.20762484457278896,1.0,0.001160092807424594
5.0,"Square pyramid, T-shaped",2,1,2.079653543803944,2.2372226587311643,0.17981862674227522,1.0,0.001160092807424594
5.0,"Trigonal bipyramid, Octahedron, Square plane",2,1,1.9844129645606605,2.064296729437954,0.10246695840268315,1.0,0.001160092807424594
5.0,"Square pyramid, Octahedron, Trigonal prism",1,1,,,,,0.000580046403712297
5.0,"Square pyramid, Square-face capped trigonal prism, Octahedron",1,1,,,,,0.000580046403712297
5.0,Trigonal prism,1,1,,,,,0.000580046403712297
6.0,Octahedron,14911,1996,1.9638347605252067,2.0414799973680195,0.07364674127131854,0.99921330636098,0.8437641466727026
6.0,no_data,684,49,1.9685623788475288,2.0318649664599953,0.05902852414656486,1.0,0.03870529651425984
6.0,"Tetrahedron, Octahedron",473,44,1.9929336883998598,2.0761812759639864,0.08258323264496889,1.0,0.02676550475328203
6.0,"Trigonal bipyramid, Octahedron",416,43,2.0483845174682354,2.1940511975005124,0.1641344631098144,1.0,0.023540063377093707
6.0,"Square pyramid, Octahedron",374,61,1.9314416406477328,2.0526587045669342,0.16858902187184407,0.9874551971326164,0.021163422363060208
6.0,"Octahedron, Trigonal prism",354,33,2.0143362372080027,2.1263183316467376,0.09857531815792128,1.0,0.02003168854685378
6.0,"Octahedron, Square plane",112,16,1.9770147978786325,2.014052489511965,0.032676448593838434,1.0,0.006337709370755998
6.0,"Cube, Octahedron",74,15,1.9681738245285039,2.072743087118892,0.11061097438201296,1.0,0.0041874151199637845
6.0,"Trigonal bipyramid, Octahedron, Trigonal prism",48,3,2.1248146158386816,2.303655022890334,0.21569465981098704,1.0,0.002716161158895428
6.0,"Square-face capped trigonal prism, Octahedron",36,4,2.0636764101609466,2.182962032598352,0.11264108249458873,1.0,0.002037120869171571
6.0,"Octahedron, See-saw",26,4,1.9871906729104922,2.0382208581141907,0.048064197958945835,1.0,0.0014712539610683567
6.0,Trigonal prism,26,10,2.0973626707747925,2.213480267001719,0.09742429161045002,1.0,0.0014712539610683567
6.0,"Octahedron, Dodecahedron with triangular faces - p2345 plane normalized",24,1,2.05472285024165,2.1834170416941983,0.13724867996363618,1.0,0.001358080579447714
6.0,"Square antiprism, Octahedron",15,4,2.136290859179148,2.253945765124393,0.16418781362347515,1.0,0.0008488003621548211
6.0,"Square pyramid, Octahedron, Square plane",14,3,2.0043540657386996,2.156587763332568,0.19659408280137278,1.0,0.0007922136713444998
6.0,"Octahedron, Pentagonal pyramid",12,2,2.132871134272866,2.235697474758226,0.12848651105368367,1.0,0.000679040289723857
6.0,"Trigonal bipyramid, Octahedron, Square plane",10,1,1.9525645571210322,2.1615940437149264,0.22419059169040811,1.0,0.0005658669081032141
6.0,"Square pyramid, Trigonal bipyramid, Octahedron",9,1,2.0344687648877184,2.278466711275036,0.33041770709977186,1.0,0.0005092802172928927
6.0,"Pentagonal pyramid, Square pyramid, Octahedron, See-saw",8,1,2.1344785316519506,2.2567824988534153,0.1374930083024953,1.0,0.0004526935264825713
6.0,"Cube, Octahedron, Square plane",6,3,1.9879420384313453,2.0086594743960826,0.01464933947188274,1.0,0.0003395201448619285
6.0,Pentagonal pyramid,6,2,2.1433007273306206,2.2941077104738428,0.11093341610040112,1.0,0.0003395201448619285
6.0,"Square pyramid, Octahedron, Trigonal prism",6,1,2.127558662537333,2.247557815669152,0.09395435438391715,1.0,0.0003395201448619285
6.0,"Hexagonal bipyramid, Octahedron",5,4,2.202312413212847,2.2023984180910103,5.99984141038291e-05,1.0,0.00028293345405160705
6.0,"Square pyramid, Square-face capped trigonal prism",4,1,2.092706808486285,2.3238951838105715,0.3635361341864659,1.0,0.00022634676324128565
6.0,"Pentagonal bipyramid, Octahedron",3,3,,,,,0.00016976007243096425
6.0,"Hexagonal bipyramid, Cube, Octahedron",2,2,1.9948351632608703,2.049759804194584,0.07767517211693056,1.0,0.00011317338162064282
6.0,"Pentagonal bipyramid, Octahedron, Trigonal prism",2,1,2.104457799751169,2.1804318818419874,0.07502644887406408,1.0,0.00011317338162064282
6.0,"Square pyramid, Square-face capped trigonal prism, Octahedron",2,1,2.137698080924208,2.236586218010647,0.08090792987335774,1.0,0.00011317338162064282
6.0,"T-shaped, Trigonal prism",2,1,2.1222295102219086,2.3116613019713634,0.19873347242754513,1.0,0.00011317338162064282
6.0,"Trigonal bipyramid, Tetrahedron, Octahedron",2,1,2.1180523767513395,2.326325980892745,0.2934214526311756,1.0,0.00011317338162064282
6.0,"Trigonal bipyramid, Trigonal prism",2,1,2.240890961936274,2.2865972515269615,0.04570619769408392,1.0,0.00011317338162064282
6.0,"Cube, Trigonal prism",1,1,,,,,5.658669081032141e-05
6.0,"Square-face capped trigonal prism, Trigonal prism",1,1,,,,,5.658669081032141e-05
6.0,Tricapped triangular prism (three square-face caps),1,1,,,,,5.658669081032141e-05
6.0,"Tricapped triangular prism (three square-face caps), Octahedron",1,1,,,,,5.658669081032141e-05
7.0,Square-face capped trigonal prism,17,6,2.1810361325495258,2.307586433549717,0.10989425980487588,1.0,0.3953488372093023
7.0,"Square-face capped trigonal prism, Trigonal prism",16,1,2.1125092429709413,2.3526023328142247,0.21886517456308807,1.0,0.37209302325581395
7.0,"Cube, Tetrahedron, Trigonal prism",8,1,2.0330820146167548,2.3947637126955423,0.2919035012612516,1.0,0.18604651162790697
7.0,"Hexagonal bipyramid, Cube, Octahedron",1,1,,,,,0.023255813953488372
7.0,no_data,1,1,,,,,0.023255813953488372
8.0,"Cube, Octahedron",37,14,2.197457791833153,2.4341746089231338,0.16186027564505964,1.0,0.4065934065934066
8.0,"Square antiprism, Octahedron",24,4,2.266894823485903,2.3518555370837038,0.07767041644732228,1.0,0.26373626373626374
8.0,Square antiprism,6,2,2.215146700970753,2.3841170387627604,0.16897033778728154,1.0,0.06593406593406594
8.0,no_data,6,1,2.2140891204613595,2.4256218103542175,0.21357631372128114,1.0,0.06593406593406594
8.0,Cube,5,2,2.2247320944183455,2.4344325487249634,0.13044820905356846,1.0,0.054945054945054944
8.0,"Hexagonal bipyramid, Octahedron",5,4,2.0642584246010887,2.501507402172204,0.25235503918898,1.0,0.054945054945054944
8.0,"Cube, Octahedron, Square plane",4,4,2.283054618521591,2.2830623673658694,6.448813999841241e-06,1.0,0.04395604395604396
8.0,"Cube, Tetrahedron, Trigonal prism",2,1,2.232532011218688,2.4568505743149647,0.22431242615742003,1.0,0.02197802197802198
8.0,"Hexagonal bipyramid, Cube, Octahedron",2,1,2.150818136394318,2.4871936593552677,0.19706273670600088,1.0,0.02197802197802198
