CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
0.0,1,1,2.0,inf,s_avg > 1,2+:1.0000
1.0,3,2,3.0,3.0,s_avg > 1,3+:1.0000
2.0,9,9,2.7777777777777777,1.3888888888888888,s_avg > 1,2+:0.2222; 3+:0.7778
3.0,7,7,2.2857142857142856,0.7619047619047619,s_avg ≤ 1,2+:0.7143; 3+:0.2857
4.0,178,178,2.747191011235955,0.6867977528089888,s_avg ≤ 1,2+:0.5169; 3+:0.3764; 4+:0.0112; 5+:0.0506; 6+:0.0281; 7+:0.0169
5.0,366,366,2.2131147540983607,0.4426229508196721,s_avg ≤ 1,2+:0.7923; 3+:0.2022; 4+:0.0055
6.0,1393,1393,2.786073223259153,0.4643455372098588,s_avg ≤ 1,2+:0.4200; 3+:0.3783; 4+:0.2003; 7+:0.0014
7.0,10,10,2.0,0.2857142857142857,s_avg ≤ 1,2+:1.0000
8.0,15,15,2.0,0.25,s_avg ≤ 1,2+:1.0000
