CN,mean_charge,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,fraction_within_cn
1.0,3.0,4,1,2.169698075463365,2.169698075463365,0.0,1.0
2.0,3.0,36,7,2.306078830624702,2.3513250138235295,0.04524618319882741,1.0
3.0,3.0,185,51,2.1464300367975144,2.1757822911012976,0.030106180310363724,1.0
4.0,3.0,620,110,2.2156119533550553,2.2824904502426713,0.07237598732249907,0.9281437125748503
4.0,3.4,20,1,2.070545169821574,2.235699539444215,0.17379937369907816,0.029940119760479042
4.0,3.08,17,2,2.231005417301761,2.2752358909718513,0.028987056917987163,0.025449101796407185
4.0,1.0,4,1,2.3964131351883537,2.4746407125835903,0.06312481306135999,0.005988023952095809
4.0,2.833333333333333,4,1,2.201272629385365,2.3571435294558922,0.14422914694964378,0.005988023952095809
4.0,3.16,2,1,2.0434026331865853,2.0476106793597917,0.0034383213360450436,0.0029940119760479044
4.0,3.2900000000000005,1,1,2.1795567474798956,2.22267979217056,0.03497565024752802,0.0014970059880239522
5.0,3.0,795,130,2.1300784303603,2.360038442882117,0.2001751360738721,0.9486873508353222
5.0,3.16,18,1,2.105893508916431,2.3620133091803925,0.2019030024487341,0.021479713603818614
5.0,3.2900000000000005,5,1,2.154113763103282,2.3262036318506394,0.1613613706468691,0.0059665871121718375
5.0,4.5,4,4,2.0883805316298663,2.111320209123657,0.021662556828907262,0.00477326968973747
5.0,5.0,4,2,2.0588366493857295,2.1153678795544413,0.060442056939694185,0.00477326968973747
5.0,4.0,3,2,2.093381397401082,2.1826649344056883,0.05103456936455523,0.003579952267303103
5.0,2.92,2,2,,,,0.002386634844868735
5.0,3.08,2,2,,,,0.002386634844868735
5.0,2.833333333333333,1,1,2.16844740435581,2.384596170385626,0.24383848476140166,0.0011933174224343676
5.0,3.07,1,1,,,,0.0011933174224343676
5.0,3.17,1,1,,,,0.0011933174224343676
5.0,3.67,1,1,,,,0.0011933174224343676
5.0,4.33,1,1,2.0560818038575137,2.14942433612926,0.046746426335617416,0.0011933174224343676
6.0,3.0,946,229,2.1904814645823976,2.4364504693573803,0.22487185571696264,0.6723525230987918
6.0,5.0,275,96,2.1241875892296367,2.152805862139781,0.02274052082119467,0.19545131485429992
6.0,4.0,88,14,2.1648102518698145,2.2853410908147898,0.10990729701212669,0.06254442075337598
6.0,4.33,29,4,2.1732070218514115,2.218327241616645,0.029451015007067996,0.02061122956645345
6.0,3.12,12,1,2.1339712083540996,2.4383726498200944,0.24177539321360972,0.008528784648187633
6.0,4.5,12,4,2.1050503699616416,2.2188669864255264,0.08672456611661045,0.008528784648187633
6.0,4.11,9,1,2.2265338757416724,2.238842390175238,0.012810014167221558,0.006396588486140725
6.0,4.22,9,1,2.173874665971816,2.2349731517341764,0.03367515989046463,0.006396588486140725
6.0,2.833333333333333,7,1,2.1783187814214453,2.4366679576310895,0.24097835663910555,0.004975124378109453
6.0,3.5,7,3,2.189408037376348,2.284795856467406,0.08257932251073578,0.004975124378109453
6.0,3.57,7,1,2.237398387624741,2.2647885630190223,0.02396589730529569,0.004975124378109453
6.0,4.25,4,1,2.173498239119154,2.205431129629161,0.020899735919251705,0.0028429282160625444
6.0,2.0,2,2,,,,0.0014214641080312722
7.0,3.0,1013,164,2.221440057694325,2.515661945218111,0.2579753339015642,0.9583727530747398
7.0,4.0,18,4,2.191312265831615,2.417787090845122,0.24024126669211723,0.017029328287606435
7.0,3.5,9,3,2.2385960739432424,2.4440702093031446,0.18944262368295606,0.008514664143803218
7.0,2.833333333333333,5,1,2.2437159439403684,2.520012397012846,0.24226507165362618,0.004730368968779565
7.0,5.0,5,2,2.3132516428701275,2.405868430880116,0.08443853654952757,0.004730368968779565
7.0,3.12,4,1,2.2342947801852255,2.4330193697820635,0.18149577293522345,0.003784295175023652
7.0,3.08,2,1,2.2683312175110455,2.461506760729393,0.16652613185329138,0.001892147587511826
7.0,3.2900000000000005,1,1,2.292742777550683,2.4750012855045616,0.13874871330452404,0.000946073793755913
8.0,3.0,1072,235,2.27022359077106,2.5412174109468944,0.21361022633907364,0.9666366095581606
8.0,3.5,16,3,2.2879874504885023,2.477809425219134,0.13208953304027968,0.014427412082957619
8.0,2.0,5,3,2.351807022055672,2.4760959413499712,0.1120547954975763,0.004508566275924256
8.0,2.5,4,1,2.4182539573830812,2.4619179194105336,0.025209400230435056,0.0036068530207394047
8.0,3.33,4,1,2.399071808880522,2.437340310820045,0.022094340439251584,0.0036068530207394047
8.0,3.67,4,1,2.159823107928501,2.530260458131427,0.2810725627825486,0.0036068530207394047
8.0,2.833333333333333,2,1,2.26625429997661,2.5603612245797986,0.24263156882905645,0.0018034265103697023
8.0,3.08,2,1,2.383212484370527,2.482622659394886,0.07079710851077284,0.0018034265103697023
9.0,3.0,96,24,2.2901226032735944,2.605751477689474,0.2379337958959454,0.8571428571428571
9.0,2.5,8,1,2.270016897680214,2.607579215111995,0.23934104366002754,0.07142857142857142
9.0,3.33,8,1,2.250536342065999,2.563977343586595,0.221846644278437,0.07142857142857142
10.0,3.0,4,2,2.4000666580383063,2.6298132023082705,0.19118809724861377,1.0
12.0,3.0,10,3,2.5436397796450576,2.6870586997414643,0.12838694856580765,1.0
