material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Bi_wyckoff,num_Bi_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1192345,AgBi(WO4)2,2.4139301371553388,0.0955877360477308,[8.0],3.0,3.0,3.0,Square antiprism,2g,1,8.0,Bi,0.0,True,2.0,8.0,2.2997094565579794,2.8898025736709076,2.5151201591191956,0.2260449218971164,0.5900931171129282,51.97783005120815,24.401415020276172,15.708996220984684,101.7133488427952,8.0,1.0,1,Square antiprism
mp-1192345,AgBi(WO4)2,2.4139301371553388,0.0955877360477308,[8.0],3.0,3.0,3.0,Square antiprism,2g,1,8.0,Bi,0.0,True,3.0,8.0,2.299709456557979,2.889802573670907,2.5151201591191956,0.2260449218971162,0.5900931171129282,51.97783005120814,24.401415020276172,15.708996220984684,101.7133488427952,8.0,1.0,2,Square antiprism
mp-1192577,FeBi2Se2Cl3O7,2.223215033587752,0.200089451457861,"[4.0, 4.0]",3.0,3.0,3.0,"Bicapped octahedron (cap faces with one edge in common), Square pyramid",2e,2,4.0,Bi,0.0,True,2.0,4.0,2.2557748840639125,2.4221920483985007,2.3471818442083467,0.0759009719012913,0.1664171643345882,69.50511487999078,26.626747064980563,11.29819368565652,86.78801822853931,4.0,1.0,1,"Bicapped octahedron (cap faces with one edge in common), Square pyramid"
mp-1192577,FeBi2Se2Cl3O7,2.223215033587752,0.200089451457861,"[4.0, 4.0]",3.0,3.0,3.0,"Bicapped octahedron (cap faces with one edge in common), Square pyramid",2e,2,4.0,Bi,0.0,True,3.0,4.0,2.255774884063914,2.4221920483985016,2.3471818442083476,0.07590097190129172,0.16641716433458775,69.50511487999078,26.626747064980556,11.29819368565652,86.78801822853931,4.0,1.0,2,"Bicapped octahedron (cap faces with one edge in common), Square pyramid"
mp-1192577,FeBi2Se2Cl3O7,2.223215033587752,0.200089451457861,"[4.0, 4.0]",3.0,3.0,3.0,"Bicapped octahedron (cap faces with one edge in common), Square pyramid",2e,2,4.0,Bi,0.0,True,4.0,4.0,2.4508808164681803,2.6969840568586148,2.5601449489565296,0.08809622825979006,0.2461032403904344,66.19900789155709,23.94733058717219,14.50498757376244,83.65599081113594,4.0,1.0,3,"Bicapped octahedron (cap faces with one edge in common), Square pyramid"
mp-1192577,FeBi2Se2Cl3O7,2.223215033587752,0.200089451457861,"[4.0, 4.0]",3.0,3.0,3.0,"Bicapped octahedron (cap faces with one edge in common), Square pyramid",2e,2,4.0,Bi,0.0,True,5.0,4.0,2.45088081646818,2.6969840568586143,2.560144948956529,0.08809622825979001,0.2461032403904344,66.19900789155706,23.947330587172193,14.504987573762415,83.65599081113592,4.0,1.0,4,"Bicapped octahedron (cap faces with one edge in common), Square pyramid"
mp-1192577,FeBi2Se2Cl3O7,2.223215033587752,0.200089451457861,"[4.0, 4.0]",3.0,3.0,3.0,"Bicapped octahedron (cap faces with one edge in common), Square pyramid",2e,2,4.0,Bi,0.0,True,2.0,4.0,2.2557748840639125,2.4221920483985007,2.3471818442083467,0.0759009719012913,0.1664171643345882,69.50511487999078,26.626747064980563,11.29819368565652,86.78801822853931,4.0,1.0,1,"Bicapped octahedron (cap faces with one edge in common), Square pyramid"
mp-1192577,FeBi2Se2Cl3O7,2.223215033587752,0.200089451457861,"[4.0, 4.0]",3.0,3.0,3.0,"Bicapped octahedron (cap faces with one edge in common), Square pyramid",2e,2,4.0,Bi,0.0,True,3.0,4.0,2.255774884063914,2.4221920483985016,2.3471818442083476,0.07590097190129172,0.16641716433458775,69.50511487999078,26.626747064980556,11.29819368565652,86.78801822853931,4.0,1.0,2,"Bicapped octahedron (cap faces with one edge in common), Square pyramid"
mp-1192577,FeBi2Se2Cl3O7,2.223215033587752,0.200089451457861,"[4.0, 4.0]",3.0,3.0,3.0,"Bicapped octahedron (cap faces with one edge in common), Square pyramid",2e,2,4.0,Bi,0.0,True,4.0,4.0,2.4508808164681803,2.6969840568586148,2.5601449489565296,0.08809622825979006,0.2461032403904344,66.19900789155709,23.94733058717219,14.50498757376244,83.65599081113594,4.0,1.0,3,"Bicapped octahedron (cap faces with one edge in common), Square pyramid"
mp-1192577,FeBi2Se2Cl3O7,2.223215033587752,0.200089451457861,"[4.0, 4.0]",3.0,3.0,3.0,"Bicapped octahedron (cap faces with one edge in common), Square pyramid",2e,2,4.0,Bi,0.0,True,5.0,4.0,2.45088081646818,2.6969840568586143,2.560144948956529,0.08809622825979001,0.2461032403904344,66.19900789155706,23.947330587172193,14.504987573762415,83.65599081113592,4.0,1.0,4,"Bicapped octahedron (cap faces with one edge in common), Square pyramid"
mp-1192658,Bi2Te2SeO10,1.7794545677499798,0.9685888124673326,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4f,1,7.0,Bi,0.0,True,0.0,7.0,2.2484755053758687,2.9526523789876844,2.5163022687895995,0.2559014517229208,0.7041768736118157,72.32140106862053,43.88346234666214,12.845130227415327,149.14997201373598,7.0,1.0,1,Square-face capped trigonal prism
mp-1192658,Bi2Te2SeO10,1.7794545677499798,0.9685888124673326,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4f,1,7.0,Bi,0.0,True,1.0,7.0,2.2484755053758696,2.952652378987685,2.5163022687896004,0.2559014517229207,0.7041768736118152,41.65669204119261,21.124195120712454,12.845130227415384,90.72967149928645,7.0,1.0,2,Square-face capped trigonal prism
mp-1192658,Bi2Te2SeO10,1.7794545677499798,0.9685888124673326,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4f,1,7.0,Bi,0.0,True,2.0,7.0,2.2484755053758687,2.9526523789876853,2.5163022687895995,0.2559014517229213,0.7041768736118166,72.32140106862052,43.883462346662135,12.845130227415327,149.14997201373598,7.0,1.0,3,Square-face capped trigonal prism
mp-1192658,Bi2Te2SeO10,1.7794545677499798,0.9685888124673326,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4f,1,7.0,Bi,0.0,True,3.0,7.0,2.2484755053758696,2.952652378987684,2.5163022687896004,0.2559014517229206,0.7041768736118144,41.656692041192585,21.124195120712457,12.845130227415327,90.72967149928644,7.0,1.0,4,Square-face capped trigonal prism
mp-1193553,BiBPbO4,1.9547460324543948,0.622971146085981,[6.0],3.0,3.0,3.0,Octahedron,4d,1,6.0,Bi,0.0,True,0.0,6.0,2.2214862133452673,2.5741678699827357,2.399565700118389,0.14400267713205958,0.3526816566374684,103.13665205913884,30.383714696180306,74.45102213145194,173.49296855906778,6.0,1.0,1,Octahedron
mp-1193553,BiBPbO4,1.9547460324543948,0.622971146085981,[6.0],3.0,3.0,3.0,Octahedron,4d,1,6.0,Bi,0.0,True,1.0,6.0,2.2214862133452677,2.574167869982735,2.3995657001183885,0.14400267713205875,0.3526816566374671,54.73402010807117,22.63678890222651,4.699927925667153,92.12005244308675,6.0,1.0,2,Octahedron
mp-1193553,BiBPbO4,1.9547460324543948,0.622971146085981,[6.0],3.0,3.0,3.0,Octahedron,4d,1,6.0,Bi,0.0,True,2.0,6.0,2.2214862133452677,2.5741678699827353,2.3995657001183885,0.14400267713205914,0.35268165663746753,103.13665205913883,30.38371469618031,74.45102213145191,173.49296855906778,6.0,1.0,3,Octahedron
mp-1193553,BiBPbO4,1.9547460324543948,0.622971146085981,[6.0],3.0,3.0,3.0,Octahedron,4d,1,6.0,Bi,0.0,True,3.0,6.0,2.221486213345267,2.5741678699827353,2.3995657001183885,0.1440026771320593,0.3526816566374684,54.73402010807118,22.636788902226495,4.6999279256672315,92.12005244308676,6.0,1.0,4,Octahedron
mp-1193554,Bi2Se3O10,2.3659440032383694,0.4909715683312362,[7.0],5.0,5.0,5.0,Square-face capped trigonal prism,4f,1,7.0,Bi,0.0,True,,,,,,,,,,,,,,0,Square-face capped trigonal prism
mp-1194190,Ba3BiIr2O9,2.3822912203155204,-0.1137897741948501,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Bi,0.0,True,6.0,6.0,2.2887412545074013,2.320740007568328,2.3033306281981702,0.013214748664210163,0.0319987530609267,43.34938496219443,21.33178203585901,11.103516171359963,74.24901267434139,6.0,1.0,1,Octahedron
mp-1194190,Ba3BiIr2O9,2.3822912203155204,-0.1137897741948501,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Bi,0.0,True,7.0,6.0,2.2887412545074004,2.320740007568329,2.30333062819817,0.013214748664211158,0.031998753060928475,56.31267148743542,27.32766759379305,17.58243784484309,100.64222570815407,6.0,1.0,2,Octahedron
mp-1194570,TlBi(SO4)2,2.56101724371696,-0.0650249015174953,[8.0],3.0,3.0,3.0,no_data,no_data,1,8.0,Bi,0.0,True,4.0,8.0,2.468563821716675,2.5143655830903273,2.4924982482449796,0.01751479339959134,0.045801761373652106,99.92669231709421,31.62598826634449,57.46721826464284,164.7186353096121,8.0,1.0,1,no_data
mp-1194570,TlBi(SO4)2,2.56101724371696,-0.0650249015174953,[8.0],3.0,3.0,3.0,no_data,no_data,1,8.0,Bi,0.0,True,5.0,8.0,2.4685638217166748,2.5143655830903273,2.4924982482449796,0.01751479339959136,0.04580176137365255,99.92669231709424,31.625988266344475,57.46721826464284,164.71863530961204,8.0,1.0,2,no_data
mp-1194570,TlBi(SO4)2,2.56101724371696,-0.0650249015174953,[8.0],3.0,3.0,3.0,no_data,no_data,1,8.0,Bi,0.0,True,6.0,8.0,2.435830016844787,2.595839988360002,2.5019221896227015,0.057828547593401225,0.160009971515215,99.36559448034714,33.90235741495072,42.86247733147966,166.36227539783508,8.0,1.0,3,no_data
mp-1194570,TlBi(SO4)2,2.56101724371696,-0.0650249015174953,[8.0],3.0,3.0,3.0,no_data,no_data,1,8.0,Bi,0.0,True,7.0,8.0,2.435830016844787,2.5958399883600016,2.501922189622701,0.05782854759340152,0.16000997151521457,99.36559448034714,33.90235741495072,42.86247733147965,166.36227539783513,8.0,1.0,4,no_data
mp-1194603,MnBiO3,2.010123282560209,0.6713872808345102,"[6.0, 7.0]",3.0,3.0,3.0,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism",4e,2,6.0,Bi,0.0,True,,,,,,,,,,,,,,0,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism"
mp-1194603,MnBiO3,2.010123282560209,0.6713872808345102,"[6.0, 7.0]",3.0,3.0,3.0,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism",4e,2,7.0,Bi,0.0,True,8.0,7.0,2.267106157046086,2.781243930238703,2.486165234820454,0.14269656061336927,0.5141377731926169,68.16552169773975,26.91098258893158,32.171280563038124,130.13435477985962,7.0,1.0,1,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism"
mp-1194603,MnBiO3,2.010123282560209,0.6713872808345102,"[6.0, 7.0]",3.0,3.0,3.0,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism",4e,2,7.0,Bi,0.0,True,9.0,7.0,2.267106157046086,2.7812439302387015,2.4861652348204544,0.14269656061336866,0.5141377731926156,98.84635346134911,30.20860739719744,62.43887753247525,159.21335288126664,7.0,1.0,2,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism"
mp-1194603,MnBiO3,2.010123282560209,0.6713872808345102,"[6.0, 7.0]",3.0,3.0,3.0,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism",4e,2,7.0,Bi,0.0,True,10.0,7.0,2.267106157046085,2.7812439302387015,2.486165234820454,0.14269656061336894,0.5141377731926164,68.16552169773975,26.91098258893158,32.17128056303809,130.1343547798596,7.0,1.0,3,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism"
mp-1194603,MnBiO3,2.010123282560209,0.6713872808345102,"[6.0, 7.0]",3.0,3.0,3.0,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism",4e,2,7.0,Bi,0.0,True,11.0,7.0,2.2671061570460864,2.7812439302387015,2.4861652348204544,0.14269656061336863,0.5141377731926151,98.84635346134908,30.20860739719744,62.43887753247527,159.2133528812666,7.0,1.0,4,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism"
mp-1194603,MnBiO3,2.010123282560209,0.6713872808345102,"[6.0, 7.0]",3.0,3.0,3.0,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism",4e,2,7.0,Bi,0.0,True,12.0,7.0,2.2678491633815487,3.1274694218667816,2.555425377430646,0.31603087080775094,0.8596202584852328,56.212284039640494,27.47021381144466,16.366401539500817,101.85936994738998,7.0,1.0,5,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism"
mp-1194603,MnBiO3,2.010123282560209,0.6713872808345102,"[6.0, 7.0]",3.0,3.0,3.0,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism",4e,2,7.0,Bi,0.0,True,13.0,7.0,2.2678491633815474,3.1274694218667816,2.5554253774306455,0.3160308708077508,0.8596202584852342,61.85292989098188,25.171463291373467,12.817233216939567,106.722044489389,7.0,1.0,6,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism"
mp-1194603,MnBiO3,2.010123282560209,0.6713872808345102,"[6.0, 7.0]",3.0,3.0,3.0,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism",4e,2,7.0,Bi,0.0,True,14.0,7.0,2.2678491633815487,3.127469421866781,2.555425377430646,0.31603087080775044,0.8596202584852324,56.212284039640494,27.470213811444655,16.36640153950084,101.85936994738998,7.0,1.0,7,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism"
mp-1194603,MnBiO3,2.010123282560209,0.6713872808345102,"[6.0, 7.0]",3.0,3.0,3.0,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism",4e,2,7.0,Bi,0.0,True,15.0,7.0,2.2678491633815487,3.127469421866782,2.555425377430646,0.31603087080775094,0.8596202584852333,61.85292989098188,25.171463291373467,12.817233216939567,106.72204448938905,7.0,1.0,8,"End-trigonal-face capped trigonal prism, Square-face capped trigonal prism"
mp-1194678,Bi2TeIClO8,2.361835114600454,0.1197257525590599,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",2a,2,6.0,Bi,0.0,True,0.0,6.0,2.2829439188588854,2.539743165078632,2.422787599131123,0.0944332599099144,0.2567992462197468,59.155282171567904,39.00024408477934,9.984987090289714,127.22229543581135,6.0,1.0,1,"Face-capped octahedron, Square-face capped trigonal prism"
mp-1194678,Bi2TeIClO8,2.361835114600454,0.1197257525590599,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",2a,2,6.0,Bi,0.0,True,1.0,6.0,2.2829439188588827,2.539743165078632,2.422787599131123,0.09443325990991479,0.2567992462197495,98.01856741855838,30.63143813676162,33.68225182327194,149.4423932753013,6.0,1.0,2,"Face-capped octahedron, Square-face capped trigonal prism"
mp-1194678,Bi2TeIClO8,2.361835114600454,0.1197257525590599,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",2a,2,6.0,Bi,0.0,True,2.0,6.0,2.2893454938350994,2.655333684522963,2.450036392995361,0.13479508723724623,0.3659881906878635,92.66710600491221,31.123590287328824,34.801728880842795,148.69768126801205,6.0,1.0,3,"Face-capped octahedron, Square-face capped trigonal prism"
mp-1194678,Bi2TeIClO8,2.361835114600454,0.1197257525590599,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",2a,2,6.0,Bi,0.0,True,3.0,6.0,2.2893454938351008,2.6553336845229625,2.4500363929953615,0.13479508723724595,0.3659881906878617,92.66710600491218,31.123590287328824,34.80172888084278,148.69768126801205,6.0,1.0,4,"Face-capped octahedron, Square-face capped trigonal prism"
mp-1194678,Bi2TeIClO8,2.361835114600454,0.1197257525590599,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",2a,2,6.0,Bi,0.0,True,4.0,6.0,2.284711638285118,2.8344205184129425,2.5072661598816812,0.20350500667300692,0.5497088801278247,78.45782594911138,34.7667840895676,16.719285595346882,129.37465662673935,6.0,1.0,5,"Face-capped octahedron, Square-face capped trigonal prism"
mp-1194678,Bi2TeIClO8,2.361835114600454,0.1197257525590599,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",2a,2,6.0,Bi,0.0,True,5.0,6.0,2.2847116382851174,2.834420518412943,2.5072661598816817,0.20350500667300725,0.5497088801278256,89.16044228048037,35.44602118463503,16.719285595346904,141.05770199897262,6.0,1.0,6,"Face-capped octahedron, Square-face capped trigonal prism"
mp-1194678,Bi2TeIClO8,2.361835114600454,0.1197257525590599,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",2a,2,6.0,Bi,0.0,True,0.0,6.0,2.2829439188588854,2.539743165078632,2.422787599131123,0.0944332599099144,0.2567992462197468,59.155282171567904,39.00024408477934,9.984987090289714,127.22229543581135,6.0,1.0,1,"Face-capped octahedron, Square-face capped trigonal prism"
mp-1194678,Bi2TeIClO8,2.361835114600454,0.1197257525590599,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",2a,2,6.0,Bi,0.0,True,1.0,6.0,2.2829439188588827,2.539743165078632,2.422787599131123,0.09443325990991479,0.2567992462197495,98.01856741855838,30.63143813676162,33.68225182327194,149.4423932753013,6.0,1.0,2,"Face-capped octahedron, Square-face capped trigonal prism"
mp-1194678,Bi2TeIClO8,2.361835114600454,0.1197257525590599,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",2a,2,6.0,Bi,0.0,True,2.0,6.0,2.2893454938350994,2.655333684522963,2.450036392995361,0.13479508723724623,0.3659881906878635,92.66710600491221,31.123590287328824,34.801728880842795,148.69768126801205,6.0,1.0,3,"Face-capped octahedron, Square-face capped trigonal prism"
mp-1194678,Bi2TeIClO8,2.361835114600454,0.1197257525590599,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",2a,2,6.0,Bi,0.0,True,3.0,6.0,2.2893454938351008,2.6553336845229625,2.4500363929953615,0.13479508723724595,0.3659881906878617,92.66710600491218,31.123590287328824,34.80172888084278,148.69768126801205,6.0,1.0,4,"Face-capped octahedron, Square-face capped trigonal prism"
mp-1194678,Bi2TeIClO8,2.361835114600454,0.1197257525590599,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",2a,2,6.0,Bi,0.0,True,4.0,6.0,2.284711638285118,2.8344205184129425,2.5072661598816812,0.20350500667300692,0.5497088801278247,78.45782594911138,34.7667840895676,16.719285595346882,129.37465662673935,6.0,1.0,5,"Face-capped octahedron, Square-face capped trigonal prism"
mp-1194678,Bi2TeIClO8,2.361835114600454,0.1197257525590599,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",2a,2,6.0,Bi,0.0,True,5.0,6.0,2.2847116382851174,2.834420518412943,2.5072661598816817,0.20350500667300725,0.5497088801278256,89.16044228048037,35.44602118463503,16.719285595346904,141.05770199897262,6.0,1.0,6,"Face-capped octahedron, Square-face capped trigonal prism"
mp-1194678,Bi2TeIClO8,2.361835114600454,0.1197257525590599,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",2a,2,7.0,Bi,0.0,True,6.0,7.0,2.2521229031746026,2.7587154017097153,2.4974959658703315,0.18432027638890985,0.5065924985351127,72.19905903111302,44.346152642351306,3.992282348390906,152.36403442503266,7.0,1.0,1,"Face-capped octahedron, Square-face capped trigonal prism"
mp-1194678,Bi2TeIClO8,2.361835114600454,0.1197257525590599,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",2a,2,7.0,Bi,0.0,True,7.0,7.0,2.252122903174603,2.7587154017097157,2.4974959658703315,0.18432027638891008,0.5065924985351127,73.76283712509662,41.40974292123777,3.992282348390906,152.3640344250326,7.0,1.0,2,"Face-capped octahedron, Square-face capped trigonal prism"
mp-1195032,BiTeNO6,1.8936779065667144,0.7157495874124891,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Bi,0.0,True,0.0,8.0,2.2149410083046726,2.7870182385560915,2.5147262436739304,0.2112339990797968,0.572077230251419,99.95782613400961,31.806276594273584,63.60591332380203,164.81575718347614,8.0,1.0,1,Square antiprism
mp-1195032,BiTeNO6,1.8936779065667144,0.7157495874124891,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Bi,0.0,True,1.0,8.0,2.2149410083046726,2.787018238556092,2.51472624367393,0.2112339990797969,0.5720772302514194,43.51031832857916,18.402435977168306,10.462047409258547,71.69432029303198,8.0,1.0,2,Square antiprism
mp-1195032,BiTeNO6,1.8936779065667144,0.7157495874124891,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Bi,0.0,True,2.0,8.0,2.2149410083046708,2.7870182385560924,2.5147262436739295,0.21123399907979729,0.5720772302514217,99.95782613400964,31.806276594273587,63.60591332380204,164.81575718347617,8.0,1.0,3,Square antiprism
mp-1195032,BiTeNO6,1.8936779065667144,0.7157495874124891,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Bi,0.0,True,3.0,8.0,2.2149410083046726,2.7870182385560924,2.5147262436739304,0.21123399907979673,0.5720772302514199,43.51031832857916,18.402435977168317,10.462047409258478,71.694320293032,8.0,1.0,4,Square antiprism
mp-1195166,Ta7BiO19,2.011466183487505,0.4982048521196042,[8.0],3.0,3.0,3.0,Bicapped octahedron (opposed cap faces),2a,1,8.0,Bi,0.0,True,14.0,8.0,2.4476233696890635,2.702127023820005,2.5112492833500752,0.11020331484261968,0.25450365413094156,46.650759713968796,31.62495883716233,0.0,99.9946545012581,8.0,1.0,1,Bicapped octahedron (opposed cap faces)
mp-1195166,Ta7BiO19,2.011466183487505,0.4982048521196042,[8.0],3.0,3.0,3.0,Bicapped octahedron (opposed cap faces),2a,1,8.0,Bi,0.0,True,15.0,8.0,2.447623369689063,2.702127023820001,2.5112492833500744,0.11020331484261901,0.254503654130938,100.71442203453715,32.79196253072359,62.192179254629984,180.0,8.0,1.0,2,Bicapped octahedron (opposed cap faces)
mp-1195168,Bi26Mo10O69,2.099936902557095,0.4764358587801623,"[4.0, 5.0, 6.0, 7.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw","1a, 2i, 1b",6,4.0,Bi,0.0,True,,,,,,,,,,,,,,0,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw"
mp-1195168,Bi26Mo10O69,2.099936902557095,0.4764358587801623,"[4.0, 5.0, 6.0, 7.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw","1a, 2i, 1b",6,5.0,Bi,0.0,True,,,,,,,,,,,,,,0,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw"
mp-1195168,Bi26Mo10O69,2.099936902557095,0.4764358587801623,"[4.0, 5.0, 6.0, 7.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw","1a, 2i, 1b",6,6.0,Bi,0.0,True,2.0,6.0,2.179134842004598,2.7308995169652226,2.432784027752941,0.23916774079990702,0.5517646749606246,98.4123386928457,31.15519134980812,63.772752881772256,144.03651843966605,6.0,1.0,1,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw"
mp-1195168,Bi26Mo10O69,2.099936902557095,0.4764358587801623,"[4.0, 5.0, 6.0, 7.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw","1a, 2i, 1b",6,6.0,Bi,0.0,True,3.0,6.0,2.1791348420046015,2.7308995169652195,2.4327840277529424,0.23916774079990477,0.551764674960618,98.4123386928457,31.155191349808117,63.77275288177224,144.03651843966605,6.0,1.0,2,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw"
mp-1195168,Bi26Mo10O69,2.099936902557095,0.4764358587801623,"[4.0, 5.0, 6.0, 7.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw","1a, 2i, 1b",6,6.0,Bi,0.0,True,6.0,6.0,2.137956368255586,3.1966101200413375,2.5515469191408306,0.4534413836435995,1.0586537517857515,55.52649356268339,23.61484757073644,12.941204865066892,102.45325483590679,6.0,1.0,3,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw"
mp-1195168,Bi26Mo10O69,2.099936902557095,0.4764358587801623,"[4.0, 5.0, 6.0, 7.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw","1a, 2i, 1b",6,6.0,Bi,0.0,True,7.0,6.0,2.137956368255586,3.1966101200413406,2.5515469191408306,0.45344138364359976,1.0586537517857546,55.5264935626834,23.614847570736433,12.94120486506692,102.45325483590679,6.0,1.0,4,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw"
mp-1195168,Bi26Mo10O69,2.099936902557095,0.4764358587801623,"[4.0, 5.0, 6.0, 7.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw","1a, 2i, 1b",6,6.0,Bi,0.0,True,8.0,6.0,2.142040878902023,2.7022441568078777,2.427229655891433,0.24416161481612556,0.5602032779058548,60.350935489257964,21.37391333623301,23.71969283104107,99.10299423639496,6.0,1.0,5,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw"
mp-1195168,Bi26Mo10O69,2.099936902557095,0.4764358587801623,"[4.0, 5.0, 6.0, 7.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw","1a, 2i, 1b",6,6.0,Bi,0.0,True,9.0,6.0,2.1420408789020167,2.702244156807882,2.4272296558914315,0.24416161481612694,0.5602032779058654,60.35093548925796,21.37391333623301,23.71969283104107,99.10299423639498,6.0,1.0,6,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw"
mp-1195168,Bi26Mo10O69,2.099936902557095,0.4764358587801623,"[4.0, 5.0, 6.0, 7.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw","1a, 2i, 1b",6,6.0,Bi,0.0,True,18.0,6.0,2.1479407851144594,3.02187952112488,2.511850355732328,0.36991177512666434,0.8739387360104205,61.96386902117105,21.896600143973686,28.895702736251486,102.1630970793614,6.0,1.0,7,"Pentagonal pyramid, Square-face capped trigonal prism, Square pyramid, Octahedron, Cube, See-saw"
