material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Bi_wyckoff,num_Bi_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,2.0,8.0,2.1654891523689668,2.9779341571896567,2.5485217176422728,0.2694077913684265,0.8124450048206899,72.40685883852943,28.773093666696667,8.794111371177554,137.93345139508577,8.0,1.0,3,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,3.0,8.0,2.1654891523689663,2.977934157189657,2.5485217176422714,0.26940779136842746,0.8124450048206908,92.2103559865058,36.455157315617356,36.85942272611782,161.86193892924342,8.0,1.0,4,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,4.0,8.0,2.1921141700782263,3.1629934492992633,2.6485838119746927,0.3835885803614179,0.970879279221037,91.35871456494938,32.633352615127684,35.49229962720531,159.13748833761417,8.0,1.0,5,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,5.0,8.0,2.2342890370855133,2.8305427946966537,2.529452242978003,0.20218731419527708,0.5962537576111404,83.30491737884911,39.36157737600427,9.042519317616602,159.48024164898885,8.0,1.0,6,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,6.0,8.0,2.2964824547546585,2.7103548515681464,2.5103168577352424,0.15224435716886023,0.41387239681348786,89.18517476704405,32.88026872305359,37.42108122597664,145.54760551133077,8.0,1.0,7,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,7.0,8.0,2.2964824547546603,2.7103548515681455,2.510316857735243,0.15224435716885915,0.4138723968134852,56.424118222910586,31.107705281578237,10.150637234861188,143.45845886701343,8.0,1.0,8,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,8.0,8.0,2.2342929965160483,2.8305393768507274,2.529452296003429,0.20218467145565658,0.5962463803346791,74.95818522008491,30.521815974113807,25.182267346605,146.69379719483663,8.0,1.0,9,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,9.0,8.0,2.1654891523689734,2.9779341571896616,2.5485217176422723,0.26940779136842646,0.8124450048206882,72.40685883852942,28.773093666696663,8.794111371177554,137.93345139508577,8.0,1.0,10,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,10.0,8.0,2.1654891523689677,2.977934157189659,2.5485217176422714,0.2694077913684279,0.8124450048206913,85.58325060773721,34.050915418843104,30.325488645901572,161.86193892924334,8.0,1.0,11,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,11.0,8.0,2.234292996516047,2.83053937685073,2.5294522960034294,0.20218467145565758,0.5962463803346831,70.74062840841223,29.990298943224143,10.907466418505463,146.6937971948367,8.0,1.0,12,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,12.0,8.0,2.165489152368969,2.977934157189656,2.548521717642272,0.2694077913684258,0.8124450048206868,75.32037690796767,31.495175887250397,8.794111371177554,139.40213797298557,8.0,1.0,13,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,13.0,8.0,2.1654891523689703,2.977934157189661,2.548521717642272,0.2694077913684277,0.8124450048206908,75.32037690796764,31.49517588725038,8.794111371177554,139.4021379729855,8.0,1.0,14,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,14.0,8.0,2.234289037085511,2.830542794696653,2.529452242978002,0.2021873141952773,0.5962537576111417,97.37635738802385,33.80113663827496,37.17133120867287,159.48024164898885,8.0,1.0,15,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,15.0,8.0,2.192114170078226,3.1629934492992615,2.648583811974692,0.3835885803614177,0.9708792792210357,85.3189185128986,32.33138153312519,40.571659043995425,148.11949710497584,8.0,1.0,16,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,16.0,8.0,2.2964824547546563,2.7103548515681464,2.5103168577352433,0.15224435716886092,0.4138723968134901,55.53758884025408,31.528204534992547,11.08346514902397,143.45845886701343,8.0,1.0,17,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,17.0,8.0,2.192114170078226,3.162993449299261,2.648583811974692,0.3835885803614188,0.9708792792210352,91.35871456494935,32.633352615127684,35.492299627205256,159.13748833761414,8.0,1.0,18,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,18.0,8.0,2.2342890370855137,2.830542794696652,2.529452242978002,0.20218731419527683,0.5962537576111382,97.37635738802385,33.801136638274954,37.171331208672896,159.48024164898882,8.0,1.0,19,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,19.0,8.0,2.1654891523689703,2.9779341571896567,2.548521717642271,0.26940779136842596,0.8124450048206864,92.2103559865058,36.455157315617356,36.85942272611784,161.8619389292434,8.0,1.0,20,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,20.0,8.0,2.1921141700782245,3.1629934492992597,2.648583811974692,0.3835885803614177,0.9708792792210352,91.35871456494938,32.633352615127684,35.49229962720531,159.1374883376142,8.0,1.0,21,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,21.0,8.0,2.1654891523689677,2.9779341571896563,2.5485217176422714,0.26940779136842585,0.8124450048206886,85.58325060773721,34.050915418843125,30.325488645901522,161.86193892924342,8.0,1.0,22,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,22.0,8.0,2.1921141700782245,3.162993449299263,2.6485838119746923,0.3835885803614188,0.9708792792210383,85.3189185128986,32.33138153312519,40.57165904399543,148.1194971049758,8.0,1.0,23,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,23.0,8.0,2.192114170078227,3.1629934492992633,2.6485838119746923,0.38358858036141846,0.9708792792210361,85.3189185128986,32.33138153312519,40.57165904399543,148.1194971049758,8.0,1.0,24,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,24.0,8.0,2.296482454754661,2.7103548515681446,2.5103168577352424,0.15224435716885826,0.4138723968134834,89.18517476704405,32.88026872305359,37.421081225976636,145.54760551133083,8.0,1.0,25,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,25.0,8.0,2.192114170078227,3.1629934492992655,2.648583811974693,0.38358858036141835,0.9708792792210383,91.35871456494938,32.633352615127684,35.492299627205284,159.13748833761423,8.0,1.0,26,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,26.0,8.0,2.234289037085517,2.8305427946966564,2.5294522429780035,0.20218731419527736,0.5962537576111395,70.740568657826,29.99027297269757,10.907465645687548,146.6936247642097,8.0,1.0,27,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554090,Bi7Mo2(AsO8)3,2.294142689143608,0.2823333791283956,[8.0],3.0,3.0,3.0,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron","4c, 8d",4,8.0,Bi,0.0,True,27.0,8.0,2.2342890370855137,2.8305427946966546,2.529452242978002,0.20218731419527733,0.5962537576111409,74.95809089965421,30.521788201440522,25.182200910500868,146.69362476420974,8.0,1.0,28,"Square antiprism, Cube, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,4.0,Bi,0.0,True,5.0,4.0,2.20659457564789,2.292814319083735,2.232816590062041,0.03487911886486471,0.08621974343584471,30.906440614921465,10.391500323800813,19.40815023710416,52.833965449134304,4.0,1.0,1,"Square non-coplanar, Square-face capped trigonal prism"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,4.0,Bi,0.0,True,9.0,4.0,2.206594575647889,2.292814319083732,2.2328165900620385,0.03487911886486433,0.08621974343584293,30.906440614921454,10.391500323800816,19.40815023710414,52.833965449134304,4.0,1.0,2,"Square non-coplanar, Square-face capped trigonal prism"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,4.0,Bi,0.0,True,10.0,4.0,2.2065945756478884,2.2928143190837327,2.232816590062039,0.03487911886486466,0.08621974343584426,91.50439595946733,21.469296560872912,74.42830048173198,122.51798825354491,4.0,1.0,3,"Square non-coplanar, Square-face capped trigonal prism"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,4.0,Bi,0.0,True,12.0,4.0,2.20659457564789,2.292814319083735,2.2328165900620407,0.034879118864864694,0.08621974343584471,91.50439595946732,21.46929656087291,74.42830048173195,122.51798825354489,4.0,1.0,4,"Square non-coplanar, Square-face capped trigonal prism"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,4.0,Bi,0.0,True,14.0,4.0,2.206594575647888,2.2928143190837322,2.232816590062038,0.034879118864864674,0.08621974343584426,30.906440614921447,10.391500323800829,19.408150237104085,52.833965449134304,4.0,1.0,5,"Square non-coplanar, Square-face capped trigonal prism"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,4.0,Bi,0.0,True,17.0,4.0,2.2065945756478893,2.2928143190837336,2.23281659006204,0.03487911886486456,0.08621974343584426,91.50439595946732,21.46929656087291,74.42830048173195,122.51798825354489,4.0,1.0,6,"Square non-coplanar, Square-face capped trigonal prism"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,4.0,Bi,0.0,True,18.0,4.0,2.206594575647889,2.2928143190837313,2.2328165900620385,0.034879118864864105,0.08621974343584249,91.50439595946732,21.469296560872902,74.42830048173195,122.51798825354486,4.0,1.0,7,"Square non-coplanar, Square-face capped trigonal prism"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,4.0,Bi,0.0,True,19.0,4.0,2.2065945756478893,2.2928143190837327,2.23281659006204,0.03487911886486426,0.08621974343584338,30.90644061492146,10.39150032380082,19.408150237104124,52.833965449134304,4.0,1.0,8,"Square non-coplanar, Square-face capped trigonal prism"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,7.0,Bi,0.0,True,4.0,7.0,2.236436827296889,2.8334709607030395,2.4729190686272333,0.21051481478702957,0.5970341334061504,63.622473262988336,26.92187439195906,17.027736687672352,133.56375305230392,7.0,1.0,1,"Square non-coplanar, Square-face capped trigonal prism"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,7.0,Bi,0.0,True,6.0,7.0,2.2364368272968878,2.8334709607030426,2.4729190686272338,0.2105148147870305,0.5970341334061549,64.95324841254524,26.061645198471204,28.326091622080433,136.03583199614866,7.0,1.0,2,"Square non-coplanar, Square-face capped trigonal prism"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,7.0,Bi,0.0,True,7.0,7.0,2.2364368272968878,2.8334709607030413,2.4729190686272333,0.2105148147870301,0.5970341334061535,63.62247326298835,26.921874391959076,17.027736687672306,133.56375305230395,7.0,1.0,3,"Square non-coplanar, Square-face capped trigonal prism"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,7.0,Bi,0.0,True,8.0,7.0,2.2364368272968838,2.8334709607030426,2.4729190686272315,0.21051481478703082,0.5970341334061589,64.95324841254524,26.061645198471204,28.32609162208041,136.03583199614866,7.0,1.0,4,"Square non-coplanar, Square-face capped trigonal prism"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,7.0,Bi,0.0,True,11.0,7.0,2.236436827296884,2.8334709607030417,2.4729190686272315,0.21051481478703046,0.5970341334061575,63.62247326298833,26.921874391959058,17.027736687672352,133.56375305230392,7.0,1.0,5,"Square non-coplanar, Square-face capped trigonal prism"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,7.0,Bi,0.0,True,13.0,7.0,2.2364368272968886,2.833470960703039,2.4729190686272324,0.21051481478702969,0.5970341334061504,64.95324841254524,26.061645198471204,28.32609162208041,136.03583199614866,7.0,1.0,6,"Square non-coplanar, Square-face capped trigonal prism"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,7.0,Bi,0.0,True,15.0,7.0,2.2364368272968864,2.833470960703043,2.4729190686272324,0.21051481478703066,0.5970341334061566,63.622473262988336,26.92187439195906,17.027736687672352,133.56375305230395,7.0,1.0,7,"Square non-coplanar, Square-face capped trigonal prism"
mp-554207,TaBi4BrO8,1.8517170535461087,0.8767546623367775,"[4.0, 7.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face capped trigonal prism",8d,2,7.0,Bi,0.0,True,16.0,7.0,2.2364368272968873,2.8334709607030417,2.4729190686272338,0.21051481478703005,0.5970341334061544,64.95324841254522,26.061645198471204,28.32609162208038,136.03583199614866,7.0,1.0,8,"Square non-coplanar, Square-face capped trigonal prism"
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,3.0,Bi,0.0,True,2.0,3.0,2.2413746198096116,2.262490110905341,2.255451613873431,0.00995393796124941,0.02111549109572941,58.596563206053894,41.434027197226854,0.0,87.89484480908084,3.0,1.0,1,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism"
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,3.0,Bi,0.0,True,10.0,3.0,2.2413746198096085,2.2624901109053397,2.2554516138734293,0.009953937961250351,0.021115491095731187,58.59656320605388,41.43402719722685,0.0,87.89484480908082,3.0,1.0,2,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism"
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,3.0,Bi,0.0,True,18.0,3.0,2.2413746198096076,2.262490110905341,2.2554516138734297,0.0099539379612514,0.021115491095733407,79.98627136668323,56.55883428149995,8.537736462515939e-07,119.979406623138,3.0,1.0,3,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism"
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,3.0,Bi,0.0,True,20.0,3.0,2.241374619809609,2.2624901109053415,2.2554516138734306,0.009953937961250875,0.02111549109573252,79.9862713666832,56.558834281499934,8.537736462515939e-07,119.97940662313798,3.0,1.0,4,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism"
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,4.0,Bi,0.0,True,1.0,4.0,2.2635466610857895,2.298352597789028,2.2807728576016095,0.012307026529818745,0.034805936703238505,68.48159431603938,34.36707334137668,0.0,116.33924594854024,4.0,1.0,1,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism"
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,4.0,Bi,0.0,True,3.0,4.0,2.263546661085789,2.2983525977890285,2.28077285760161,0.012307026529819057,0.03480593670323939,68.48159431603936,34.36707334137667,0.0,116.33924594854021,4.0,1.0,2,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism"
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,4.0,Bi,0.0,True,5.0,4.0,2.2316281770025292,2.3570022151851084,2.2867099391931585,0.044974116042462625,0.1253740381825792,69.73555877443765,35.367744035544554,1.2074182697257333e-06,120.08322338069807,4.0,1.0,3,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism"
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,4.0,Bi,0.0,True,7.0,4.0,2.2316281770025275,2.357002215185108,2.2867099391931576,0.04497411604246311,0.12537403818258053,69.73555857320126,35.36774443232788,0.0,120.0832233806981,4.0,1.0,4,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism"
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,4.0,Bi,0.0,True,11.0,4.0,2.2635466610857926,2.2983525977890267,2.2807728576016104,0.01230702652981718,0.034805936703234064,68.48159431603933,34.36707334137665,0.0,116.33924594854017,4.0,1.0,5,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism"
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,4.0,Bi,0.0,True,14.0,4.0,2.225209771523957,2.3707810728455816,2.2838694515954154,0.05337057725142368,0.14557130132162444,69.88328837039569,35.451110096165735,0.0,120.08394953125307,4.0,1.0,6,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism"
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,4.0,Bi,0.0,True,15.0,4.0,2.2316281770025275,2.357002215185106,2.2867099391931567,0.04497411604246243,0.12537403818257875,69.73555877443765,35.367744035544554,1.2074182697257333e-06,120.08322338069807,4.0,1.0,7,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism"
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,4.0,Bi,0.0,True,16.0,4.0,2.2252097715239554,2.3707810728455816,2.283869451595415,0.053370577251424176,0.1455713013216262,69.88328837039572,35.45111009616575,0.0,120.08394953125311,4.0,1.0,8,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism"
mp-554249,Bi6Cl3O7F,2.0036844593986776,0.5631490957562543,"[3.0, 4.0, 4.0, 4.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism",4c,4,4.0,Bi,0.0,True,17.0,4.0,2.2316281770025284,2.357002215185107,2.2867099391931576,0.04497411604246242,0.12537403818257875,69.73555877443765,35.367744035544554,1.2074182697257333e-06,120.08322338069807,4.0,1.0,9,"Pentagonal pyramid, Square non-coplanar, Trigonal bipyramid, Square-face capped trigonal prism"
