material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Bi_wyckoff,num_Bi_chemenvs,CN,element,charge_range,is_single_charge
mp-1217566,Ti4Nb(BiO3)7,2.337762219172047,0.1230431044445906,"[6.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism",2c,2,8.0,Bi,0.0,True
mp-1217611,TiFe2Bi2PbO9,2.512447907990535,-0.1312319067892227,[6.0],3.0,3.0,3.0,"Tridiminished icosahedron, Octahedron","1a, 1b, 1c",2,6.0,Bi,0.0,True
mp-1217792,Ti5Bi4(PbO9)2,2.337071844830739,0.204913813357866,"[6.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face capped trigonal prism",2a,2,6.0,Bi,0.0,True
mp-1217792,Ti5Bi4(PbO9)2,2.337071844830739,0.204913813357866,"[6.0, 7.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face capped trigonal prism",2a,2,7.0,Bi,0.0,True
mp-1217801,SrTiNb2Bi2PbO12,1.714855703682264,0.880042137726566,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1a,1,8.0,Bi,0.0,True
mp-1217847,SrTi4Bi4O15,2.088172793544259,0.6333933290592898,[6.0],3.0,3.0,3.0,"Pentagonal pyramid, Square-face capped trigonal prism",4b,2,6.0,Bi,0.0,True
mp-1217882,VSi3Bi61O100,2.1030331646853897,0.50381041490725,"[4.0, 5.0]",3.0,3.0,3.0,"Tetrahedron, Square pyramid","1a, 3b",2,4.0,Bi,0.0,True
mp-1217882,VSi3Bi61O100,2.1030331646853897,0.50381041490725,"[4.0, 5.0]",3.0,3.0,3.0,"Tetrahedron, Square pyramid","1a, 3b",2,5.0,Bi,0.0,True
mp-1217945,TaInBi2O7,1.768462635005971,0.8038269280122421,[8.0],3.0,3.0,3.0,"Hexagonal bipyramid, Cube","2b, 2d",2,8.0,Bi,0.0,True
mp-1218131,TaBi(P2O7)2,2.176610387102316,0.211755948170458,[6.0],3.0,3.0,3.0,Octahedron,2d,1,6.0,Bi,0.0,True
mp-1218158,Ta4InBi3O16,2.0192436304658883,0.5180598675803221,"[7.0, 8.0]",3.0,3.0,3.0,"Square antiprism, Square-face capped trigonal prism",1a,2,7.0,Bi,0.0,True
mp-1218158,Ta4InBi3O16,2.0192436304658883,0.5180598675803221,"[7.0, 8.0]",3.0,3.0,3.0,"Square antiprism, Square-face capped trigonal prism",1a,2,8.0,Bi,0.0,True
mp-1218209,SrMnFeBiO6,0.4217162366366755,1.9997308337301007,[9.0],3.0,3.0,3.0,Tridiminished icosahedron,1a,1,9.0,Bi,0.0,True
mp-1218398,SrBi3Cl3O4,2.1286091474603044,0.326185232102448,"[4.0, 4.0, 4.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face bicapped trigonal prism",1a,2,4.0,Bi,0.0,True
mp-1218398,SrBi3Cl3O4,2.1286091474603044,0.326185232102448,"[4.0, 4.0, 4.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face bicapped trigonal prism",1a,2,4.0,Bi,0.0,True
mp-1218398,SrBi3Cl3O4,2.1286091474603044,0.326185232102448,"[4.0, 4.0, 4.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face bicapped trigonal prism",1a,2,4.0,Bi,0.0,True
mp-1218405,SrBi3Br3O4,2.1286623173859764,0.333023930522248,"[4.0, 4.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face bicapped trigonal prism",1a,2,4.0,Bi,0.0,True
mp-1218405,SrBi3Br3O4,2.1286623173859764,0.333023930522248,"[4.0, 4.0]",3.0,3.0,3.0,"Square non-coplanar, Square-face bicapped trigonal prism",1a,2,4.0,Bi,0.0,True
mp-1218439,Sr4TlCu2BiO10,1.319538181226757,1.677843860023618,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Bi,0.0,True
mp-1218595,Sr6Al12Bi2O27,1.6175412487230627,1.18574387280597,[6.0],3.0,3.0,3.0,"Trigonal prism, Octahedron",1a,2,6.0,Bi,0.0,True
mp-1218632,Sr4BiP3O13,1.85119829797334,0.8610770849609748,[7.0],3.0,3.0,3.0,Octahedron,2e,1,7.0,Bi,0.0,True
mp-1218693,Sr2V3Bi3O14,1.7746510700520506,0.8536864050248608,"[6.0, 7.0]",3.0,3.0,3.0,"Trigonal prism, Square-face capped trigonal prism",2i,2,6.0,Bi,0.0,True
mp-1218693,Sr2V3Bi3O14,1.7746510700520506,0.8536864050248608,"[6.0, 7.0]",3.0,3.0,3.0,"Trigonal prism, Square-face capped trigonal prism",2i,2,7.0,Bi,0.0,True
mp-1218800,Sr2Ti5(Bi2O9)2,1.8706690889766533,0.7509119406045338,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square-face capped trigonal prism",1a,2,6.0,Bi,0.0,True
mp-1218800,Sr2Ti5(Bi2O9)2,1.8706690889766533,0.7509119406045338,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square-face capped trigonal prism",1a,2,7.0,Bi,0.0,True
mp-1218870,Sr4CaYCu4Bi2(PbO8)2,2.1240054705618103,0.0699813150746252,[3.0],3.0,3.0,3.0,Triangular non-coplanar,4g,1,3.0,Bi,0.0,True
mp-1218930,Sr2CaCu2(BiO4)2,2.160341765886685,1.6207225647479435,[3.0],3.0,3.0,3.0,Triangular non-coplanar,4d,1,3.0,Bi,0.0,True
mp-1219094,SmBi3(Ru2O7)2,1.7469271972064255,0.7351201806968733,[8.0],3.0,3.0,3.0,Cube,3e,1,8.0,Bi,0.0,True
mp-1219095,SmBiRu2O7,1.7698596584079496,0.712415966117201,[8.0],3.0,3.0,3.0,Cube,2d,1,8.0,Bi,0.0,True
mp-1219101,SmTiNbBi2O9,2.403844485300984,0.1289598032955943,[6.0],3.0,3.0,3.0,Pentagonal pyramid,2a,1,6.0,Bi,0.0,True
mp-1219209,Sm3Bi(Ru2O7)2,1.81417144177501,0.6656951975229303,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,Bi,0.0,True
mp-1219692,PrBi3(Ru2O7)2,1.70366473859062,0.78385847403283,[8.0],3.0,3.0,3.0,Cube,3e,1,8.0,Bi,0.0,True
mp-1219698,PrBiRu2O7,1.690064110871036,0.8031142218324415,[8.0],3.0,3.0,3.0,Cube,2c,1,8.0,Bi,0.0,True
mp-1219861,Pr3Bi(Ru2O7)2,1.696753740881367,0.8034546461944643,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,Bi,0.0,True
mp-1219886,PrTi6Bi7O24,1.865412546026309,0.7362223447811507,"[6.0, 7.0, 8.0]",3.0,3.0,3.0,"Hexagonal bipyramid, Tricapped octahedron (cap faces are aligned), Square-face capped trigonal prism",1a,3,6.0,Bi,0.0,True
mp-1219886,PrTi6Bi7O24,1.865412546026309,0.7362223447811507,"[6.0, 7.0, 8.0]",3.0,3.0,3.0,"Hexagonal bipyramid, Tricapped octahedron (cap faces are aligned), Square-face capped trigonal prism",1a,3,7.0,Bi,0.0,True
mp-1219886,PrTi6Bi7O24,1.865412546026309,0.7362223447811507,"[6.0, 7.0, 8.0]",3.0,3.0,3.0,"Hexagonal bipyramid, Tricapped octahedron (cap faces are aligned), Square-face capped trigonal prism",1a,3,8.0,Bi,0.0,True
mp-1219942,Sr2YCu2BiPbO8,2.128667380677975,-0.0756063927390209,[3.0],3.0,3.0,3.0,Triangular non-coplanar,4e,1,3.0,Bi,0.0,True
mp-1220179,NdTiNbBi2O9,2.2576888747409347,0.3076156205675772,[6.0],3.0,3.0,3.0,Pentagonal pyramid,2a,1,6.0,Bi,0.0,True
mp-1220207,NdBi3(Ru2O7)2,1.7151219489505127,0.7716046525139568,[8.0],3.0,3.0,3.0,Cube,3e,1,8.0,Bi,0.0,True
mp-1220214,NdBiRu2O7,1.718273833898867,0.7734721155892608,[8.0],3.0,3.0,3.0,Cube,2c,1,8.0,Bi,0.0,True
mp-1220276,Nd3Bi(Ru2O7)2,1.726955199401374,0.7689904792567368,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,Bi,0.0,True
mp-1220421,NdTi12(Bi5O16)3,2.088918551220192,0.4489430263885,"[6.0, 8.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Pentagonal pyramid, Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",1a,4,6.0,Bi,0.0,True
mp-1220421,NdTi12(Bi5O16)3,2.088918551220192,0.4489430263885,"[6.0, 8.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Pentagonal pyramid, Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",1a,4,8.0,Bi,0.0,True
mp-1220526,NbInBi2O7,1.825942027254594,0.7332047577471511,[8.0],3.0,3.0,3.0,"Hexagonal bipyramid, Cube","2a, 2c",2,8.0,Bi,0.0,True
mp-1220551,Nb4AgBi5O18,2.531301870973123,-0.0613091310540952,"[6.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism","1a, 2b",2,6.0,Bi,0.0,True
mp-1220551,Nb4AgBi5O18,2.531301870973123,-0.0613091310540952,"[6.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism","1a, 2b",2,8.0,Bi,0.0,True
mp-1220571,NbBi2O5F,2.9522928040073726,-0.8560951109702175,[5.0],3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square-face capped trigonal prism",4a,2,5.0,Bi,0.0,True
mp-1220715,Nb3Fe(BiO3)6,2.095279001946032,0.4461962201560158,"[6.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism",1a,2,6.0,Bi,0.0,True
mp-1220715,Nb3Fe(BiO3)6,2.095279001946032,0.4461962201560158,"[6.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism",1a,2,8.0,Bi,0.0,True
mp-1220794,Nd3Ti12Bi13O48,2.060632334752741,0.4885776818506121,"[6.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped square antiprism, Square-face bicapped trigonal prism, Square-face capped trigonal prism",1a,4,6.0,Bi,0.0,True
mp-1220794,Nd3Ti12Bi13O48,2.060632334752741,0.4885776818506121,"[6.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped square antiprism, Square-face bicapped trigonal prism, Square-face capped trigonal prism",1a,4,8.0,Bi,0.0,True
mp-1220903,NaTi2BiO6,0.6405195059122855,1.950144488333904,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1b,1,8.0,Bi,0.0,True
mp-1220909,NaTa4Bi5O18,2.59704952773258,-0.1459180081621785,"[6.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism","1a, 2b",2,6.0,Bi,0.0,True
mp-1220909,NaTa4Bi5O18,2.59704952773258,-0.1459180081621785,"[6.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism","1a, 2b",2,8.0,Bi,0.0,True
mp-1220913,NaV2Bi3O10,2.00382876714117,0.5894970112493007,[6.0],3.0,3.0,3.0,"Face-capped octahedron, Trigonal prism",1a,2,6.0,Bi,0.0,True
mp-1221019,NaNb4Bi5O18,2.019716909606974,0.5185089021698027,"[6.0, 7.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism, Square-face capped trigonal prism","1a, 2b",3,6.0,Bi,0.0,True
mp-1221019,NaNb4Bi5O18,2.019716909606974,0.5185089021698027,"[6.0, 7.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism, Square-face capped trigonal prism","1a, 2b",3,7.0,Bi,0.0,True
mp-1221019,NaNb4Bi5O18,2.019716909606974,0.5185089021698027,"[6.0, 7.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism, Square-face capped trigonal prism","1a, 2b",3,8.0,Bi,0.0,True
mp-1221124,NaBiTeO5,1.1838931638916417,1.692674987603781,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4e,1,7.0,Bi,0.0,True
mp-1221182,NaCa2Nb8(BiO4)9,1.9302473618659204,0.6043094801202946,"[6.0, 7.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism, Square-face capped trigonal prism","1b, 2c",3,6.0,Bi,0.0,True
mp-1221182,NaCa2Nb8(BiO4)9,1.9302473618659204,0.6043094801202946,"[6.0, 7.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism, Square-face capped trigonal prism","1b, 2c",3,7.0,Bi,0.0,True
mp-1221182,NaCa2Nb8(BiO4)9,1.9302473618659204,0.6043094801202946,"[6.0, 7.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism, Square-face capped trigonal prism","1b, 2c",3,8.0,Bi,0.0,True
mp-1221291,Na3Nb6Bi5O24,2.341114349411836,0.0972118225737389,"[5.0, 8.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square-face capped trigonal prism",1a,2,5.0,Bi,0.0,True
mp-1221291,Na3Nb6Bi5O24,2.341114349411836,0.0972118225737389,"[5.0, 8.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square-face capped trigonal prism",1a,2,8.0,Bi,0.0,True
mp-1221879,MnFeBiO5,2.5323716336362487,0.0224648308842107,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4g,1,8.0,Bi,0.0,True
mp-1221942,Mn2Bi3Sb3O14,2.108150540494738,0.4182167974201451,[8.0],3.0,3.0,3.0,Cube,3e,1,8.0,Bi,0.0,True
mp-1222044,MnBi12W2(ClO8)3,2.150620043173024,0.389986593928901,"[3.0, 4.0, 7.0, 9.0]",3.0,3.0,3.0,"Triangular cupola, Square non-coplanar",1a,2,3.0,Bi,0.0,True
mp-1222044,MnBi12W2(ClO8)3,2.150620043173024,0.389986593928901,"[3.0, 4.0, 7.0, 9.0]",3.0,3.0,3.0,"Triangular cupola, Square non-coplanar",1a,2,4.0,Bi,0.0,True
mp-1222044,MnBi12W2(ClO8)3,2.150620043173024,0.389986593928901,"[3.0, 4.0, 7.0, 9.0]",3.0,3.0,3.0,"Triangular cupola, Square non-coplanar",1a,2,7.0,Bi,0.0,True
mp-1222044,MnBi12W2(ClO8)3,2.150620043173024,0.389986593928901,"[3.0, 4.0, 7.0, 9.0]",3.0,3.0,3.0,"Triangular cupola, Square non-coplanar",1a,2,9.0,Bi,0.0,True
mp-1222927,LaMn8Bi3O20,3.672421073904293,-1.2019460854017263,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1a,1,8.0,Bi,0.0,True
mp-1222967,LaNi4(BiO4)3,1.4718715405225165,1.1026850292055816,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Octahedron",1a,2,6.0,Bi,0.0,True
mp-1222967,LaNi4(BiO4)3,1.4718715405225165,1.1026850292055816,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Octahedron",1a,2,7.0,Bi,0.0,True
mp-1222983,LaFe4(BiO4)3,1.6795631742481376,0.8950574518789887,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,"1a, 1b",1,8.0,Bi,0.0,True
mp-1223095,La2Ti3(BiO6)2,1.731595390656122,0.8380248081479795,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2c,1,8.0,Bi,0.0,True
mp-1223128,LaTi6Bi7O24,2.327288031139615,0.1253225873189273,[6.0],3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism, Square antiprism",1a,3,6.0,Bi,0.0,True
mp-1223389,KNaTi4(BiO6)2,0.2292037911223402,2.372249933748491,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,"1a, 1b",1,8.0,Bi,0.0,True
mp-1223445,KNb4Bi5O18,2.537066289903726,-0.0423480242638857,"[6.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism","1a, 2b",2,6.0,Bi,0.0,True
mp-1223445,KNb4Bi5O18,2.537066289903726,-0.0423480242638857,"[6.0, 8.0]",3.0,3.0,3.0,"Pentagonal pyramid, Square-face bicapped trigonal prism","1a, 2b",2,8.0,Bi,0.0,True
mp-1223500,KBa3(BiO3)4,1.9682333508302583,0.6862221909963597,[6.0],4.25,4.25,4.25,Octahedron,"2h, 2g",1,6.0,Bi,0.0,True
mp-1223518,KBa2(BiO3)3,1.558077661981481,1.9409830467472489,[6.0],4.33,4.33,4.33,Octahedron,"2d, 1b",1,6.0,Bi,0.0,True
mp-1224654,GdTiNbBi2O9,2.309494445778458,0.2345822885399962,[6.0],3.0,3.0,3.0,Pentagonal pyramid,2a,1,6.0,Bi,0.0,True
mp-1224998,GaBi3Sb2O11,1.950470906120796,0.5761854819840043,"[8.0, 9.0]",3.0,3.0,3.0,"Cube, Tricapped triangular prism (three square-face caps)",2a,2,8.0,Bi,0.0,True
mp-1224998,GaBi3Sb2O11,1.950470906120796,0.5761854819840043,"[8.0, 9.0]",3.0,3.0,3.0,"Cube, Tricapped triangular prism (three square-face caps)",2a,2,9.0,Bi,0.0,True
mp-1225148,GdFe4(BiO4)3,1.6028121715679735,0.9613906123096594,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,"1a, 1b",1,8.0,Bi,0.0,True
mp-1225332,DyBiRu2O7,1.861450483222281,0.6034556426821409,[8.0],3.0,3.0,3.0,Cube,2d,1,8.0,Bi,0.0,True
mp-1225336,Dy3Bi(Ru2O7)2,1.9234557970887267,0.5378951157268869,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,Bi,0.0,True
mp-1225388,DyBi3(Ru2O7)2,1.7989029774758438,0.6804410423954239,[8.0],3.0,3.0,3.0,Cube,3e,1,8.0,Bi,0.0,True
mp-1225394,EuTiNbBi2O9,1.9364509709237496,0.7735952475860364,"[6.0, 7.0]",3.0,3.0,3.0,Square-face capped trigonal prism,2a,1,6.0,Bi,0.0,True
mp-1225394,EuTiNbBi2O9,1.9364509709237496,0.7735952475860364,"[6.0, 7.0]",3.0,3.0,3.0,Square-face capped trigonal prism,2a,1,7.0,Bi,0.0,True
mp-1225422,Fe5Bi4O13F,1.6797906597899648,1.2472577795557622,[5.0],3.0,3.0,3.0,Square pyramid,8g,1,5.0,Bi,0.0,True
mp-1225851,Cu2Bi3Sb3O14,2.3092122012263343,0.1881215597032069,[8.0],3.0,3.0,3.0,Cube,3e,1,8.0,Bi,0.0,True
mp-1226955,Cd5Bi6(Cl3O2)4,2.314603662066193,-0.0366784079167334,"[4.0, 4.0]",3.0,3.0,3.0,Trigonal prism,"2i, 4l",1,4.0,Bi,0.0,True
mp-1226955,Cd5Bi6(Cl3O2)4,2.314603662066193,-0.0366784079167334,"[4.0, 4.0]",3.0,3.0,3.0,Trigonal prism,"2i, 4l",1,4.0,Bi,0.0,True
mp-1227107,CaGaBiB2O7,2.5583252064552475,-0.0729738226060523,[8.0],3.0,3.0,3.0,Square antiprism,2d,1,8.0,Bi,0.0,True
mp-1227157,Ca5Bi6(Cl3O2)4,2.3006103737773564,-0.008384814963604,"[4.0, 4.0]",3.0,3.0,3.0,"Pentagonal plane, Trigonal prism","2i, 4l",2,4.0,Bi,0.0,True
mp-1227157,Ca5Bi6(Cl3O2)4,2.3006103737773564,-0.008384814963604,"[4.0, 4.0]",3.0,3.0,3.0,"Pentagonal plane, Trigonal prism","2i, 4l",2,4.0,Bi,0.0,True
mp-1227209,CaMnFeBiO6,1.4262677915241349,1.10704212933226,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2a,1,8.0,Bi,0.0,True
mp-1227462,BiTeO4,2.173049001249932,0.1949726127434592,"[6.0, 8.0]",2.0,2.0,2.0,"Trigonal prism, Square antiprism","1a, 1b, 2c",2,6.0,Bi,0.0,True
mp-1227462,BiTeO4,2.173049001249932,0.1949726127434592,"[6.0, 8.0]",2.0,2.0,2.0,"Trigonal prism, Square antiprism","1a, 1b, 2c",2,8.0,Bi,0.0,True
mp-1227497,Bi2Pd3PtO8,3.028614432955934,-0.4644021084693521,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,2i,1,7.0,Bi,0.0,True
mp-1227513,BaTiFe3(BiO4)3,2.895703686381168,-0.6722983152586377,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Bi,0.0,True
mp-1227532,BaSrLuBiO6,2.1616997805627056,-0.1222370378888976,[6.0],5.0,5.0,5.0,Octahedron,2a,1,6.0,Bi,0.0,True
mp-1227556,BiSbWO6,2.008258121863875,0.5754950724640455,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,2c,1,7.0,Bi,0.0,True
mp-1227566,Bi3PbWClO8,1.8721074902589887,0.7596486225220269,"[4.0, 8.0]",3.0,3.0,3.0,"Square non-coplanar, Cuboctahedron","1a, 1b",2,4.0,Bi,0.0,True
mp-1227566,Bi3PbWClO8,1.8721074902589887,0.7596486225220269,"[4.0, 8.0]",3.0,3.0,3.0,"Square non-coplanar, Cuboctahedron","1a, 1b",2,8.0,Bi,0.0,True
mp-1227572,Ca2HoMn4BiO12,1.827198044743157,0.6902331199114873,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1b,1,8.0,Bi,0.0,True
mp-1227592,Bi3PbWClO8,1.7060282932752675,0.888387297969578,"[4.0, 8.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square antiprism","1a, 1b",2,4.0,Bi,0.0,True
mp-1227592,Bi3PbWClO8,1.7060282932752675,0.888387297969578,"[4.0, 8.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square antiprism","1a, 1b",2,8.0,Bi,0.0,True
mp-1227621,Ca4Bi6O13,2.057160045307913,0.508201606030051,"[3.0, 5.0, 6.0]",3.0,3.0,3.0,"Triangular non-coplanar, Square pyramid, Octahedron","1a, 1b, 2c",3,3.0,Bi,0.0,True
mp-1227621,Ca4Bi6O13,2.057160045307913,0.508201606030051,"[3.0, 5.0, 6.0]",3.0,3.0,3.0,"Triangular non-coplanar, Square pyramid, Octahedron","1a, 1b, 2c",3,5.0,Bi,0.0,True
mp-1227621,Ca4Bi6O13,2.057160045307913,0.508201606030051,"[3.0, 5.0, 6.0]",3.0,3.0,3.0,"Triangular non-coplanar, Square pyramid, Octahedron","1a, 1b, 2c",3,6.0,Bi,0.0,True
mp-1227635,CeBi2(Rh2O5)3,2.352647639794385,0.0620107075702476,[7.0],3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square-face capped trigonal prism","1b, 2c",2,7.0,Bi,0.0,True
mp-1227641,Bi10Te2Br4O17,2.1525770188287305,0.2997273392376488,"[10.0, 4.0, 4.0, 8.0]",3.0,3.0,3.0,"Cube, Bicapped square prism (opposite faces), Square non-coplanar","1a, 2b",3,10.0,Bi,0.0,True
mp-1227641,Bi10Te2Br4O17,2.1525770188287305,0.2997273392376488,"[10.0, 4.0, 4.0, 8.0]",3.0,3.0,3.0,"Cube, Bicapped square prism (opposite faces), Square non-coplanar","1a, 2b",3,4.0,Bi,0.0,True
mp-1227641,Bi10Te2Br4O17,2.1525770188287305,0.2997273392376488,"[10.0, 4.0, 4.0, 8.0]",3.0,3.0,3.0,"Cube, Bicapped square prism (opposite faces), Square non-coplanar","1a, 2b",3,4.0,Bi,0.0,True
mp-1227641,Bi10Te2Br4O17,2.1525770188287305,0.2997273392376488,"[10.0, 4.0, 4.0, 8.0]",3.0,3.0,3.0,"Cube, Bicapped square prism (opposite faces), Square non-coplanar","1a, 2b",3,8.0,Bi,0.0,True
mp-1227670,Bi10Te2I4O17,2.041942116874016,0.4641023380631024,"[4.0, 9.0]",3.0,3.0,3.0,"Square-face capped square prism, Square non-coplanar, Square pyramid","1a, 1b, 4f",3,4.0,Bi,0.0,True
mp-1227670,Bi10Te2I4O17,2.041942116874016,0.4641023380631024,"[4.0, 9.0]",3.0,3.0,3.0,"Square-face capped square prism, Square non-coplanar, Square pyramid","1a, 1b, 4f",3,9.0,Bi,0.0,True
mp-1227674,Bi3Sb5Pb4O21,1.5137634626139262,1.1774139606726464,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,1a,1,7.0,Bi,0.0,True
mp-1227677,BaSrBiSbO6,1.9188202928395963,0.6233486505519223,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Bi,0.0,True
mp-1227724,Ca3Mn4BiO12,1.5279245459847206,0.6867672538909956,[8.0],2.0,2.0,2.0,Square-face bicapped trigonal prism,1a,1,8.0,Bi,0.0,True
mp-1227748,BaSr3Lu2(BiO6)2,2.1138993368665444,0.1521443792346009,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Bi,0.0,True
mp-1227907,Ca2Ti5(Bi2O9)2,1.384883761063665,1.482579381268825,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4b,1,7.0,Bi,0.0,True
mp-1228070,Bi5(PO5)3,2.028666855309477,0.5277926764885522,"[5.0, 6.0, 8.0]",3.0,3.0,3.0,"Trigonal prism, Square-face capped trigonal prism, Square pyramid, Cube, Bicapped octahedron (cap faces with one atom in common), Square antiprism",2i,6,5.0,Bi,0.0,True
mp-1228070,Bi5(PO5)3,2.028666855309477,0.5277926764885522,"[5.0, 6.0, 8.0]",3.0,3.0,3.0,"Trigonal prism, Square-face capped trigonal prism, Square pyramid, Cube, Bicapped octahedron (cap faces with one atom in common), Square antiprism",2i,6,6.0,Bi,0.0,True
mp-1228070,Bi5(PO5)3,2.028666855309477,0.5277926764885522,"[5.0, 6.0, 8.0]",3.0,3.0,3.0,"Trigonal prism, Square-face capped trigonal prism, Square pyramid, Cube, Bicapped octahedron (cap faces with one atom in common), Square antiprism",2i,6,8.0,Bi,0.0,True
mp-1228122,Ba6Bi2(TeO6)3,1.7470926722054605,0.8136045888370458,[6.0],3.0,3.0,3.0,Octahedron,2i,1,6.0,Bi,0.0,True
mp-1228201,Ba4Sr2Lu3(BiO6)3,2.128439489112267,0.0618552563675677,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Bi,0.0,True
mp-1228228,Al7Cr(Bi2O9)2,0.54231701606558,2.7754156267830483,[6.0],3.0,3.0,3.0,Octahedron,2e,1,6.0,Bi,0.0,True
mp-1228277,Ba3CaBi2O9,1.9310164413678368,1.1108292737740897,[6.0],5.0,5.0,5.0,Octahedron,"1a, 2i, 1d",1,6.0,Bi,0.0,True
mp-1228299,Ba3Bi2RuO9,1.9335164858113136,0.4912812050832295,[6.0],3.0,3.0,3.0,Octahedron,"1a, 2i, 1c",1,6.0,Bi,0.0,True
mp-1228338,Ba4Bi3PbO12,2.204667038976296,0.0544628838009166,[6.0],4.0,4.0,4.0,Octahedron,"1a, 2i",1,6.0,Bi,0.0,True
mp-1228361,Ba3BiIrRuO9,2.410768104480145,-0.1367129370750995,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Bi,0.0,True
mp-1228435,Ba3Bi2PbO9,2.2365141348511406,-0.0641496940579618,[6.0],4.0,4.0,4.0,Octahedron,"1a, 2i, 1c",1,6.0,Bi,0.0,True
mp-1228534,Bi13Mo6(AsO14)3,2.133393239866036,0.4081581669663897,"[6.0, 8.0]",3.0,3.0,3.0,no_data,no_data,1,6.0,Bi,0.0,True
mp-1228534,Bi13Mo6(AsO14)3,2.133393239866036,0.4081581669663897,"[6.0, 8.0]",3.0,3.0,3.0,no_data,no_data,1,8.0,Bi,0.0,True
mp-1228575,Ba2Ga11BiO20,2.201116535837456,0.678000926625556,[3.0],3.0,3.0,3.0,Square pyramid,1a,1,3.0,Bi,0.0,True
