CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
3.0,54,51,3.0,1.0,s_avg ≤ 1,3+:1.0000
4.0,129,111,2.9844961240310077,0.7461240310077519,s_avg ≤ 1,1+:0.0078; 3+:0.9922
5.0,137,134,3.0437956204379564,0.6087591240875913,s_avg ≤ 1,3+:0.9708; 4+:0.0146; 5+:0.0146
6.0,342,341,3.5964912280701755,0.5994152046783626,s_avg ≤ 1,2+:0.0058; 3+:0.6725; 4+:0.0409; 5+:0.2807
7.0,172,170,3.046511627906977,0.4352159468438538,s_avg ≤ 1,3+:0.9651; 4+:0.0233; 5+:0.0116
8.0,238,238,2.9873949579831933,0.3734243697478991,s_avg ≤ 1,2+:0.0126; 3+:0.9874
9.0,24,24,3.0,0.3333333333333333,s_avg ≤ 1,3+:1.0000
