CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
0.0,15,15,4.0,inf,s_avg > 1,4+:1.0000
1.0,33,33,4.0,4.0,s_avg > 1,4+:1.0000
2.0,34,34,4.0,2.0,s_avg > 1,4+:1.0000
3.0,36,36,4.0,1.3333333333333333,s_avg > 1,4+:1.0000
4.0,16,16,4.0,1.0,s_avg ≤ 1,4+:1.0000
5.0,7,7,4.0,0.8,s_avg ≤ 1,4+:1.0000
6.0,356,356,4.0,0.6666666666666666,s_avg ≤ 1,4+:1.0000
7.0,15,15,4.0,0.5714285714285714,s_avg ≤ 1,4+:1.0000
8.0,7,7,4.0,0.5,s_avg ≤ 1,4+:1.0000
