material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Hf_wyckoff,num_Hf_chemenvs,CN,element,charge_range,is_single_charge
mp-776213,Hf2N2O,1.888552029375438,0.4508661804827484,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-776214,Hf2N2O,1.8756329594303751,0.4644307397207342,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-776214,Hf2N2O,1.8756329594303751,0.4644307397207342,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-776214,Hf2N2O,1.8756329594303751,0.4644307397207342,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-776225,Hf2N2O,1.8527658903521949,0.5077431855642132,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-776225,Hf2N2O,1.8527658903521949,0.5077431855642132,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-776225,Hf2N2O,1.8527658903521949,0.5077431855642132,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-776226,Hf2N2O,2.0374240936927075,0.22738808591917,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-776226,Hf2N2O,2.0374240936927075,0.22738808591917,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-776226,Hf2N2O,2.0374240936927075,0.22738808591917,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-776259,Hf2N2O,1.9832225659051457,0.3081044399174428,"[2.0, 1.0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-776259,Hf2N2O,1.9832225659051457,0.3081044399174428,"[2.0, 1.0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-776259,Hf2N2O,1.9832225659051457,0.3081044399174428,"[2.0, 1.0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-776259,Hf2N2O,1.9832225659051457,0.3081044399174428,"[2.0, 1.0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,4.0,Hf,0.0,True
mp-779001,Sr4Hf3O10,2.0529111673494693,0.0425823976177234,[6.0],4.0,4.0,4.0,Octahedron,"2a, 4d",1,6.0,Hf,0.0,True
mp-779517,Sr3Hf2O7,2.0825517121800123,-0.0103371486730753,[6.0],4.0,4.0,4.0,Octahedron,2e,1,6.0,Hf,0.0,True
mp-779519,Ba4Hf3O10,1.9990523178094937,0.2730253838054249,[6.0],4.0,4.0,4.0,Octahedron,"2a, 4d",1,6.0,Hf,0.0,True
mp-779738,Hf2N2O,1.881471457244976,0.4565422384829586,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-779738,Hf2N2O,1.881471457244976,0.4565422384829586,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-779738,Hf2N2O,1.881471457244976,0.4565422384829586,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,0.0,Hf,0.0,True
mp-779738,Hf2N2O,1.881471457244976,0.4565422384829586,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-779739,Hf2N2O,1.978384633077443,0.3194357359259722,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-779739,Hf2N2O,1.978384633077443,0.3194357359259722,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-779739,Hf2N2O,1.978384633077443,0.3194357359259722,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-779833,Hf2N2O,1.826627300824447,0.5375613222568106,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-779833,Hf2N2O,1.826627300824447,0.5375613222568106,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-779833,Hf2N2O,1.826627300824447,0.5375613222568106,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,0.0,Hf,0.0,True
mp-779833,Hf2N2O,1.826627300824447,0.5375613222568106,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-779837,Hf2N2O,1.8843845131600696,0.4542019665231749,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-779837,Hf2N2O,1.8843845131600696,0.4542019665231749,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-779837,Hf2N2O,1.8843845131600696,0.4542019665231749,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-779863,Hf2N2O,1.854399065228145,0.502587963214568,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-779863,Hf2N2O,1.854399065228145,0.502587963214568,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-779863,Hf2N2O,1.854399065228145,0.502587963214568,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,0.0,Hf,0.0,True
mp-779863,Hf2N2O,1.854399065228145,0.502587963214568,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-779863,Hf2N2O,1.854399065228145,0.502587963214568,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,4.0,Hf,0.0,True
mp-779864,Hf2N2O,1.9615255539224492,0.3314146227026305,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-779864,Hf2N2O,1.9615255539224492,0.3314146227026305,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-779864,Hf2N2O,1.9615255539224492,0.3314146227026305,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-779973,Hf2N2O,1.7570672524808082,0.6421891584630026,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-779973,Hf2N2O,1.7570672524808082,0.6421891584630026,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-779973,Hf2N2O,1.7570672524808082,0.6421891584630026,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,0.0,Hf,0.0,True
mp-779973,Hf2N2O,1.7570672524808082,0.6421891584630026,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-779974,Hf2N2O,1.7712739025548268,0.6231184558594274,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-779974,Hf2N2O,1.7712739025548268,0.6231184558594274,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-779974,Hf2N2O,1.7712739025548268,0.6231184558594274,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,0.0,Hf,0.0,True
mp-779974,Hf2N2O,1.7712739025548268,0.6231184558594274,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-779975,Hf2N2O,2.0120526009097817,0.2673398930209544,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-779975,Hf2N2O,2.0120526009097817,0.2673398930209544,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-779975,Hf2N2O,2.0120526009097817,0.2673398930209544,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-779979,Hf2N2O,2.0630310705801365,0.1987878880372607,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-779979,Hf2N2O,2.0630310705801365,0.1987878880372607,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-779979,Hf2N2O,2.0630310705801365,0.1987878880372607,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,0.0,Hf,0.0,True
mp-779979,Hf2N2O,2.0630310705801365,0.1987878880372607,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-779980,Hf2N2O,1.8842234070533737,0.4579303923342893,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-779980,Hf2N2O,1.8842234070533737,0.4579303923342893,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-779980,Hf2N2O,1.8842234070533737,0.4579303923342893,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,0.0,Hf,0.0,True
mp-779980,Hf2N2O,1.8842234070533737,0.4579303923342893,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-779980,Hf2N2O,1.8842234070533737,0.4579303923342893,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,4.0,Hf,0.0,True
mp-779982,Hf2N2O,1.9873675708948937,0.2964464401936872,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-779982,Hf2N2O,1.9873675708948937,0.2964464401936872,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-779982,Hf2N2O,1.9873675708948937,0.2964464401936872,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,0.0,Hf,0.0,True
mp-779982,Hf2N2O,1.9873675708948937,0.2964464401936872,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-780060,Hf2N2O,1.7460430375770524,0.6637568615621326,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-780060,Hf2N2O,1.7460430375770524,0.6637568615621326,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-780060,Hf2N2O,1.7460430375770524,0.6637568615621326,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,0.0,Hf,0.0,True
mp-780060,Hf2N2O,1.7460430375770524,0.6637568615621326,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-780061,Hf2N2O,1.9187913305705124,0.381990132843334,"[2.0, 1.0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-780061,Hf2N2O,1.9187913305705124,0.381990132843334,"[2.0, 1.0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-780061,Hf2N2O,1.9187913305705124,0.381990132843334,"[2.0, 1.0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-780061,Hf2N2O,1.9187913305705124,0.381990132843334,"[2.0, 1.0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,4.0,Hf,0.0,True
mp-780075,Hf2N2O,2.105992565047277,0.1465572283703664,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-780075,Hf2N2O,2.105992565047277,0.1465572283703664,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-780075,Hf2N2O,2.105992565047277,0.1465572283703664,"[2.0, 1.0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-780230,Hf2N2O,1.8412978045179815,0.5279227663710027,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-780230,Hf2N2O,1.8412978045179815,0.5279227663710027,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-780230,Hf2N2O,1.8412978045179815,0.5279227663710027,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,0.0,Hf,0.0,True
mp-780230,Hf2N2O,1.8412978045179815,0.5279227663710027,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-780230,Hf2N2O,1.8412978045179815,0.5279227663710027,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,4.0,Hf,0.0,True
mp-780231,Hf2N2O,1.9898643476557492,0.3039146396165596,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-780231,Hf2N2O,1.9898643476557492,0.3039146396165596,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-780231,Hf2N2O,1.9898643476557492,0.3039146396165596,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,0.0,Hf,0.0,True
mp-780231,Hf2N2O,1.9898643476557492,0.3039146396165596,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-780231,Hf2N2O,1.9898643476557492,0.3039146396165596,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,4.0,Hf,0.0,True
mp-780232,Hf2N2O,1.8453351483760063,0.5153855464369292,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-780232,Hf2N2O,1.8453351483760063,0.5153855464369292,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-780232,Hf2N2O,1.8453351483760063,0.5153855464369292,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,0.0,Hf,0.0,True
mp-780232,Hf2N2O,1.8453351483760063,0.5153855464369292,"[2.0, 1.0, 0, 3.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-780234,Hf2N2O,1.8338821579861744,0.5341395883984812,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-780234,Hf2N2O,1.8338821579861744,0.5341395883984812,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-780234,Hf2N2O,1.8338821579861744,0.5341395883984812,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,0.0,Hf,0.0,True
mp-780234,Hf2N2O,1.8338821579861744,0.5341395883984812,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-780234,Hf2N2O,1.8338821579861744,0.5341395883984812,"[2.0, 1.0, 0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,4.0,Hf,0.0,True
mp-780274,Hf2N2O,1.9661754947814196,0.3303355456354124,"[2.0, 1.0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,2.0,Hf,0.0,True
mp-780274,Hf2N2O,1.9661754947814196,0.3303355456354124,"[2.0, 1.0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,1.0,Hf,0.0,True
mp-780274,Hf2N2O,1.9661754947814196,0.3303355456354124,"[2.0, 1.0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,3.0,Hf,0.0,True
mp-780274,Hf2N2O,1.9661754947814196,0.3303355456354124,"[2.0, 1.0, 3.0, 4.0]",4.0,4.0,4.0,"Trigonal prism, Octahedron",1a,2,4.0,Hf,0.0,True
mp-863749,Rb2Hf2O5,1.2322818930463408,3.620560104833237,[5.0],4.0,4.0,4.0,Square pyramid,2h,1,5.0,Hf,0.0,True
mp-865500,Na2Hf2O5,2.0284390378656,-0.0784242250061161,[5.0],4.0,4.0,4.0,Square pyramid,2h,1,5.0,Hf,0.0,True
mp-974482,K4Hf5O12,1.5475040634936226,1.3975719235400437,[6.0],4.0,4.0,4.0,"Trigonal prism, Octahedron","2d, 1a",2,6.0,Hf,0.0,True
