CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
0.0,15,15,1.8761685242387105,0.46986192648232467,4.0
1.0,33,33,1.9021898829299837,0.42949071018236784,4.0
2.0,34,34,1.902495195952935,0.42922951772155277,4.0
3.0,36,36,1.9014268082195054,0.43350868093947453,4.0
4.0,16,16,1.918925565807263,0.39861520481250595,4.0
5.0,7,7,1.8053761523761338,1.033968583564667,4.0
6.0,356,356,1.870918447452767,0.5046453610301453,4.0
7.0,15,15,1.8700026009697492,0.5420579519678811,4.0
8.0,7,7,1.9256010955002838,0.4364418396349808,4.0
