material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Hf_wyckoff,num_Hf_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-2713341,Hf2Si(SO6)2,1.9374272207185512,0.3310667769958992,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Hf,0.0,True,0,6,1.9082328630363095,2.2682364974129268,2.0997852207537373,0.14236662469643294,0.3600036343766173,37.40061102892996,14.385363855078866,16.18374078064548,61.7175062377894,6,1.0,1,Octahedron
mp-2713341,Hf2Si(SO6)2,1.9374272207185512,0.3310667769958992,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Hf,0.0,True,1,6,1.9082328628611949,2.268236497325012,2.099785212689986,0.14236661780122342,0.36000363446381733,62.48928674847718,27.863586215234317,21.95045999764301,119.0114454493082,6,1.0,2,Octahedron
mp-2713341,Hf2Si(SO6)2,1.9374272207185512,0.3310667769958992,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Hf,0.0,True,2,6,1.906396767212075,2.2683726561166595,2.0985723972120542,0.14131078473046138,0.36197588890458454,62.37249960847338,27.820401927578434,21.854456159709883,118.88336403333759,6,1.0,3,Octahedron
mp-2713341,Hf2Si(SO6)2,1.9374272207185512,0.3310667769958992,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Hf,0.0,True,3,6,1.9063967219320184,2.2683726991316013,2.09857239765259,0.14131079002740915,0.36197597719958297,62.57882924100885,27.42397054688126,21.82404477994976,115.56364644293822,6,1.0,4,Octahedron
mp-2713341,Hf2Si(SO6)2,1.9374272207185512,0.3310667769958992,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Hf,0.0,True,4,6,1.9672340495871663,2.184982976265022,2.0819135738677317,0.08322356523378739,0.21774892667785561,107.66494095264062,35.35604991240984,87.99135771430642,179.27755112339034,6,1.0,5,Octahedron
mp-2713341,Hf2Si(SO6)2,1.9374272207185512,0.3310667769958992,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Hf,0.0,True,5,6,1.9672341225629422,2.184983004825403,2.081913572222418,0.08322356821542617,0.21774888226246092,107.66494038829084,35.35604886318035,87.99135720968064,179.27754859876012,6,1.0,6,Octahedron
mp-2713341,Hf2Si(SO6)2,1.9374272207185512,0.3310667769958992,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Hf,0.0,True,6,6,1.9037634057058501,2.2545373651205294,2.098654586410032,0.14169037585485897,0.35077395941467926,52.67783559072993,26.438569512911023,7.717546309633427,94.04990009778238,6,1.0,7,Octahedron
mp-2713341,Hf2Si(SO6)2,1.9374272207185512,0.3310667769958992,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Hf,0.0,True,7,6,1.9037633351583023,2.254537364636953,2.0986545746703205,0.14169039204402026,0.3507740294786508,106.23869950766576,32.99274273222159,83.33893686619201,173.2155018744174,6,1.0,8,Octahedron
mp-2713341,Hf2Si(SO6)2,1.9374272207185512,0.3310667769958992,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Hf,0.0,True,8,6,1.9625986105107072,2.1851184433463584,2.0821978664243503,0.08705113192094634,0.22251983283565124,52.834251126635806,26.49984311304787,7.642869847505192,91.72152254603189,6,1.0,9,Octahedron
mp-2713341,Hf2Si(SO6)2,1.9374272207185512,0.3310667769958992,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Hf,0.0,True,9,6,1.9625986973688687,2.1851182974073016,2.082197864879196,0.08705110805474321,0.22251960003843285,107.62609657658095,35.28600562375129,88.28276402514632,179.34228360622095,6,1.0,10,Octahedron
mp-2713341,Hf2Si(SO6)2,1.9374272207185512,0.3310667769958992,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Hf,0.0,True,10,6,1.964050968069012,2.1735759180314136,2.081366080896075,0.08533037425083011,0.20952494996240167,107.6753950387722,35.37409852044907,88.48779540077011,179.26749401259892,6,1.0,11,Octahedron
mp-2713341,Hf2Si(SO6)2,1.9374272207185512,0.3310667769958992,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Hf,0.0,True,11,6,1.9640509677047222,2.173575918572186,2.081366068866858,0.08533036375834818,0.2095249508674637,107.67539498496969,35.37409841886468,88.48779421487949,179.26749401304374,6,1.0,12,Octahedron
mp-2713342,HfZrP2SO12,1.9599069293977784,0.2652190672915939,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,0,6,2.030567360347829,2.1427694908990023,2.071713700927171,0.039047023499240906,0.11220213055117334,60.59367293061214,26.90072172225526,21.117844315971144,113.77974832583712,6,1.0,1,Octahedron
mp-2713342,HfZrP2SO12,1.9599069293977784,0.2652190672915939,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,1,6,2.027421065433757,2.150093082384716,2.0696249169302274,0.041062513989962704,0.12267201695095897,107.67410960458345,35.36502765135495,88.12462220323077,179.23702499361613,6,1.0,2,Octahedron
mp-2713342,HfZrP2SO12,1.9599069293977784,0.2652190672915939,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,2,6,1.9918086311475094,2.221046062819534,2.0767310478166032,0.08645428808432878,0.22923743167202448,53.36156901259279,26.817421560113655,7.581151853898041,94.25664014490148,6,1.0,3,Octahedron
mp-2713342,HfZrP2SO12,1.9599069293977784,0.2652190672915939,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,3,6,2.0309218237934488,2.1543218153301105,2.073298143517206,0.04218529139321726,0.1233999915366617,53.09599479589507,26.648880014916607,7.586895459188508,91.74238047917913,6,1.0,4,Octahedron
mp-2713342,HfZrP2SO12,1.9599069293977784,0.2652190672915939,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,4,6,2.024950806647457,2.1390633558805834,2.0655324331234914,0.0384937687809031,0.11411254923312653,107.68660168830841,35.390738140665405,88.51869316447961,178.9596871047287,6,1.0,5,Octahedron
mp-2713342,HfZrP2SO12,1.9599069293977784,0.2652190672915939,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,5,6,1.988537376669188,2.2267674679966545,2.075355528003811,0.08662928589902934,0.23823009132746642,106.80801687948082,33.8623826013743,84.75863352845933,175.60496830434073,6,1.0,6,Octahedron
mp-2713401,NaHfZr(PO4)3,1.962471031031751,0.2566243336771219,[6.0],4.0,4.0,4.0,Octahedron,"1b, 1c, 1a",1,6.0,Hf,0.0,True,6,6,2.05470158121389,2.0795039666372106,2.0671027713227335,0.012401168795816112,0.024802385423320583,60.78565165251707,26.60159231287322,21.419754090506736,113.21235348674051,6,1.0,1,Octahedron
mp-2713401,NaHfZr(PO4)3,1.962471031031751,0.2566243336771219,[6.0],4.0,4.0,4.0,Octahedron,"1b, 1c, 1a",1,6.0,Hf,0.0,True,7,6,2.0491802914500443,2.0837345851487146,2.0664574581414166,0.017277111708042858,0.034554293698670246,60.69150767093832,26.764174980747168,21.530381904305084,112.73847180242382,6,1.0,2,Octahedron
mp-2713401,NaHfZr(PO4)3,1.962471031031751,0.2566243336771219,[6.0],4.0,4.0,4.0,Octahedron,"1b, 1c, 1a",1,6.0,Hf,0.0,True,8,6,2.053704362918669,2.0863937428374917,2.0700491534606584,0.016340912031472837,0.03268937991882259,106.97594876153626,34.17050186438905,84.4694264600917,175.08041272133005,6,1.0,3,Octahedron
mp-2713401,NaHfZr(PO4)3,1.962471031031751,0.2566243336771219,[6.0],4.0,4.0,4.0,Octahedron,"1b, 1c, 1a",1,6.0,Hf,0.0,True,9,6,2.047122623458945,2.084396319483475,2.065759521739207,0.018633550175966976,0.037273696024530345,49.56244652971268,24.86493787293022,7.540311024329867,85.41244104716971,6,1.0,4,Octahedron
mp-2713401,NaHfZr(PO4)3,1.962471031031751,0.2566243336771219,[6.0],4.0,4.0,4.0,Octahedron,"1b, 1c, 1a",1,6.0,Hf,0.0,True,10,6,2.0510359514120537,2.085424477093443,2.0682302614870514,0.017190999993735648,0.03438852568138939,49.293497031357,24.704683791285547,7.582447348349143,84.95521852098322,6,1.0,5,Octahedron
mp-2713401,NaHfZr(PO4)3,1.962471031031751,0.2566243336771219,[6.0],4.0,4.0,4.0,Octahedron,"1b, 1c, 1a",1,6.0,Hf,0.0,True,11,6,2.050028639498606,2.079089478443085,2.0645591589885353,0.014526633140785228,0.029060838944479084,106.97634213380297,34.15490344351249,84.87364766690418,175.08288968161946,6,1.0,6,Octahedron
mp-2713402,HfSiGe(SO6)2,1.945288455034547,0.2662425846129588,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,0,6,1.9003626077723887,2.2089642393540787,2.0694851443918254,0.11642555990111969,0.30860163158168996,63.60790148536497,28.950697219107525,22.831612695291785,121.12586319233583,6,1.0,1,Octahedron
mp-2713402,HfSiGe(SO6)2,1.945288455034547,0.2662425846129588,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,1,6,1.9467452663485638,2.135919213475493,2.0583714176304646,0.07034293415435364,0.18917394712692936,107.0789462205491,34.29791530123173,86.39799735748582,176.93812683847057,6,1.0,2,Octahedron
mp-2713402,HfSiGe(SO6)2,1.945288455034547,0.2662425846129588,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,2,6,1.905543672239914,2.242135020283884,2.084553693656996,0.13299692340939032,0.3365913480439702,50.18653810612345,25.033543731662704,7.980117084659238,90.75308416835759,6,1.0,3,Octahedron
mp-2713402,HfSiGe(SO6)2,1.945288455034547,0.2662425846129588,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,3,6,1.9451554924461985,2.1520370285438637,2.0623112873879093,0.07805599755948678,0.20688153609766524,52.366100538516804,26.30186889779293,7.554554292584332,90.88640908245652,6,1.0,4,Octahedron
mp-2713402,HfSiGe(SO6)2,1.945288455034547,0.2662425846129588,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,4,6,1.9681375685323008,2.184203622150947,2.0713841960796096,0.08099315711475498,0.21606605361864606,107.14170321159003,34.400214237057796,86.39704763226885,176.3545207238744,6,1.0,5,Octahedron
mp-2713402,HfSiGe(SO6)2,1.945288455034547,0.2662425846129588,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,5,6,1.9497309678931851,2.136677718785129,2.063771137669546,0.07541349423316067,0.1869467508919438,107.2631975798081,34.650693726769624,83.57837856461258,177.58919408178002,6,1.0,6,Octahedron
mp-2713403,Na5HfNb3(SiO4)6,1.8379820600356669,0.5792319305481851,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,15,6,1.9864372200025109,2.160368457286262,2.0731612712762066,0.058924153276318676,0.17393123728375093,61.774420855667614,27.529134403488168,20.874708015545146,114.60233068997775,6,1.0,1,Octahedron
mp-2713403,Na5HfNb3(SiO4)6,1.8379820600356669,0.5792319305481851,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,16,6,1.9846389699322204,2.1662157255460297,2.0792938565417365,0.05590702517763275,0.18157675561380926,105.7213913867228,32.3407627666628,81.33239028397941,173.83071033134593,6,1.0,2,Octahedron
mp-2713403,Na5HfNb3(SiO4)6,1.8379820600356669,0.5792319305481851,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,17,6,2.004294290320371,2.133297082228317,2.072029929144336,0.042374787284922104,0.12900279190794572,105.48966254378796,32.00689272913679,81.20983045964246,172.18269189809334,6,1.0,3,Octahedron
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,30,6,2.017669084970343,2.101959686290204,2.0602376039753008,0.03630139545541741,0.08429060131986121,38.00354106310606,17.047290496885115,9.488694341249978,62.298840350393576,6,1.0,1,Octahedron
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,31,6,2.043946402778537,2.0732006848387132,2.057911918730737,0.010431705107943556,0.02925428206017644,64.69572745424638,31.98573396922182,10.056083853570897,111.95025111071807,6,1.0,2,Octahedron
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,32,6,2.042510096460337,2.074038509140108,2.057723267697482,0.011330489436638268,0.03152841267977102,56.86424779217037,26.318513524396185,19.4483185160496,92.11182525955812,6,1.0,3,Octahedron
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,33,6,2.021069287554564,2.1342291589510647,2.0747614803527705,0.04700092366526158,0.11315987139650074,59.77951330822625,31.257560210269705,11.657325323639773,114.63273470198082,6,1.0,4,Octahedron
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,34,6,2.025990944280978,2.1330830603069173,2.0752761676905354,0.04416741914601234,0.10709211602593927,63.969642093661726,34.41512946218886,11.248493315999276,118.79449840316703,6,1.0,5,Octahedron
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,35,6,2.0222152670269122,2.1240555436697486,2.077050032257698,0.04561161205646208,0.10184027664283635,63.332598856426735,31.68960276584811,10.016985381668498,110.46465074358846,6,1.0,6,Octahedron
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,36,6,2.0112135137553158,2.143213253691398,2.078025202771257,0.05757484728886642,0.13199973993608216,57.47809200631635,26.822529702658915,18.79832311654888,98.55156840055128,6,1.0,7,Octahedron
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,37,6,2.0714642883664274,2.0888136915048765,2.075238526506474,0.006145322244828703,0.017349403138449127,49.992109116450095,24.912260936351046,7.940587306725221,86.18511012899772,6,1.0,8,Octahedron
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,38,6,2.070217988857695,2.0803493090183016,2.074932035116413,0.00365013511844803,0.010131320160606805,49.96165435446708,24.89946759998885,7.9236695192346716,86.08165578308713,6,1.0,9,Octahedron
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,39,6,2.0322738292182603,2.1333756872092766,2.0745546298947493,0.03296233551950391,0.10110185799101634,106.67276969971013,33.64332910158275,82.76682097508403,175.5827187326873,6,1.0,10,Octahedron
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,40,6,2.0417470284910646,2.1181130100448975,2.0761810750098184,0.02473033195965749,0.0763659815538329,106.78560218407024,33.86949282355239,83.53102324204433,177.83483360724338,6,1.0,11,Octahedron
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,41,6,2.0271341693651452,2.109979013419932,2.071341831819584,0.029275894784039955,0.08284484405478665,106.59816118231332,33.55603147680325,81.90467376044023,174.49908109222568,6,1.0,12,Octahedron
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,42,6,2.0250890640076618,2.1216746684973704,2.074742041809033,0.03181775867333415,0.09658560448970865,106.5636967136923,33.52220232624692,81.85801246373876,174.75983393684626,6,1.0,13,Octahedron
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,43,6,2.0045035441055106,2.14441827807667,2.0749982422026942,0.05699749846936071,0.1399147339711595,106.1022692325616,32.82517646560776,80.20168766854964,172.64025718975037,6,1.0,14,Octahedron
mp-2713419,Na10Hf5Mg3(PO4)12,1.7982331520432164,0.6729143739416877,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,44,6,2.0042465712347135,2.144060211842548,2.07515376875024,0.05668017896577239,0.13981364060783452,106.09786147121832,32.819303859854,80.1992578718328,172.50907769074658,6,1.0,15,Octahedron
mp-2713420,HfSiSn(SO6)2,1.9449433903142137,0.2902360336240134,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,0,6,1.906215859889719,2.2489398679106904,2.088064145587168,0.1327607603929601,0.34272400802097147,63.0016150836231,28.16941774010457,22.155129251673447,119.88288709163545,6,1.0,1,Octahedron
mp-2713420,HfSiSn(SO6)2,1.9449433903142137,0.2902360336240134,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,1,6,1.9666216687058307,2.1499878392125,2.0717875887292467,0.07453865821765,0.18336617050666915,107.76023699154504,35.53105343052121,88.78863354792985,179.45370875795734,6,1.0,2,Octahedron
mp-2713420,HfSiSn(SO6)2,1.9449433903142137,0.2902360336240134,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,2,6,1.8962572186184523,2.259573177800801,2.093015038731477,0.1405815748954059,0.3633159591823485,52.18806308809988,26.202292900822442,7.659249072810777,93.43160049673448,6,1.0,3,Octahedron
mp-2713420,HfSiSn(SO6)2,1.9449433903142137,0.2902360336240134,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,3,6,1.9603742243708633,2.1705445092421156,2.0738830346016073,0.0824611709393101,0.21017028487125233,52.65041599301237,26.449489109676737,7.526668220065492,90.61382708679146,6,1.0,4,Octahedron
mp-2713420,HfSiSn(SO6)2,1.9449433903142137,0.2902360336240134,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,4,6,1.9608677871303941,2.1959549052000766,2.076092498749179,0.08640697283968765,0.23508711806968252,107.57690491564477,35.1848007254445,87.45813071225164,178.3911090408885,6,1.0,5,Octahedron
mp-2713420,HfSiSn(SO6)2,1.9449433903142137,0.2902360336240134,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,5,6,1.9561407787116163,2.14747948872367,2.0715577485957355,0.08186987770701042,0.19133871001205383,107.69316597541061,35.404000094856805,87.70263385596294,179.29152091428094,6,1.0,6,Octahedron
mp-2713424,Na2Hf4Si3(SO8)3,1.9105647300756696,0.4102081890131591,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,6,6,1.990448483286196,2.1868657787044916,2.0760008401004666,0.07406988951522837,0.19641729541829567,61.322963618122344,26.903051925645286,21.833776146968724,114.58556128682288,6,1.0,1,Octahedron
mp-2713424,Na2Hf4Si3(SO8)3,1.9105647300756696,0.4102081890131591,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,7,6,1.9057470786507673,2.3578528957650495,2.1046007040940298,0.1490571996565648,0.4521058171142822,62.46853921613999,27.663489292300476,23.024978148021667,115.26611206905154,6,1.0,2,Octahedron
mp-2713424,Na2Hf4Si3(SO8)3,1.9105647300756696,0.4102081890131591,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,8,6,1.9293888515169486,2.25328475482147,2.092102388348756,0.11756094019932783,0.32389590330452145,38.170220744267525,14.916063947555683,16.192041650547456,63.66924458437725,6,1.0,3,Octahedron
mp-2713424,Na2Hf4Si3(SO8)3,1.9105647300756696,0.4102081890131591,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,9,6,1.8892079702233175,2.361345928571287,2.110731101642396,0.16510717250249457,0.47213795834796946,36.26807451689355,13.762656269685868,16.980987007097543,58.13966496892047,6,1.0,4,Octahedron
mp-2713424,Na2Hf4Si3(SO8)3,1.9105647300756696,0.4102081890131591,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,10,6,1.9543259467208338,2.229855147259296,2.0858148522407842,0.10309897267634706,0.2755292005384622,106.21126845609591,33.01896117772593,80.65470928038981,174.42630228759947,6,1.0,5,Octahedron
mp-2713424,Na2Hf4Si3(SO8)3,1.9105647300756696,0.4102081890131591,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,11,6,1.9192578638731184,2.3531855102062975,2.0975904931822416,0.14771227722565095,0.43392764633317915,106.32927893591742,33.25250522453251,84.05639972470674,176.56043052960112,6,1.0,6,Octahedron
mp-2713424,Na2Hf4Si3(SO8)3,1.9105647300756696,0.4102081890131591,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,12,6,1.9506671633153296,2.1666379188696987,2.0801977274269134,0.07479069656675749,0.21597075555436906,49.586720882380874,24.8710104194714,7.574015599681718,86.71769926857007,6,1.0,7,Octahedron
mp-2713424,Na2Hf4Si3(SO8)3,1.9105647300756696,0.4102081890131591,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,13,6,1.9370429270702276,2.3137570022046163,2.0897918868005894,0.1278466798736847,0.3767140751343887,106.53481965980929,33.502161915159554,84.26973845693972,174.89625442753334,6,1.0,8,Octahedron
mp-2713424,Na2Hf4Si3(SO8)3,1.9105647300756696,0.4102081890131591,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,14,6,1.9102329118467347,2.2531863410487234,2.0942978275279427,0.12791352650395948,0.3429534292019887,50.94275178684984,25.631484906504507,7.659167718938613,90.28120109374689,6,1.0,9,Octahedron
mp-2713424,Na2Hf4Si3(SO8)3,1.9105647300756696,0.4102081890131591,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,15,6,1.9018701000036808,2.3690650348655353,2.1037067236003195,0.1511259762121323,0.4671949348618545,105.45120896612644,32.15480779841891,78.35157119081225,174.4769790116876,6,1.0,10,Octahedron
mp-2713424,Na2Hf4Si3(SO8)3,1.9105647300756696,0.4102081890131591,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,16,6,1.926991240763113,2.3509112454826617,2.1013442461069727,0.15894158125573613,0.4239200047195488,105.1377317444846,31.858990362670344,76.45084458684755,174.21959083482395,6,1.0,11,Octahedron
mp-2713424,Na2Hf4Si3(SO8)3,1.9105647300756696,0.4102081890131591,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,17,6,1.9340662836402,2.347777664679387,2.0970844957973056,0.1387913394771293,0.4137113810391868,106.35448353764878,33.22971593021026,84.55126042829671,174.80205188832034,6,1.0,12,Octahedron
mp-2713426,HfTiSi(SO6)2,1.953818108369683,0.2635610682980479,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,0,6,1.907929237714052,2.227700059587119,2.080775211502042,0.12085823868407033,0.3197708218730668,62.45403589465577,28.035865477395852,22.15718669002854,118.45811717758832,6,1.0,1,Octahedron
mp-2713426,HfTiSi(SO6)2,1.953818108369683,0.2635610682980479,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,1,6,1.9621319519017537,2.1714120900980904,2.0704690102105303,0.07301584034728269,0.20928013819633673,107.32746981436459,34.73999216705733,86.91137713432735,177.97781846657386,6,1.0,2,Octahedron
mp-2713426,HfTiSi(SO6)2,1.953818108369683,0.2635610682980479,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,2,6,1.9075366872959931,2.2242562824243,2.0844800620911688,0.1250117056544787,0.31671959512830683,51.55198948420332,25.807091055548202,7.889400042392399,91.92748576115295,6,1.0,3,Octahedron
mp-2713426,HfTiSi(SO6)2,1.953818108369683,0.2635610682980479,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,3,6,1.9520009579363928,2.1638050257970987,2.066732976529616,0.07848180456555609,0.21180406786070582,52.46393936124037,26.3127079908866,7.678632963820185,91.6567529066906,6,1.0,4,Octahedron
mp-2713426,HfTiSi(SO6)2,1.953818108369683,0.2635610682980479,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,4,6,1.978762906429161,2.169819774614112,2.0779892465984697,0.07168974772757078,0.19105686818495093,107.57782030883267,35.20267145857755,87.71116318640263,179.61233562321434,6,1.0,5,Octahedron
mp-2713426,HfTiSi(SO6)2,1.953818108369683,0.2635610682980479,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,5,6,1.9498946502070487,2.1715535687349625,2.073174037799038,0.08135359078625683,0.22165891852791386,107.4403977422029,34.94761861218678,86.09817138883999,178.48994656446493,6,1.0,6,Octahedron
mp-2713473,HfSnP2SO12,1.956051228782875,0.2509692695696274,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,0,6,2.0118355216031065,2.1355450144585357,2.05898069366931,0.040023725340751166,0.1237094928554292,60.86821046882218,26.92544912973513,21.414239219342523,113.36133339515669,6,1.0,1,Octahedron
mp-2713473,HfSnP2SO12,1.956051228782875,0.2509692695696274,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,1,6,2.0227675478782974,2.127428630483795,2.0599768667104232,0.036031686757568494,0.10466108260549767,107.79020282553779,35.590186250953366,88.94658009048281,179.56803753701362,6,1.0,2,Octahedron
mp-2713473,HfSnP2SO12,1.956051228782875,0.2509692695696274,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,2,6,1.978207653298645,2.214545301575188,2.0667953336294436,0.08596537584902993,0.23633764827654313,52.082817758717766,26.11106575223854,7.6820379885107775,92.0297947906628,6,1.0,3,Octahedron
mp-2713473,HfSnP2SO12,1.956051228782875,0.2509692695696274,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,3,6,2.017534574698872,2.1328270370315123,2.059570301947351,0.03982344207960018,0.11529246233264034,52.65879319962211,26.424158723251857,7.5940340675476214,90.93813181248008,6,1.0,4,Octahedron
mp-2713473,HfSnP2SO12,1.956051228782875,0.2509692695696274,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,4,6,2.024850133650092,2.128306755820669,2.0631516436650177,0.03477348443734654,0.10345662217057683,107.7679534792876,35.54417168142291,89.16207024894364,179.48403508710422,6,1.0,5,Octahedron
mp-2713473,HfSnP2SO12,1.956051228782875,0.2509692695696274,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Hf,0.0,True,5,6,1.9754779307146215,2.2076336150091196,2.0645358088098376,0.08415295921607256,0.23215568429449807,106.77096456032852,33.78737956123182,85.12219766524537,174.67004238404758,6,1.0,6,Octahedron
