CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
1.0,1,1,1.809491679552174,-0.2307749894280822,5.0
3.0,40,40,1.8067595221444013,0.5365081471099019,3.121
4.0,426,426,1.772180842398011,0.22279081886641702,4.973802816901409
5.0,7,7,1.8192944694269824,0.6509768412677582,4.428571428571429
6.0,32,32,1.7899743734878932,0.3689816375908475,4.921875
