CN,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean
1.0,4,1,1.8094461941244941,1.8094461941244941,0.0,1.0
3.0,162,40,1.763282386533719,1.8109656262015066,0.03726512861178691,0.9624724061810155
4.0,1751,426,1.700484409633329,1.7257576763014293,0.024231435935573,0.9185905224787363
5.0,24,7,1.7235713037965616,1.8704407556799338,0.2530649779529713,1.0
6.0,137,32,1.7906651128052324,1.912002133401818,0.1349116923788113,0.9951338199513383
