material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,As_wyckoff,num_As_chemenvs,CN,element,charge_range,is_single_charge
mp-1218606,Sr5As3O13,1.6376267821419208,-0.2766780469085824,[4.0],5.0,5.0,5.0,Tetrahedron,6c,1,4.0,As,0.0,True
mp-1219627,RbAs4(HO4)3,1.7803334662444743,0.3366565859958332,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron",1a,2,4.0,As,0.0,True
mp-1219627,RbAs4(HO4)3,1.7803334662444743,0.3366565859958332,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron",1a,2,6.0,As,0.0,True
mp-1220871,NaAs3(PbO3)4,1.7072781344206498,-0.0915041834570691,[4.0],5.0,5.0,5.0,Tetrahedron,6c,1,4.0,As,0.0,True
mp-1220973,Na5Fe3Ag2(As2O7)4,1.810911424741784,0.3749599962472897,[4.0],5.0,5.0,5.0,Tetrahedron,4f,1,4.0,As,0.0,True
mp-1221015,NaMoAsO6,1.877523416523458,0.6962538458707135,[4.0],5.0,5.0,5.0,Tetrahedron,4a,1,4.0,As,0.0,True
mp-1221302,Na2Zr4As3(PO8)3,1.7060762586504392,0.0153582169473287,[4.0],5.0,5.0,5.0,Tetrahedron,3d,1,4.0,As,0.0,True
mp-1221374,Na2MoAs2O9,1.799220887160627,0.3136782894144725,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-1221481,Na2Al3As9O28,1.800604829312071,0.3376967344547249,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron","1f, 2i",2,4.0,As,0.0,True
mp-1221481,Na2Al3As9O28,1.800604829312071,0.3376967344547249,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron","1f, 2i",2,6.0,As,0.0,True
mp-1221906,Mn2As2O7,1.733568290228852,0.1594043076517772,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-1222204,Na3As4H5O14,1.8067599432910355,0.3076549041599824,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron",4a,2,4.0,As,0.0,True
mp-1222204,Na3As4H5O14,1.8067599432910355,0.3076549041599824,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron",4a,2,6.0,As,0.0,True
mp-1222268,MgAsH16NO10,1.7264707718583765,0.0032084775709645,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-1222345,LiNiAsO4,1.9401611744952152,0.9052909120630864,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-1222380,LiCoAsO4,1.8869587665681995,0.6530018046085084,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,As,0.0,True
mp-1222715,Li2Ti2AsPO10,1.7400773551137223,0.1226399833742006,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-1222872,Li2Zr4As3(PO8)3,1.7221838673594103,0.0831110363232149,[4.0],5.0,5.0,5.0,Tetrahedron,3d,1,4.0,As,0.0,True
mp-1223319,Li3U7(AsO7)5,1.7296484547213895,0.044713330174166,[4.0],5.0,5.0,5.0,Tetrahedron,"1d, 1a, 1c, 1b",1,4.0,As,0.0,True
mp-1223358,Mn26As18CO57,1.8078550089357652,0.3064709094300807,[3.0],3.0,3.0,3.0,Triangular non-coplanar,3d,1,3.0,As,0.0,True
mp-1223401,KNb4AsO13,1.7505073862951277,0.1319669025634267,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-1223483,KNaAs6(PbO3)8,1.7010368469852115,-0.1200852377285936,[4.0],5.0,5.0,5.0,Tetrahedron,3d,1,4.0,As,0.0,True
mp-1223531,KAs4(HO4)3,1.809886807831384,0.3434712403169589,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron",1a,2,4.0,As,0.0,True
mp-1223531,KAs4(HO4)3,1.809886807831384,0.3434712403169589,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron",1a,2,6.0,As,0.0,True
mp-1223607,KAs3(PbO3)4,1.7210922051983186,-0.0249071424366578,[4.0],5.0,5.0,5.0,Tetrahedron,6c,1,4.0,As,0.0,True
mp-1224176,KMg2As2H31O23,1.7318843537526143,0.001060480028957,[4.0],5.0,5.0,5.0,Tetrahedron,1a,1,4.0,As,0.0,True
mp-1224183,K4Ni7(AsO4)6,1.8728669208033033,0.6306386074609052,[4.0],5.0,5.0,5.0,Tetrahedron,"1a, 2b",1,4.0,As,0.0,True
mp-1224755,Fe2AsO4F,1.7711243041209372,0.2036887574123791,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-1225259,K5Mo8As(H3O16)2,1.7239841899619823,-0.0114369712117431,[4.0],5.0,5.0,5.0,Tetrahedron,2b,1,4.0,As,0.0,True
mp-1226119,CsGaAs3H5O12,1.7792371802082172,0.2102538459504351,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-1226214,Co7CuAs4(HO5)4,1.7213036954568817,-0.0348349152283091,[4.0],5.0,5.0,5.0,Tetrahedron,"1a, 1b",1,4.0,As,0.0,True
mp-1226376,Cs2AsH3SeO8,1.963005916638344,1.0374806966381152,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,As,0.0,True
mp-1227203,Ca5As3ClO12,1.7551818155709291,0.2538285767043708,[4.0],5.0,5.0,5.0,Tetrahedron,6c,1,4.0,As,0.0,True
mp-1227475,BeTlAsO4,1.6863434739582046,-0.1388984535258837,[4.0],5.0,5.0,5.0,Tetrahedron,4a,1,4.0,As,0.0,True
mp-1227603,Ca5As3HO13,1.758727358529142,0.1686704185069031,[4.0],5.0,5.0,5.0,Tetrahedron,6c,1,4.0,As,0.0,True
mp-1228018,Ba3V2Ni6(AsO6)4,1.8551408023236151,0.5697227075648634,[4.0],5.0,5.0,5.0,Tetrahedron,1a,1,4.0,As,0.0,True
mp-1228534,Bi13Mo6(AsO14)3,1.8312541760804553,0.0439413481257066,[3.0],3.0,3.0,3.0,no_data,no_data,1,3.0,As,0.0,True
mp-1228580,Ba2As6O11,1.8029833289374733,0.459724317077997,[3.0],3.0,3.0,3.0,Triangular non-coplanar,1a,1,3.0,As,0.0,True
mp-1228749,AsRhO4,1.7904787723560376,0.6497431995053402,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,As,0.0,True
mp-1228828,AsHPbO4,1.7934146953005314,0.2781379287820362,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-1229053,AgHgAsO4,1.9434212547114664,0.9270272993683256,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-1229056,As3P3Pb10(ClO12)2,1.591161986697094,-0.6037956391914658,[4.0],5.0,5.0,5.0,Tetrahedron,3k,1,4.0,As,0.0,True
mp-1229069,Al3Tl4Fe(As2O7)4,1.8226960290232603,0.4381323780565515,[4.0],5.0,5.0,5.0,Tetrahedron,1a,1,4.0,As,0.0,True
mp-1229072,AlGaCu2(AsO5)2,1.920599292328945,0.8738812930340562,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-1229143,AgMoAsO6,1.8213370182199136,0.443401407684013,[4.0],5.0,5.0,5.0,Tetrahedron,4a,1,4.0,As,0.0,True
mp-1229229,Ba4U8As2O33,1.7578651655487878,0.1794868893457393,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-1234135,Ba10MgAs6(ClO12)2,1.6944582472669254,-0.2384665327976234,"[3.0, 4.0]",4.67,4.67,4.67,"Tetrahedron, Triangular non-coplanar",1a,2,3.0,As,0.0,True
mp-1234135,Ba10MgAs6(ClO12)2,1.6944582472669254,-0.2384665327976234,"[3.0, 4.0]",4.67,4.67,4.67,"Tetrahedron, Triangular non-coplanar",1a,2,4.0,As,0.0,True
mp-1276409,Co2As2O7,1.7415719404308525,0.0808625233196729,[4.0],5.0,5.0,5.0,Tetrahedron,1a,1,4.0,As,0.0,True
mp-1285020,LiCoAsO4,1.8546370897798232,0.5477286224726959,[4.0],5.0,5.0,5.0,Tetrahedron,1a,1,4.0,As,0.0,True
mp-1288147,Co2As2O7,1.8482752447813815,0.6578369295644013,"[4.0, 5.0]",5.0,5.0,5.0,"Trigonal bipyramid, Tetrahedron",1a,2,4.0,As,0.0,True
mp-1288147,Co2As2O7,1.8482752447813815,0.6578369295644013,"[4.0, 5.0]",5.0,5.0,5.0,"Trigonal bipyramid, Tetrahedron",1a,2,5.0,As,0.0,True
mp-1288387,Co2As2O7,1.8203391998794185,0.6542688490943377,"[4.0, 5.0]",5.0,5.0,5.0,"Trigonal bipyramid, Tetrahedron",1a,2,4.0,As,0.0,True
mp-1288387,Co2As2O7,1.8203391998794185,0.6542688490943377,"[4.0, 5.0]",5.0,5.0,5.0,"Trigonal bipyramid, Tetrahedron",1a,2,5.0,As,0.0,True
mp-1293180,SrCo2(AsO4)2,1.8364418454272928,0.4705811680623107,[4.0],5.0,5.0,5.0,Tetrahedron,1a,1,4.0,As,0.0,True
mp-13128,Cu2As2O7,1.722053522087461,0.1331592412235122,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,As,0.0,True
mp-1349320,Mg3Cu3(AsO4)4,1.7995760790318016,0.3243836243890827,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-1350669,Zn3Cu3(AsO4)4,1.7949418718171135,0.278129835880425,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-1358311,MnZnAsO5,1.7537294732294992,0.1340918506066643,[4.0],5.0,5.0,5.0,Tetrahedron,4a,1,4.0,As,0.0,True
mp-13602,Cd3(AsO4)2,1.726655165734981,0.1197409806295756,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-1413546,As2O5,1.768489204322772,0.281461645559515,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron",4a,2,4.0,As,0.0,True
mp-1413546,As2O5,1.768489204322772,0.281461645559515,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron",4a,2,6.0,As,0.0,True
mp-14363,Rb2LiAsO4,1.8515310981788808,0.5457550137650183,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-14364,Cs2LiAsO4,1.8370213578844865,0.4690036583272944,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-14367,AsPO5,1.7748117499561764,0.2218219494721002,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,As,0.0,True
mp-14395,NaAlAsO4F,1.782738802218168,0.2840158236555448,[4.0],5.0,5.0,5.0,Tetrahedron,2e,1,4.0,As,0.0,True
mp-14901,NaZnAsO4,1.715301832517684,0.0648980472174497,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-15107,KSnAsO5,1.7602760919671652,0.1692612242991404,[4.0],5.0,5.0,5.0,Tetrahedron,4a,1,4.0,As,0.0,True
mp-15108,RbSnAsO5,1.7566360482785228,0.266271024847864,[4.0],5.0,5.0,5.0,Tetrahedron,4a,1,4.0,As,0.0,True
mp-1541585,Mn2As2O7,1.7350467893497905,0.1684636275564738,[4.0],5.0,5.0,5.0,Tetrahedron,1a,1,4.0,As,0.0,True
mp-15483,Zn3(AsO4)2,1.734549305327994,0.142204933033045,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-15739,BaZn2(AsO4)2,1.760424048685919,0.163750222658924,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-15740,SrZn2(AsO4)2,1.756335018794788,0.1469958808680234,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-15865,RbScAsO4F,1.743281144561768,0.1074145770894966,[4.0],5.0,5.0,5.0,Tetrahedron,4a,1,4.0,As,0.0,True
mp-1667345,Na3CoAsCO7,1.763169883827004,0.1649556988905343,[4.0],5.0,5.0,5.0,Tetrahedron,1a,1,4.0,As,0.0,True
mp-16834,Zn3(AsO4)2,1.667760046490376,-0.1453819600921077,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-17196,TiAs2O7,1.7495364402488036,0.2572787993138562,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-17262,BaCu2(AsO4)2,1.7639252482432837,0.1272108759372207,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-17387,LiVAsO5,1.762662104915805,0.3152227251652605,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,As,0.0,True
mp-17489,Co7(AsO6)2,1.816127656022109,0.363603558157507,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron","2e, 2a",2,4.0,As,0.0,True
mp-17489,Co7(AsO6)2,1.816127656022109,0.363603558157507,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron","2e, 2a",2,6.0,As,0.0,True
mp-17507,NaVAsO5,1.8062064081967195,0.36970055024201,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-17777,Sr5As3O12F,1.682673141858557,-0.1818029142967452,[4.0],5.0,5.0,5.0,Tetrahedron,6h,1,4.0,As,0.0,True
mp-17816,Na5AsO5,1.755516830642351,0.1108495286116301,[4.0],5.0,5.0,5.0,Tetrahedron,4d,1,4.0,As,0.0,True
mp-17868,NaAsO3,1.7816355634870065,0.3501990987369347,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,As,0.0,True
mp-17876,NaMnAsO4,1.8474326207928544,0.5150501872892483,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,As,0.0,True
mp-1788,As2O5,1.7658579894198738,0.2844099424006023,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron",4a,2,4.0,As,0.0,True
mp-1788,As2O5,1.7658579894198738,0.2844099424006023,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron",4a,2,6.0,As,0.0,True
mp-18086,SrCoAs2O7,1.7917694036613798,0.288169367879555,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-18578,TlZnAsO4,1.6947076325346082,-0.0294094909663158,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-18878,LiFeAs2O7,1.78298609501354,0.2736375295631513,[4.0],5.0,5.0,5.0,Tetrahedron,2c,1,4.0,As,0.0,True
mp-19077,CrAsO4,1.7862817809707976,0.3629648470676888,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,As,0.0,True
mp-19143,BaCo2(AsO4)2,1.8620940449051344,0.5774843882958097,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,As,0.0,True
mp-19388,BaNi2(AsO4)2,1.856928716752332,0.5661234535807415,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,As,0.0,True
mp-19513,SrV2(AsO5)2,1.7695278901378226,0.192082113734413,[4.0],5.0,5.0,5.0,Tetrahedron,4a,1,4.0,As,0.0,True
mp-20046,LiCoAsO4,1.8994882915506983,0.7538166616778079,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,As,0.0,True
mp-20052,LiMnAsO4,1.8704571926923692,0.6344349574063182,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,As,0.0,True
mp-21560,CuAs2PbO7,1.7918080927742714,0.2693458280695018,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-22025,Co2As2O7,1.740566465853,0.076094480673867,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-2218028,MgFeAs2O7,1.754853620554212,0.1505688200707529,[4.0],5.0,5.0,5.0,Tetrahedron,2c,1,4.0,As,0.0,True
mp-22243,LiNiAsO4,1.9015854014474924,0.7680594667255305,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,As,0.0,True
mp-22271,Cu(AsO2)2,1.8355769337454553,0.1912866275147557,[3.0],3.0,3.0,3.0,Triangular non-coplanar,8h,1,3.0,As,0.0,True
mp-22430,BAsPbO5,1.8266886521244985,0.4474117233624902,[4.0],5.0,5.0,5.0,Tetrahedron,3a,1,4.0,As,0.0,True
mp-22754,Ni2As2O7,1.7322586264938902,0.0322399679926224,[4.0],5.0,5.0,5.0,Tetrahedron,4i,1,4.0,As,0.0,True
mp-23806,BaAsH3O5,1.7364667962144311,0.0253319948458982,[4.0],5.0,5.0,5.0,Tetrahedron,8c,1,4.0,As,0.0,True
mp-24018,CaZnAsHO5,1.666576360715748,-0.1795281391477959,[4.0],5.0,5.0,5.0,Tetrahedron,4a,1,4.0,As,0.0,True
mp-24120,CaAsH5O6,1.769573226121805,0.1882513938645328,[4.0],5.0,5.0,5.0,Tetrahedron,2a,1,4.0,As,0.0,True
mp-24216,ZnHgAsHO5,1.7214105799502657,-0.0789734109510155,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,As,0.0,True
mp-24359,CaAs(HO)7,1.7213760392158413,-0.0171709335514685,[4.0],5.0,5.0,5.0,Tetrahedron,8c,1,4.0,As,0.0,True
mp-24436,Ca5As4(HO2)10,1.718019781928612,-0.0321248782089243,[4.0],5.0,5.0,5.0,Tetrahedron,4f,1,4.0,As,0.0,True
mp-24550,MnAsH2O5,1.7397467234227046,0.0842292155849279,[4.0],5.0,5.0,5.0,Tetrahedron,4i,1,4.0,As,0.0,True
mp-24570,Be3As2(H2O5)2,1.7577132391564398,0.1835923998203158,[4.0],5.0,5.0,5.0,Tetrahedron,4f,1,4.0,As,0.0,True
mp-27197,Na4As2O7,1.8181457561473628,0.5062426846630254,[4.0],5.0,5.0,5.0,Tetrahedron,4f,1,4.0,As,0.0,True
mp-27404,As3(HO2)5,1.7705520931946226,0.2911013368354804,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron","1h, 2i",2,4.0,As,0.0,True
mp-27404,As3(HO2)5,1.7705520931946226,0.2911013368354804,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron","1h, 2i",2,6.0,As,0.0,True
mp-2751389,Sr5As3O13,1.6397257011519302,-0.2674137444313718,[4.0],5.0,5.0,5.0,Tetrahedron,6c,1,4.0,As,0.0,True
mp-27674,K5As3O10,1.853074784235531,0.6418518395657937,[4.0],5.0,5.0,5.0,Tetrahedron,4a,1,4.0,As,0.0,True
mp-28519,Fe4As5O13,1.797135466196433,0.4115127590617869,[3.0],3.0,3.0,3.0,Triangular non-coplanar,2i,1,3.0,As,0.0,True
mp-29437,Zn4As2O9,1.7991910709157906,0.3137930576541021,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-29472,Fe4As2O11,1.7787611814245992,0.2401029463402154,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,As,0.0,True
mp-30119,Cs3AsO4,1.392144410056194,-1.4317761685021018,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,As,0.0,True
mp-30298,KAsO2,1.7964908502819363,0.8425811444557858,[3.0],3.0,3.0,3.0,Triangular non-coplanar,4d,1,3.0,As,0.0,True
mp-30299,RbAsO2,1.8018309872254077,0.8971273336846386,[3.0],3.0,3.0,3.0,Triangular non-coplanar,4d,1,3.0,As,0.0,True
mp-30300,Cs3As5O9,1.7961899503417034,0.7389321863141551,[3.0],3.0,3.0,3.0,Triangular non-coplanar,"3c, 2b",1,3.0,As,0.0,True
mp-30929,Hg4As2O7,1.7919457165752484,0.2225049601514093,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,As,0.0,True
mp-31107,As2Pb8O13,1.6989851389317736,-0.0253259500295212,[4.0],5.0,5.0,5.0,Tetrahedron,"2i, 2h",1,4.0,As,0.0,True
mp-3468,NaAsO2,1.7961843021923731,1.0579188360432172,[3.0],3.0,3.0,3.0,Triangular non-coplanar,8c,1,3.0,As,0.0,True
mp-35320,Ag3(AsO4)2,1.802439577768034,0.2162470334979655,[4.0],5.0,5.0,5.0,Tetrahedron,1a,1,4.0,As,0.0,True
mp-4445,Hg3AsO4,1.6717742435784166,-0.158083313363204,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-4794,Sm2As4O9,1.7946854428280283,0.4896782885298747,[3.0],3.0,3.0,3.0,Triangular non-coplanar,2i,1,3.0,As,0.0,True
