material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,As_wyckoff,num_As_chemenvs,CN,element,charge_range,is_single_charge
mp-1173826,Na7As11O31,1.81028738040728,0.3977680525912603,"[4.0, 5.0, 6.0]",5.0,5.0,5.0,no_data,no_data,1,5.0,As,0.0,True
mp-1173826,Na7As11O31,1.81028738040728,0.3977680525912603,"[4.0, 5.0, 6.0]",5.0,5.0,5.0,no_data,no_data,1,6.0,As,0.0,True
mp-1176418,Na2BiAsCO7,1.7504920799421833,0.222909046176265,[4.0],5.0,5.0,5.0,Tetrahedron,2e,1,4.0,As,0.0,True
mp-1177164,Li4VAs2O9,1.853917766078458,0.5785527330661038,[4.0],5.0,5.0,5.0,Tetrahedron,8f,1,4.0,As,0.0,True
mp-1178156,K2AsPCO7,1.8980339015529224,0.4046013886623538,[5.0],3.0,3.0,3.0,Square pyramid,2e,1,5.0,As,0.0,True
mp-1178271,Gd4As2O9,1.8204236858969356,0.2305112296920368,[3.0],3.0,3.0,3.0,Triangular non-coplanar,4e,1,3.0,As,0.0,True
mp-1188566,VAg2AsO6,1.7471481434465468,0.1003586182827752,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,As,0.0,True
mp-1188700,InAsH2O5,1.762725945899818,0.1701108160535339,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,As,0.0,True
mp-1190152,SrHgAs2O7,1.801457126287296,0.3130369169882109,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,As,0.0,True
mp-1190335,BaCdAs2O7,1.8002328476334206,0.3150294340111284,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,As,0.0,True
mp-1190367,SrCdAs2O7,1.7978491568813948,0.3123645330607061,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,As,0.0,True
mp-1190454,BaHgAs2O7,1.8013824358666255,0.3119918181573177,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,As,0.0,True
mp-1190778,Zn3As2(H2O3)4,1.7472482643113387,0.0932948216135831,[4.0],5.0,5.0,5.0,no_data,no_data,1,4.0,As,0.0,True
mp-1191386,BaCoAs2O7,1.800944378144385,0.3257557626938304,[4.0],5.0,5.0,5.0,Tetrahedron,4i,1,4.0,As,0.0,True
mp-1191856,In2As2Cl2O5,1.84175258230298,0.3798064296904022,[3.0],3.0,3.0,3.0,Triangular non-coplanar,2i,1,3.0,As,0.0,True
mp-1192209,As3Pb2BrO6,1.8371704506448647,0.6025464818225956,[3.0],3.0,3.0,3.0,Triangular non-coplanar,2e,1,3.0,As,0.0,True
mp-1192509,Cs2Th(AsO4)2,1.723655485859955,0.0087831504736523,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-1192524,Na2Th(AsO4)2,1.7873113218683565,0.3027751533642558,[4.0],5.0,5.0,5.0,Tetrahedron,4g,1,4.0,As,0.0,True
mp-1192552,KAsO3,1.8045126996487173,0.4190186435729952,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,As,0.0,True
mp-1192590,KBaAsO4,1.5824582268285938,-0.6505058392915428,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,As,0.0,True
mp-1192746,LiAs2H3O7,1.7756705846298293,0.2909283403607253,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron","2i, 2h",2,4.0,As,0.0,True
mp-1192746,LiAs2H3O7,1.7756705846298293,0.2909283403607253,"[4.0, 6.0]",5.0,5.0,5.0,"Octahedron, Tetrahedron","2i, 2h",2,6.0,As,0.0,True
mp-1193109,NaCaAsO4,1.8552108301164487,0.5708825760975091,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,As,0.0,True
mp-1193677,Hg3As2(HO4)2,1.7310281771256997,-0.0084463792131022,[4.0],5.0,5.0,5.0,Tetrahedron,4f,1,4.0,As,0.0,True
mp-1193940,SrCo2(AsO4)2,1.824824271514927,0.4189069513497433,[4.0],5.0,5.0,5.0,Tetrahedron,1a,1,4.0,As,0.0,True
mp-1194730,RbZr2(AsO4)3,1.7070461357425315,-0.0051615870278748,[4.0],5.0,5.0,5.0,Tetrahedron,6e,1,4.0,As,0.0,True
mp-1194732,Ba2As2O7,1.8040186854645863,0.4374655313020318,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,As,0.0,True
mp-1194764,K4U3(AsO8)2,1.754544615929828,0.164665174342827,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-1194801,K6U5As2O23,1.7460387997210156,0.1237211747526243,[4.0],5.0,5.0,5.0,Tetrahedron,4e,1,4.0,As,0.0,True
mp-1194840,NaAsW2O9,1.8376806023000831,0.539687326311294,[4.0],5.0,5.0,5.0,Tetrahedron,4a,1,4.0,As,0.0,True
mp-1194871,SrCoAsHO5,1.7801212975292546,0.2018412227125784,[4.0],5.0,5.0,5.0,Tetrahedron,4a,1,4.0,As,0.0,True
mp-1194920,Na4AsHO5,1.751279526069745,0.0979249192286675,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,As,0.0,True
mp-1194970,KAsO3,1.8263241860279624,0.503242384747461,[4.0],5.0,5.0,5.0,Tetrahedron,8d,1,4.0,As,0.0,True
mp-1194999,NaCo2As3O10,1.811650167792137,0.3611209396791934,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,As,0.0,True
mp-1195078,Cs6U5(AsO7)4,1.7573219757374872,0.1544396818842757,[4.0],5.0,5.0,5.0,Tetrahedron,2i,1,4.0,As,0.0,True
