material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Y_wyckoff,num_Y_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1019546,BaY4Si5O17,2.0068730777728687,0.4207140385206429,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Y,0.0,True,4.0,6.0,2.2385531430622514,2.3604767359020555,2.2928677321297735,0.043726762682535406,0.12192359283980414,82.12123955723122,36.41204923490971,19.415371285787366,161.0207362401312,6.0,1.0,3,Octahedron
mp-1019546,BaY4Si5O17,2.0068730777728687,0.4207140385206429,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Y,0.0,True,5.0,6.0,2.2385531430622523,2.3604767359020555,2.2928677321297735,0.043726762682534955,0.12192359283980325,59.995857444018135,28.921003880196167,8.81511602137224,93.45032160959714,6.0,1.0,4,Octahedron
mp-1019546,BaY4Si5O17,2.0068730777728687,0.4207140385206429,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Y,0.0,True,6.0,6.0,2.2179745719690627,2.414376298408246,2.294364070510271,0.06665207193440618,0.1964017264391833,96.83920008409704,34.01918712867237,44.272700831379886,167.59365706754332,6.0,1.0,5,Octahedron
mp-1019546,BaY4Si5O17,2.0068730777728687,0.4207140385206429,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Y,0.0,True,7.0,6.0,2.2179745719690636,2.414376298408246,2.2943640705102712,0.06665207193440616,0.1964017264391824,96.83920008409706,34.019187128672364,44.2727008313799,167.59365706754326,6.0,1.0,6,Octahedron
mp-1019546,BaY4Si5O17,2.0068730777728687,0.4207140385206429,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Y,0.0,True,8.0,6.0,2.2179745719690636,2.414376298408246,2.2943640705102712,0.06665207193440637,0.1964017264391824,96.83920008409706,34.01918712867238,44.27270083137991,167.59365706754332,6.0,1.0,7,Octahedron
mp-1019546,BaY4Si5O17,2.0068730777728687,0.4207140385206429,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Y,0.0,True,9.0,6.0,2.2179745719690622,2.4143762984082473,2.294364070510271,0.06665207193440674,0.19640172643918508,96.83920008409703,34.01918712867237,44.27270083137989,167.59365706754332,6.0,1.0,8,Octahedron
mp-1019614,Cs3Y(PO4)2,1.409395950021188,1.2617146593782371,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True,12.0,6.0,2.2152392528468883,2.389370037977995,2.288900644226593,0.06310349447911072,0.1741307851311067,104.75954106941491,30.473716403516253,62.67311562612891,171.99905750862612,6.0,1.0,1,Octahedron
mp-1019614,Cs3Y(PO4)2,1.409395950021188,1.2617146593782371,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True,13.0,6.0,2.2152392528468883,2.3893700379779976,2.288900644226593,0.06310349447911179,0.17413078513110936,81.0223295927064,36.455614542669025,16.54848293039196,171.99905750862612,6.0,1.0,2,Octahedron
mp-1019614,Cs3Y(PO4)2,1.409395950021188,1.2617146593782371,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True,14.0,6.0,2.2146587190526312,2.381731570124563,2.2799080028284275,0.061539980093270066,0.1670728510719317,104.7989082656139,30.70343529564892,63.126232298395244,174.0226954985083,6.0,1.0,3,Octahedron
mp-1019614,Cs3Y(PO4)2,1.409395950021188,1.2617146593782371,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True,15.0,6.0,2.2146587190526326,2.381731570124563,2.2799080028284275,0.06153998009326976,0.16707285107193037,98.21096083531114,33.374551046483305,22.283657963033416,174.0226954985083,6.0,1.0,4,Octahedron
mp-1019725,CsY(PO3)4,1.967511213224073,0.4329606805524467,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Y,0.0,True,4.0,8.0,2.3134131200194052,2.4475366361878836,2.393430488853898,0.04938780188078833,0.1341235161684784,97.17225603549025,33.87679438263814,41.964512385646906,167.36810887847196,8.0,1.0,1,Square antiprism
mp-1019725,CsY(PO3)4,1.967511213224073,0.4329606805524467,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Y,0.0,True,5.0,8.0,2.313413120019406,2.447536636187881,2.3934304888538986,0.04938780188078787,0.13412351616847484,89.86919653943546,32.6914760868101,17.622496332213643,145.22541092648657,8.0,1.0,2,Square antiprism
mp-1019725,CsY(PO3)4,1.967511213224073,0.4329606805524467,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Y,0.0,True,6.0,8.0,2.3134131200194052,2.4475366361878828,2.393430488853898,0.049387801880788076,0.1341235161684775,97.17225603549026,33.87679438263814,41.96451238564693,167.368108878472,8.0,1.0,3,Square antiprism
mp-1019725,CsY(PO3)4,1.967511213224073,0.4329606805524467,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Y,0.0,True,7.0,8.0,2.3134131200194052,2.4475366361878823,2.393430488853898,0.049387801880788125,0.13412351616847706,89.86919653943546,32.6914760868101,17.622496332213643,145.2254109264866,8.0,1.0,4,Square antiprism
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,6.0,Y,0.0,True,8.0,6.0,2.3843117482991665,2.547322764576578,2.4484463333385977,0.07093844639116406,0.16301101627741144,103.55352440791002,31.96808531669739,62.01992499071817,149.61506926390217,6.0,1.0,1,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,6.0,Y,0.0,True,9.0,6.0,2.384311748317095,2.5473227645467325,2.4484472981715206,0.07093797385960073,0.16301101622963765,46.156931036652246,22.701241232021207,14.552792771084178,97.72934724839513,6.0,1.0,2,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,6.0,Y,0.0,True,10.0,6.0,2.3843117482991647,2.547322764576578,2.448446333338597,0.07093844639116417,0.1630110162774132,75.07741896511979,40.972689103841525,17.239772024912558,149.61506926390223,6.0,1.0,3,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,6.0,Y,0.0,True,11.0,6.0,2.38431174833177,2.5473227646376047,2.448448659420836,0.0709373073033011,0.16301101630583448,70.95110816886468,31.721758617866882,16.03580859732234,149.6147498838977,6.0,1.0,4,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,6.0,Y,0.0,True,12.0,6.0,2.38431174833177,2.5473227646376055,2.4484486594208366,0.0709373073033014,0.16301101630583537,66.40179046611198,43.0738803694267,2.9237263780708687,137.60345282927855,6.0,1.0,5,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,6.0,Y,0.0,True,13.0,6.0,2.384311748299167,2.547322764576579,2.4484463333385977,0.07093844639116355,0.16301101627741188,103.55352440791003,31.968085316697394,62.019924990718145,149.61506926390223,6.0,1.0,6,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,6.0,Y,0.0,True,14.0,6.0,2.384311748317094,2.5473227645467316,2.4484472981715206,0.07093797385960045,0.16301101622963765,103.5535286412061,31.968105423222855,62.019924989446736,149.6151065823272,6.0,1.0,7,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,6.0,Y,0.0,True,15.0,6.0,2.384311748299168,2.547322764576578,2.4484463333385977,0.0709384463911631,0.1630110162774101,75.0774189651198,40.97268910384154,17.23977202491254,149.61506926390223,6.0,1.0,8,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,3.0,Y,0.0,True,0.0,3.0,2.3057086317449746,2.4522671229528954,2.4034142925296647,0.06908833530116694,0.14655849120792075,50.75765665508661,18.841688645556374,28.226024067280072,74.34248249603557,3.0,1.0,1,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,3.0,Y,0.0,True,1.0,3.0,2.3057086317449724,2.4522671229528967,2.4034142925296647,0.06908833530116851,0.1465584912079243,103.79542661434466,24.932792940529424,74.34248249603557,135.3105647252078,3.0,1.0,2,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,3.0,Y,0.0,True,2.0,3.0,2.305715596058046,2.4522671230208393,2.403416613990063,0.06908505230855772,0.14655152696279306,63.091507692182915,18.04570182756468,37.62834622420388,77.30348962712365,3.0,1.0,3,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,3.0,Y,0.0,True,3.0,3.0,2.3057155960580453,2.452267123020839,2.4034166139900623,0.06908505230855781,0.1465515269627935,63.09150769008107,18.045701827691712,37.628346221922406,77.30348962511701,3.0,1.0,4,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,3.0,Y,0.0,True,4.0,3.0,2.305708631744974,2.452267122952898,2.403414292529666,0.06908833530116798,0.14655849120792386,103.79542661434469,24.932792940529417,74.34248249603559,135.3105647252078,3.0,1.0,5,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,3.0,Y,0.0,True,5.0,3.0,2.305708631744973,2.4522671229528963,2.4034142925296647,0.06908833530116798,0.1465584912079234,50.757656655086635,18.841688645556374,28.226024067280107,74.3424824960356,3.0,1.0,6,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,3.0,Y,0.0,True,6.0,3.0,2.305715596058045,2.452267123020839,2.4034166139900637,0.06908505230855877,0.14655152696279394,63.09150769008107,18.0457018276917,37.62834622192242,77.30348962511701,3.0,1.0,7,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020598,Y4Si2S3O7,2.1830306440363194,0.2473282368588694,"[6.0, 3.0]",3.0,3.0,3.0,"Trigonal prism, Tricapped triangular prism (three square-face caps)","8g, 8h",2,3.0,Y,0.0,True,7.0,3.0,2.3057155960580458,2.4522671230208384,2.403416613990063,0.06908505230855772,0.1465515269627926,63.091507692182915,18.045701827564674,37.628346224203895,77.30348962712365,3.0,1.0,8,"Trigonal prism, Tricapped triangular prism (three square-face caps)"
mp-1020615,Y2SiP4O15,1.84311744949524,0.6077250584479763,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4c,1,7.0,Y,0.0,True,0.0,7.0,2.224885831215319,2.5112576820782975,2.337714861890309,0.0979979414766179,0.28637185086297867,72.00439071051264,32.2001748796958,20.697696188874076,164.71696274074793,7.0,1.0,1,Pentagonal bipyramid
mp-1020615,Y2SiP4O15,1.84311744949524,0.6077250584479763,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4c,1,7.0,Y,0.0,True,1.0,7.0,2.2248858312153175,2.5112576820782975,2.3377148618903085,0.09799794147661856,0.28637185086298,72.00439071051262,32.20017487969581,20.697696188874076,164.71696274074796,7.0,1.0,2,Pentagonal bipyramid
mp-1020615,Y2SiP4O15,1.84311744949524,0.6077250584479763,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4c,1,7.0,Y,0.0,True,2.0,7.0,2.224885831215317,2.5112576820782975,2.337714861890308,0.09799794147661829,0.28637185086298045,60.450869726220596,25.061267957927278,2.0096768535316287,92.02934713176803,7.0,1.0,3,Pentagonal bipyramid
mp-1020615,Y2SiP4O15,1.84311744949524,0.6077250584479763,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,4c,1,7.0,Y,0.0,True,3.0,7.0,2.2248858312153152,2.511257682078296,2.3377148618903076,0.09799794147661883,0.2863718508629809,60.450869726220596,25.061267957927278,2.0096768535316287,92.02934713176802,7.0,1.0,4,Pentagonal bipyramid
mp-1020642,Sr3Y2(BO3)4,2.0572173853512874,0.4386380040050648,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,8d,1,7.0,Y,0.0,True,12.0,7.0,2.2768053204705274,2.515918402631604,2.413087740255784,0.09193143604584993,0.23911308216107674,102.08683723296947,30.231948559977543,65.59755983050981,166.17184825269547,7.0,1.0,1,Pentagonal bipyramid
mp-1020642,Sr3Y2(BO3)4,2.0572173853512874,0.4386380040050648,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,8d,1,7.0,Y,0.0,True,13.0,7.0,2.276805320470527,2.5159184026316055,2.4130877402557838,0.09193143604584984,0.23911308216107852,60.39041976599037,25.509245253653592,20.04023786190618,103.02433675654802,7.0,1.0,2,Pentagonal bipyramid
mp-1020642,Sr3Y2(BO3)4,2.0572173853512874,0.4386380040050648,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,8d,1,7.0,Y,0.0,True,14.0,7.0,2.2767922744674394,2.5159184026316046,2.4130858765410577,0.09193419895445999,0.23912612816416523,83.92931624849518,34.79036382521616,11.133186448251443,166.1718482526954,7.0,1.0,3,Pentagonal bipyramid
mp-1020642,Sr3Y2(BO3)4,2.0572173853512874,0.4386380040050648,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,8d,1,7.0,Y,0.0,True,15.0,7.0,2.2768053204705265,2.5159184026316064,2.413087740255784,0.09193143604585002,0.23911308216107985,60.68226280232945,23.71946961637345,20.040237861906235,103.02433675654802,7.0,1.0,4,Pentagonal bipyramid
mp-1020642,Sr3Y2(BO3)4,2.0572173853512874,0.4386380040050648,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,8d,1,7.0,Y,0.0,True,16.0,7.0,2.2768053204705265,2.5159184026316055,2.413087740255784,0.09193143604584966,0.23911308216107896,102.0868372329695,30.231948559977532,65.59755983050982,166.1718482526954,7.0,1.0,5,Pentagonal bipyramid
mp-1020642,Sr3Y2(BO3)4,2.0572173853512874,0.4386380040050648,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,8d,1,7.0,Y,0.0,True,17.0,7.0,2.2767922744674394,2.515918402631605,2.4130858765410568,0.09193419895446035,0.23912612816416567,60.390420996215695,25.509245372770714,20.040237861906235,103.02433675654802,7.0,1.0,6,Pentagonal bipyramid
mp-1020642,Sr3Y2(BO3)4,2.0572173853512874,0.4386380040050648,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,8d,1,7.0,Y,0.0,True,18.0,7.0,2.2768053204705265,2.5159184026316046,2.413087740255784,0.09193143604584993,0.23911308216107807,83.92931664873602,34.79036369393584,11.133190683809387,166.1718482526955,7.0,1.0,7,Pentagonal bipyramid
mp-1020642,Sr3Y2(BO3)4,2.0572173853512874,0.4386380040050648,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,8d,1,7.0,Y,0.0,True,19.0,7.0,2.276805320470528,2.5159184026316055,2.413087740255784,0.09193143604584982,0.23911308216107763,60.68226280232945,23.719469616373452,20.04023786190618,103.02433675654802,7.0,1.0,8,Pentagonal bipyramid
mp-1020656,RbY(PO3)4,1.9210514552958629,0.4763993884551669,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Y,0.0,True,4.0,8.0,2.3013983214418805,2.464756831927764,2.3897045349551065,0.05065398204153768,0.16335851048588346,97.25219434187947,33.9721567230413,41.38044187148257,167.89370625407994,8.0,1.0,1,Square antiprism
mp-1020656,RbY(PO3)4,1.9210514552958629,0.4763993884551669,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Y,0.0,True,5.0,8.0,2.301398321441881,2.4647568319277635,2.389704534955107,0.05065398204153774,0.16335851048588257,90.02018231906868,32.67549407724655,17.822667220069643,144.45357701017696,8.0,1.0,2,Square antiprism
mp-1020656,RbY(PO3)4,1.9210514552958629,0.4763993884551669,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Y,0.0,True,6.0,8.0,2.30139832144188,2.4647568319277617,2.3897045349551065,0.050653982041537794,0.16335851048588168,97.25219434187946,33.972156723041294,41.38044187148257,167.89370625407994,8.0,1.0,3,Square antiprism
mp-1020656,RbY(PO3)4,1.9210514552958629,0.4763993884551669,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Y,0.0,True,7.0,8.0,2.30139832144188,2.4647568319277626,2.389704534955106,0.05065398204153775,0.16335851048588257,90.02018231906868,32.675494077246555,17.822667220069643,144.45357701017699,8.0,1.0,4,Square antiprism
mp-1020671,Y(NO3)3,2.1250645827615324,0.314690110210167,[10.0],3.0,3.0,3.0,Square-face bicapped square antiprism,4e,1,10.0,Y,0.0,True,0.0,10.0,2.366038061459434,2.756704902968077,2.4938845479525957,0.10130671714270367,0.3906668415086427,94.51558156403743,33.44750326729977,25.887258834814656,158.86817518191674,10.0,1.0,1,Square-face bicapped square antiprism
mp-1020671,Y(NO3)3,2.1250645827615324,0.314690110210167,[10.0],3.0,3.0,3.0,Square-face bicapped square antiprism,4e,1,10.0,Y,0.0,True,1.0,10.0,2.3660380614594345,2.7567049029680777,2.493884547952596,0.10130671714270438,0.39066684150864317,76.4209421450537,32.78825037840441,10.918575896735316,158.8681751819167,10.0,1.0,2,Square-face bicapped square antiprism
mp-1020671,Y(NO3)3,2.1250645827615324,0.314690110210167,[10.0],3.0,3.0,3.0,Square-face bicapped square antiprism,4e,1,10.0,Y,0.0,True,2.0,10.0,2.366038061459433,2.756704902968078,2.4938845479525957,0.10130671714270445,0.39066684150864495,94.51558156403743,33.44750326729978,25.887258834814684,158.86817518191674,10.0,1.0,3,Square-face bicapped square antiprism
mp-1020671,Y(NO3)3,2.1250645827615324,0.314690110210167,[10.0],3.0,3.0,3.0,Square-face bicapped square antiprism,4e,1,10.0,Y,0.0,True,3.0,10.0,2.366038061459433,2.756704902968078,2.4938845479525957,0.10130671714270426,0.39066684150864495,76.42094214505374,32.788250378404406,10.918575896735316,158.86817518191674,10.0,1.0,4,Square-face bicapped square antiprism
mp-1020706,SrY2Si3O10,1.930085473515924,0.5439051929195641,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Octahedron",2i,2,6.0,Y,0.0,True,4.0,6.0,2.204929611823028,2.371855488567956,2.2925197509185478,0.06106290811016702,0.16692587674492776,79.35172810963005,30.63798305513992,15.965060340305962,111.94417453175042,6.0,1.0,1,"Square-face capped trigonal prism, Octahedron"
mp-1020706,SrY2Si3O10,1.930085473515924,0.5439051929195641,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Octahedron",2i,2,6.0,Y,0.0,True,5.0,6.0,2.20492961182303,2.371855488567954,2.292519750918547,0.061062908110166035,0.1669258767449242,79.35172810963006,30.637983055139912,15.965060340305962,111.94417453175043,6.0,1.0,2,"Square-face capped trigonal prism, Octahedron"
mp-1020706,SrY2Si3O10,1.930085473515924,0.5439051929195641,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Octahedron",2i,2,7.0,Y,0.0,True,2.0,7.0,2.243871561628303,2.602910466689831,2.3933502225557315,0.11670943992152795,0.3590389050615279,77.30542571403461,32.5211760925415,16.22591746788249,155.26912813904053,7.0,1.0,1,"Square-face capped trigonal prism, Octahedron"
mp-1020706,SrY2Si3O10,1.930085473515924,0.5439051929195641,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Octahedron",2i,2,7.0,Y,0.0,True,3.0,7.0,2.2438715616283034,2.6029104666898304,2.3933502225557315,0.11670943992152741,0.359038905061527,77.30542571403461,32.52117609254149,16.22591746788251,155.26912813904053,7.0,1.0,2,"Square-face capped trigonal prism, Octahedron"
mp-1020714,Y4AlSiNO8,1.8122487540127197,0.6990352583504539,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism, Octahedron",4e,3,6.0,Y,0.0,True,8.0,6.0,2.2424660157573713,2.398972400430839,2.30731111119789,0.04798343258435729,0.15650638467346756,76.37467012108966,34.95584996733186,24.128714073527572,162.2602743062312,6.0,1.0,1,"Face-capped octahedron, Square-face capped trigonal prism, Octahedron"
mp-1020714,Y4AlSiNO8,1.8122487540127197,0.6990352583504539,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism, Octahedron",4e,3,6.0,Y,0.0,True,9.0,6.0,2.2424660157573717,2.3989724004308375,2.3073111111978895,0.0479834325843573,0.15650638467346578,104.67141497465812,32.37835177668623,72.59317090681019,171.9377122651837,6.0,1.0,2,"Face-capped octahedron, Square-face capped trigonal prism, Octahedron"
mp-1020714,Y4AlSiNO8,1.8122487540127197,0.6990352583504539,"[6.0, 6.0, 7.0]",3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism, Octahedron",4e,3,6.0,Y,0.0,True,10.0,6.0,2.242466015757372,2.398972400430839,2.30731111119789,0.04798343258435757,0.15650638467346667,76.37467012108964,34.95584996733185,24.128714073527604,162.26027430623117,6.0,1.0,3,"Face-capped octahedron, Square-face capped trigonal prism, Octahedron"
