material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Y_wyckoff,num_Y_chemenvs,CN,element,charge_range,is_single_charge
mp-1229106,Ba10Y5(Cu5O11)3,2.262387657887906,0.1635782390010455,[8.0],3.0,3.0,3.0,Cube,"2i, 1c",1,8.0,Y,0.0,True
mp-1229138,Ba8Y3Lu(CuO2)16,2.415488155193165,0.001389437521848,"[8.0, 8.0]",3.0,3.0,3.0,Cube,"1h, 2s",1,8.0,Y,0.0,True
mp-1229138,Ba8Y3Lu(CuO2)16,2.415488155193165,0.001389437521848,"[8.0, 8.0]",3.0,3.0,3.0,Cube,"1h, 2s",1,8.0,Y,0.0,True
mp-1229203,Ba10PrY4(CuO2)20,2.42497757217517,-0.0007942600895612,[8.0],3.0,3.0,3.0,Cube,2j,1,8.0,Y,0.0,True
mp-1229217,Ba10PrY4(CuO2)20,2.3202626833911912,0.0996351746380284,[8.0],3.0,3.0,3.0,Cube,2h,1,8.0,Y,0.0,True
mp-1229238,Ba10Gd4Y(Cu3O7)5,1.9856961049208048,0.4314680838178111,[8.0],3.0,3.0,3.0,Cube,1h,1,8.0,Y,0.0,True
mp-1229245,Ba10Pr2Y3(Cu3O7)5,2.385874224439758,0.0422824646892924,"[8.0, 8.0]",3.0,3.0,3.0,Cube,"1f, 2t",1,8.0,Y,0.0,True
mp-1229245,Ba10Pr2Y3(Cu3O7)5,2.385874224439758,0.0422824646892924,"[8.0, 8.0]",3.0,3.0,3.0,Cube,"1f, 2t",1,8.0,Y,0.0,True
mp-1229303,Ba10GdY4(Cu3O7)5,2.3596459881359872,0.0550122111209347,"[8.0, 8.0]",3.0,3.0,3.0,Cube,2t,1,8.0,Y,0.0,True
mp-1229303,Ba10GdY4(Cu3O7)5,2.3596459881359872,0.0550122111209347,"[8.0, 8.0]",3.0,3.0,3.0,Cube,2t,1,8.0,Y,0.0,True
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.432136266142027,-0.0169544371329754,[8.0],3.0,3.0,3.0,Cube,2t,1,8.0,Y,0.0,True
mp-12355,Sr2YTaO6,2.222058030964336,0.0252597181699664,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-1235516,LiY5(MoO6)2,1.94874223970672,0.5056490268150399,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Octahedron","2i, 1d",2,6.0,Y,0.0,True
mp-1235516,LiY5(MoO6)2,1.94874223970672,0.5056490268150399,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Octahedron","2i, 1d",2,7.0,Y,0.0,True
mp-1273178,YCoO3,1.2250728567233342,1.2857470256163048,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2i,1,8.0,Y,0.0,True
mp-1274377,BaYMnCoO5,2.032390250790736,0.402734128394668,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,Y,0.0,True
mp-1278182,YMn4(CuO4)3,2.664642171776923,-0.0669412022169772,[12.0],3.0,3.0,3.0,Icosahedron,1a,1,12.0,Y,0.0,True
mp-1279116,Y(FeO2)2,1.9938794760896847,0.4436795898579106,[6.0],3.0,3.0,3.0,Octahedron,2e,1,6.0,Y,0.0,True
mp-1280748,Y(FeO2)2,1.9319213785663896,0.5359632057277278,[6.0],3.0,3.0,3.0,Octahedron,2i,1,6.0,Y,0.0,True
mp-12878,Sr2YSbO6,2.2530236509380304,0.0044547425793422,[6.0],3.0,3.0,3.0,Octahedron,2b,1,6.0,Y,0.0,True
mp-1288734,YCoO3,1.2425832545259925,1.312465611695313,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,Y,0.0,True
mp-1290829,Ba2YMn3O7,1.8999125797074063,0.5759051910269027,[8.0],3.0,3.0,3.0,Cube,2f,1,8.0,Y,0.0,True
mp-1290983,Li4Y3VO8,1.827834839164393,0.6333534352863146,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-1293833,Y(FeO2)2,1.9241393825272752,0.553876225071623,[6.0],3.0,3.0,3.0,Octahedron,2i,1,6.0,Y,0.0,True
mp-1299640,Y(FeO2)2,1.9426137072338872,0.5166986774588797,[6.0],3.0,3.0,3.0,Octahedron,"1e, 1a",1,6.0,Y,0.0,True
mp-1305431,CaYMn2O6,1.7531163917526529,0.6829374821626389,[8.0],3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square antiprism","1b, 1a",2,8.0,Y,0.0,True
mp-1317719,CaYMn2O6,0.5615863577138032,1.9661963229222876,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2a,1,8.0,Y,0.0,True
mp-1323665,Ca2Y3Si3O13,2.6473543844436533,-0.3139385616134106,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,2e,1,7.0,Y,0.0,True
mp-1323899,Y2W2O7,1.880065602293011,0.563603757204133,[8.0],3.0,3.0,3.0,Cube,"2f, 1b, 1d",1,8.0,Y,0.0,True
mp-1330514,YCoO3,2.129974338264811,0.2165767910751856,[7.0],3.0,3.0,3.0,Face-capped octahedron,"4b, 2a",1,7.0,Y,0.0,True
mp-1340758,YCuO3,1.2081214099579254,1.3608685750445642,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,Y,0.0,True
mp-13546,Y2Ge2O7,1.7395962576653292,0.7980431807252871,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,8b,1,7.0,Y,0.0,True
mp-13563,YP5O14,2.401129810606622,-0.0189458037270606,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,Y,0.0,True
mp-1361477,Y2Cr3O12,2.2228499440482663,0.1996754139877656,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,2i,1,8.0,Y,0.0,True
mp-1362204,Y2Cr3O12,1.9965374736190764,0.409137099938583,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4g,1,8.0,Y,0.0,True
mp-13627,Y3ReO8,2.0062550679967126,0.3918446800436639,[8.0],3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square antiprism",4e,2,8.0,Y,0.0,True
mp-1365383,Y2Ti3O9,2.093404554950413,0.3282894125197386,[8.0],3.0,3.0,3.0,"Square-face bicapped trigonal prism, Square antiprism",4c,2,8.0,Y,0.0,True
mp-1369302,Y2Co2O7,1.6332662046146122,0.7406346165696942,[8.0],3.0,3.0,3.0,Cube,4c,1,8.0,Y,0.0,True
mp-1369676,YAgO3,2.2951650179873258,0.0497262754504154,[7.0],3.0,3.0,3.0,Face-capped octahedron,"4b, 2a",1,7.0,Y,0.0,True
mp-1376266,YAg(WO4)2,2.334053571278166,-0.0270936397995485,[6.0],3.0,3.0,3.0,Octahedron,2f,1,6.0,Y,0.0,True
mp-1376289,YFeO3,1.9463316902045031,0.4242357545861334,[7.0],3.0,3.0,3.0,Face-capped octahedron,"4b, 2a",1,7.0,Y,0.0,True
mp-1379411,YMoO3,0.4645301626836759,2.237017295074243,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,Y,0.0,True
mp-1379819,Y2Fe2O7,1.6554828962386563,0.7273691319221933,[8.0],3.0,3.0,3.0,Cube,4d,1,8.0,Y,0.0,True
mp-14030,Na2LiY(Si2O5)3,2.0863675083797206,0.2105468356686027,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Y,0.0,True
mp-14430,Sr2YRuO6,2.219648975972192,0.0379433843581342,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Y,0.0,True
mp-14630,Y3Si3O10F,1.9807471350499388,0.496414191625221,"[5.0, 6.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Square-face capped trigonal prism",4e,2,5.0,Y,0.0,True
mp-14630,Y3Si3O10F,1.9807471350499388,0.496414191625221,"[5.0, 6.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Square-face capped trigonal prism",4e,2,6.0,Y,0.0,True
mp-14704,Li6Y(BO3)3,2.070852882826365,0.36059903684794,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4e,1,8.0,Y,0.0,True
mp-14977,Na3Y(Si2O5)3,2.0781278667137983,0.257404980961622,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Y,0.0,True
mp-1518059,Ca2YBiO6,2.5105407408386493,-0.4003824412507503,[6.0],3.0,3.0,3.0,Octahedron,2b,1,6.0,Y,0.0,True
mp-1518940,BaSrYNbO6,2.215024923766644,0.0685643455621346,[6.0],3.0,3.0,3.0,Octahedron,4u,1,6.0,Y,0.0,True
mp-1519152,BaSrYNbO6,2.2038248176448385,0.0916890268688531,[6.0],3.0,3.0,3.0,Octahedron,"1g, 1d",1,6.0,Y,0.0,True
mp-1519448,BaSrYWO6,2.063016176315606,0.2797835423733493,[6.0],3.0,3.0,3.0,Octahedron,4u,1,6.0,Y,0.0,True
mp-1521109,SrCaYBiO6,2.374576686390733,-0.1531879840130504,[6.0],3.0,3.0,3.0,Octahedron,"1g, 1d",1,6.0,Y,0.0,True
mp-1521613,BaSrYSbO6,2.1532234883956765,0.1403630095345494,[6.0],3.0,3.0,3.0,Octahedron,4u,1,6.0,Y,0.0,True
mp-15751,Ba3Y4O9,2.427096258635283,-0.2027186790164577,[6.0],3.0,3.0,3.0,"Trigonal prism, Octahedron",1a,2,6.0,Y,0.0,True
mp-15887,Sr2YIrO6,2.203566092802673,0.0488247653516016,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Y,0.0,True
mp-1640734,YFe(WO4)2,2.423106043835612,-0.1798902409528551,[6.0],3.0,3.0,3.0,no_data,no_data,1,6.0,Y,0.0,True
mp-16663,Ba6Y2Ti4O17,0.6901453659966188,2.270484446607335,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Y,0.0,True
mp-17019,Ca2YAs(WO6)2,2.6168206289023828,-0.2454280380604875,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,2b,1,8.0,Y,0.0,True
mp-17066,Y2TeO6,1.949060117792408,0.4874081514462605,[7.0],3.0,3.0,3.0,"Face-capped octahedron, Square-face capped trigonal prism",4a,2,7.0,Y,0.0,True
mp-17192,YCu(WO4)2,2.2703210310451234,0.0349364200914196,[6.0],3.0,3.0,3.0,Octahedron,2f,1,6.0,Y,0.0,True
mp-17394,NaYGeO4,1.9045079835000336,0.6187436540535737,[6.0],3.0,3.0,3.0,Octahedron,4c,1,6.0,Y,0.0,True
mp-17404,Y2Si2O7,2.2941660460861604,0.1351112841139514,[7.0],3.0,3.0,3.0,Face-capped octahedron,8d,1,7.0,Y,0.0,True
mp-17559,Y2TiO5,2.2978429142717984,0.0375019340325143,[7.0],3.0,3.0,3.0,Face-capped octahedron,4c,1,7.0,Y,0.0,True
mp-17769,YSO4F,1.819052616610211,0.6215131381930055,[6.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4c,1,6.0,Y,0.0,True
mp-17853,YGaO3,1.9091963958476077,0.4924388217533019,[7.0],3.0,3.0,3.0,Face-capped octahedron,"4b, 2a",1,7.0,Y,0.0,True
mp-17891,NaYSiO4,1.938863238692159,0.5511622768798536,[6.0],3.0,3.0,3.0,Octahedron,4c,1,6.0,Y,0.0,True
mp-17897,RbYP2O7,1.990375954781476,0.3946999209748416,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Y,0.0,True
mp-18005,NaYTiO4,0.85183776097938,1.7411741959161062,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4d,1,8.0,Y,0.0,True
mp-18265,Y2Mo2O7,1.8428525685515045,0.5971248463666595,[8.0],3.0,3.0,3.0,Cube,4d,1,8.0,Y,0.0,True
mp-18725,YCrO3,0.9391253892191608,1.647948824028805,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,Y,0.0,True
mp-18821,Y5(MoO6)2,2.273357666330486,0.0623368396451317,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Octahedron","2i, 1d",2,6.0,Y,0.0,True
mp-18821,Y5(MoO6)2,2.273357666330486,0.0623368396451317,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Octahedron","2i, 1d",2,7.0,Y,0.0,True
mp-18831,Y2Mn2O7,1.628675111233084,0.7430142898006296,[8.0],3.0,3.0,3.0,Cube,4c,1,8.0,Y,0.0,True
mp-18883,YVO3,1.0849904062786668,1.497870879638241,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,Y,0.0,True
mp-18959,Y2Be2Fe(SiO5)2,2.268372166536529,0.1931669649038462,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Y,0.0,True
mp-19005,Y6WO12,1.6038790263329663,0.9917181992109328,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,6f,1,7.0,Y,0.0,True
mp-19151,BaYCo4O7,2.371261153504477,-0.1284079603507003,[6.0],3.0,3.0,3.0,Octahedron,2b,1,6.0,Y,0.0,True
mp-19192,Y2MnNiO6,0.944238944593925,1.653007641721692,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,Y,0.0,True
mp-19242,YNiO3,1.2238399112333502,1.2907694705161743,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,Y,0.0,True
mp-19325,BaY2NiO5,1.264241883278627e-05,2.862361289230378,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,2j,1,7.0,Y,0.0,True
mp-19385,YMnO3,2.051494750108374,0.2983133942615491,[7.0],3.0,3.0,3.0,Face-capped octahedron,"4b, 2a",1,7.0,Y,0.0,True
mp-1939204,Y2Cr2O7,1.6773223294044015,0.7307266492281876,[8.0],3.0,3.0,3.0,Cube,"1h, 1e, 1b, 1f",1,8.0,Y,0.0,True
mp-19468,YCo(BO2)5,1.762025509857019,0.6329183245895978,[10.0],3.0,3.0,3.0,Square-face bicapped square antiprism,4e,1,10.0,Y,0.0,True
mp-19499,KY(MoO4)2,1.8547836458952296,0.5602351741035418,[8.0],3.0,3.0,3.0,Square antiprism,4c,1,8.0,Y,0.0,True
mp-20643,Y2Ru2O7,1.800125348544097,0.6083451301749918,[8.0],3.0,3.0,3.0,Cube,4d,1,8.0,Y,0.0,True
mp-20699,YMnO3,1.2322188615305352,1.3360906510878827,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,Y,0.0,True
mp-20783,YFeO3,0.8076498126867605,1.808279944127939,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,Y,0.0,True
mp-20897,Ba4Y2Cu6O13,3.048182821547793,-0.643337425294104,[8.0],3.0,3.0,3.0,Cube,2p,1,8.0,Y,0.0,True
mp-22668,YCoO3,1.183315801015791,1.3240569067260748,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,Y,0.0,True
mp-24656,YH3(SO4)3,2.332929507106156,0.0344185679060953,[8.0],3.0,3.0,3.0,Square antiprism,8c,1,8.0,Y,0.0,True
mp-2674749,Y2Mo2O7,1.8129753223701437,0.5915277582777675,[8.0],3.0,3.0,3.0,Cube,"2a, 2c",1,8.0,Y,0.0,True
mp-2712535,Na3Ca2Y2PS5O24,1.9702801837100927,0.4139696192466252,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2712575,Na6Ca4Y4SiS11O48,1.940447491894424,0.4606133328100753,[6.0],3.0,3.0,3.0,no_data,no_data,1,6.0,Y,0.0,True
mp-2712598,Na2Y3TaP4(SO12)2,2.0370818049184365,0.297077677370886,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2712625,Na3CaYP2SO12,1.7795971509673043,0.7049279569817437,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2712737,NaYZrP2SO12,1.9866771981985851,0.3112810958734287,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2712767,Na2Y3NbP4(SO12)2,2.0453352840313466,0.2771773798620183,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2712896,YZrP(SO6)2,2.0439081669181287,0.2539624317558392,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-2712921,Na3YNb3Si3(PO8)3,2.012506777764109,0.2999005558171175,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2712935,YSnP(SO6)2,2.0432335169559583,0.2342730648191479,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-2712943,Y3NbSiS5O24,2.071321508905459,0.2515430057836834,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2712963,YTiP(SO6)2,2.066729441630623,0.1949584440953963,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-2712967,Na3YTa3Si3(PO8)3,2.0046732488326504,0.2947946453682027,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2712973,Y3TaP2(SO6)4,2.087669356045194,0.2190691694837752,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2712992,Y2Zr2SiS5O24,2.0451726841023814,0.2787679146309512,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713004,YHfP(SO6)2,2.030506565849711,0.2554097087317971,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-2713019,Y2Ti2SiS5O24,2.0664459173431196,0.21712892383346,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713021,Y2Hf2SiS5O24,2.0333464926102587,0.2939978462673601,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713027,Na14Y3Ta5(SiO4)12,1.7826535172708002,0.6309432878759906,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713121,Y3NbP2(SO6)4,2.0859162708395287,0.2387234396671673,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713156,Na5Y3Ti(PO4)6,1.918532635165881,0.463840101754385,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713186,YTaP2SO12,2.139288318232228,0.1014981296231164,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2713240,Na2YScP2SO12,2.037476595251966,0.2896095839565742,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713274,Na2YInP2SO12,2.055158100630705,0.2637352833833876,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713310,Na2YHf(PO4)3,1.9699958905891488,0.3334604516076623,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2713324,Na2YZr(PO4)3,1.97816217604338,0.3495341378668202,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2713334,Na5Y3Hf(PO4)6,1.8906583336802327,0.5068039790223509,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713340,NaYTa(PO4)3,2.0108663252160808,0.2435973502864872,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2713357,YNbP2SO12,2.144758661171479,0.0981101720597322,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2713378,Na10YNb7(SiO4)12,1.7825664698195436,0.6537351854766543,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713508,Na10YTa7(SiO4)12,1.785727854404444,0.6469945840353456,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713510,Na10Y7Ta(PO4)12,1.9443853558343165,0.4444842581431709,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713514,Na10Y7Nb(PO4)12,1.9119125294798016,0.4917577737791017,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713523,NaYNb(PO4)3,2.015082662309311,0.2542348303425081,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2713595,Na2YSn(PO4)3,1.945065203775516,0.3728153509474642,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2713626,Na3Y2Zn2PS5O24,2.0103710506794883,0.3389548700123564,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713632,Na6Y4Mg4SiS11O48,1.9415273185156552,0.4207232922359402,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713634,Na4Y3Nb(PO4)6,1.9615394245517104,0.4022193952076199,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713662,Na4Y3Ta(PO4)6,1.9544550896438888,0.4237014541225904,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713708,Na3Y2Mg2PS5O24,1.9976852974073656,0.3472663235237968,[6.0],3.0,3.0,3.0,no_data,no_data,1,6.0,Y,0.0,True
mp-2713791,Na3Y2In2P3(SO8)3,1.9342892230789352,0.4537392924375774,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713827,YNb3(PO4)6,2.1152533718094313,0.1442310385839935,[6.0],3.0,3.0,3.0,Octahedron,"1c, 1a",1,6.0,Y,0.0,True
mp-2713871,Na3Y4P3(SO8)3,1.933130595641087,0.465777455065724,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713893,Na2Y3Nb5(PO4)12,2.055653482404092,0.2275265805598731,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713925,YTa3(PO4)6,2.0913789759994996,0.1658990601356334,[6.0],3.0,3.0,3.0,Octahedron,"1c, 1a",1,6.0,Y,0.0,True
mp-2713931,Na2Y3Ta5(PO4)12,2.05443732417618,0.2340617204878505,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2713970,Na3Y2Sc2P3(SO8)3,1.964862781866593,0.3955717405345592,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714035,NaY2In2PS5O24,1.997327580256039,0.3319496590661552,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714042,Na5Y3TaSiP5O24,1.921843293399468,0.4648243067776855,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714077,NaYMg(SO4)3,1.929214085075084,0.4143682959925259,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2714086,NaY2Sc2PS5O24,1.9960452335355203,0.3411876052342186,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714094,NaLa2Y2PS5O24,1.9707591145251104,0.4516513182897842,[6.0],3.0,3.0,3.0,no_data,no_data,1,6.0,Y,0.0,True
mp-2714095,Na2Y4In4SiS11O48,1.9997592606361072,0.3354963443634849,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714123,Na7CaY3(PO4)6,1.947328830716529,0.4371224027678112,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714136,NaYZn(SO4)3,1.9789954687714393,0.3433870437721512,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2714189,NaCaY(SO4)3,2.019896844517548,0.3554460945590417,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Y,0.0,True
mp-2714204,Na5Y2Hf2SiP5O24,1.9482928365677463,0.4040089436700845,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714205,Na2Y8SiS11O48,1.987607037918219,0.3839849714530986,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714229,Na2Y4Sc4SiS11O48,1.9987403978404763,0.3487012336220673,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714258,Na2La4Y4SiS11O48,1.9393049199536352,0.4925584261819926,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714278,Na7Y3Mg(PO4)6,1.7966908761098643,0.6376736325412724,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714292,Na7Y3Zn(PO4)6,2.0006771595382267,0.3615542982539133,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714315,NaY4PS5O24,1.985311071542487,0.3856236953883086,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714399,Na2Y2Sc2SiS5O24,2.0047480657172967,0.334898356661077,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714426,NaYInP(SO6)2,2.0392150021429756,0.2919003119246289,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714427,Na4YScSi(PO6)2,1.7900712316402991,0.6571781717564059,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714519,Na4YInSi(PO6)2,1.795550467206335,0.640985344076413,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714544,NaY2P(SO6)2,2.021961839133654,0.3344360375804526,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-2714548,Na2Y4SiS5O24,1.9830849954012455,0.3959418328735195,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714558,Na4Y2Si(PO6)2,1.8012778898779431,0.6454925861181449,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-2714574,NaYScP(SO6)2,2.03615268817779,0.2867034150242996,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714643,Na3YTi3(PO4)6,1.9662460520961424,0.3373148674812072,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714649,Na7Y2Si3Sn2(PO8)3,1.8171577893291988,0.613245144815681,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714655,Na3YHf3(PO4)6,1.966451682477488,0.3743672148808889,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714660,Na7Y3TaSi3(PO8)3,1.9195942866229656,0.4785165947044613,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714678,Na3YSn3(PO4)6,1.9710514998751305,0.344279658440398,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714730,Na7Y2Ti2Si3(PO8)3,1.8600574964379484,0.5678080740430168,[6.0],3.0,3.0,3.0,no_data,no_data,1,6.0,Y,0.0,True
mp-2714743,Na7Y2Zr2Si3(PO8)3,1.7405334409361004,0.7429273651090206,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-2714757,NaCaY3(SO4)6,2.121941070833043,0.1983803426431309,[6.0],3.0,3.0,3.0,Octahedron,"1b, 1c, 1a",1,6.0,Y,0.0,True
