material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Y_wyckoff,num_Y_chemenvs,CN,element,charge_range,is_single_charge
mp-1211586,KLiY2(MoO4)4,2.1441572604069608,0.2975073910263414,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4f,1,8.0,Y,0.0,True
mp-1212171,Li3Y(NO3)6,2.4890462100604176,0.0028279917086268,[10.0],3.0,3.0,3.0,Square-face bicapped square antiprism,4e,1,10.0,Y,0.0,True
mp-1213335,CsY(WO4)2,2.31499335058092,0.0274667464957215,[6.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,2e,1,6.0,Y,0.0,True
mp-1213894,CaYBO4,1.8634865158398115,0.5934827405610191,[7.0],3.0,3.0,3.0,Face-capped octahedron,4c,1,7.0,Y,0.0,True
mp-1214020,Ca4YB3O10,2.0675471544804784,0.412808912817976,[6.0],3.0,3.0,3.0,no_data,no_data,1,6.0,Y,0.0,True
mp-1214112,Ca2YBeO5,1.6464536924076512,0.8347136629175935,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4c,1,8.0,Y,0.0,True
mp-1214116,Ca2YNbO6,2.3406674402770875,-0.1070851663112308,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-1214357,BaY2(MoO4)4,2.118741208937351,0.3116760812797121,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4f,1,8.0,Y,0.0,True
mp-1214479,Ba5Y8Zn4O21,2.9551948024566856,-0.670786754559595,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4h,1,7.0,Y,0.0,True
mp-1214494,Ba5Y2ZrAl2O13,2.384211192252884,-0.1713824744652095,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Y,0.0,True
mp-1214519,Ba6Y2Al4O15,3.063683669665563,-1.096745982935726,[6.0],3.0,3.0,3.0,Octahedron,4g,1,6.0,Y,0.0,True
mp-1214542,Ba6Y2Ga4O15,3.0040056709440406,-1.0382870160746829,[6.0],3.0,3.0,3.0,Octahedron,4g,1,6.0,Y,0.0,True
mp-1214593,Ba2Y2Mn4O11,1.480215150346573,0.9075757424632308,[10.0],3.0,3.0,3.0,Bicapped square prism (adjacent faces),2g,1,10.0,Y,0.0,True
mp-1214627,Ba2SrY2Cu2PtO10,1.9486200947183123,0.4935509974264366,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,2i,1,7.0,Y,0.0,True
mp-1214954,Ba2YV3O11,1.3215239994980508,1.200827784621484,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4e,1,8.0,Y,0.0,True
mp-1215946,YU2O6,2.3175357851397864,0.0402901360049498,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,Y,0.0,True
mp-1215975,YSn2BiO7,1.75055578191483,0.7246843082598666,[8.0],3.0,3.0,3.0,Cube,2b,1,8.0,Y,0.0,True
mp-1215985,YErAl2O6,1.4978419230137283,1.002388802068661,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2a,1,8.0,Y,0.0,True
mp-1215989,YBiRu2O7,1.6122567665491885,0.8315068045173938,[8.0],3.0,3.0,3.0,Cube,2b,1,8.0,Y,0.0,True
mp-1215993,YBi3(Ru2O7)2,1.5310154499806488,0.9222450236797076,[8.0],3.0,3.0,3.0,Cube,1b,1,8.0,Y,0.0,True
mp-1216032,YEr(FeO3)2,1.0946624947890595,1.4783897543957358,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2a,1,8.0,Y,0.0,True
mp-1216049,YNO4,2.034385798326593,0.4154313310310038,[8.0],3.0,3.0,3.0,Cube,2c,1,8.0,Y,0.0,True
mp-1216093,Y4TiSn3O14,1.868721927181531,0.5763429271513505,[8.0],3.0,3.0,3.0,Cube,"3e, 1b",1,8.0,Y,0.0,True
mp-1216097,Y3Bi(Ru2O7)2,1.716404771508799,0.7083958171066977,[8.0],3.0,3.0,3.0,Cube,3d,1,8.0,Y,0.0,True
mp-1216099,Y3Sn4BiO14,1.827023501024048,0.6349001557298872,[8.0],3.0,3.0,3.0,Cube,3e,1,8.0,Y,0.0,True
mp-1216100,Y2BeAlBO7,2.236156380494563,0.2246856416446334,[8.0],3.0,3.0,3.0,Square antiprism,2a,1,8.0,Y,0.0,True
mp-1216103,Y4Ti3SnO14,1.6938581104982418,0.7563341437653524,[8.0],3.0,3.0,3.0,"Cube, Hexagonal bipyramid","3e, 1b",2,8.0,Y,0.0,True
mp-1216104,Y2TiSnO7,1.77229750991295,0.6768625385891174,[8.0],3.0,3.0,3.0,Cube,"2d, 2b",1,8.0,Y,0.0,True
mp-1216107,Y2MnSbO7,2.079045302193007,0.3512479123087043,[8.0],3.0,3.0,3.0,Cube,"2d, 2b",1,8.0,Y,0.0,True
mp-1216120,YTiNbO6,2.2642497657561713,0.1945343706509262,[8.0],3.0,3.0,3.0,Square antiprism,4e,1,8.0,Y,0.0,True
mp-1216121,Y2FeSbO7,2.014367028241576,0.4132871744917946,[8.0],3.0,3.0,3.0,Cube,"2a, 2c",1,8.0,Y,0.0,True
mp-1216122,Y4Zr3O12,1.711535020062507,0.7296619051440129,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,1a,1,7.0,Y,0.0,True
mp-1216129,Y2Mn3Sb3O14,2.158618590005206,0.2778723243656017,[8.0],3.0,3.0,3.0,Cube,4f,1,8.0,Y,0.0,True
mp-1216130,Y2VFeO6,0.7721447112157961,1.8867753868854724,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,Y,0.0,True
mp-1216153,Y2CrFeO6,0.9117408779511008,1.6873011567047371,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,Y,0.0,True
mp-1216160,Y4Zr3O12,2.101565587700206,0.2859684824730745,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,2i,1,7.0,Y,0.0,True
mp-1216168,Y5O4F7,2.020190844400364,0.3552687353471657,"[3.0, 2.0, 4.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Cube, Square-face capped trigonal prism",2c,3,3.0,Y,0.0,True
mp-1216168,Y5O4F7,2.020190844400364,0.3552687353471657,"[3.0, 2.0, 4.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Cube, Square-face capped trigonal prism",2c,3,2.0,Y,0.0,True
mp-1216168,Y5O4F7,2.020190844400364,0.3552687353471657,"[3.0, 2.0, 4.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Cube, Square-face capped trigonal prism",2c,3,4.0,Y,0.0,True
mp-1216171,Y2MnFeO6,1.1014297013215817,1.5081437913394038,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4e,1,8.0,Y,0.0,True
mp-1216198,Y7(O2F3)3,1.9891333722129136,0.4258959165059185,"[3.0, 2.0, 4.0, 4.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Cube, Square-face capped trigonal prism",2c,3,3.0,Y,0.0,True
mp-1216198,Y7(O2F3)3,1.9891333722129136,0.4258959165059185,"[3.0, 2.0, 4.0, 4.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Cube, Square-face capped trigonal prism",2c,3,2.0,Y,0.0,True
mp-1216198,Y7(O2F3)3,1.9891333722129136,0.4258959165059185,"[3.0, 2.0, 4.0, 4.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Cube, Square-face capped trigonal prism",2c,3,4.0,Y,0.0,True
mp-1216198,Y7(O2F3)3,1.9891333722129136,0.4258959165059185,"[3.0, 2.0, 4.0, 4.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Cube, Square-face capped trigonal prism",2c,3,4.0,Y,0.0,True
mp-1216201,Y2CrSbO7,1.9856606356206516,0.4078829548720237,[8.0],3.0,3.0,3.0,Cube,"2d, 2a",1,8.0,Y,0.0,True
mp-1216205,Y4Mn3NiO12,1.4849342553484672,1.03779102068216,[8.0],3.0,3.0,3.0,no_data,no_data,1,8.0,Y,0.0,True
mp-1216208,Y4Ti6Bi2O21,1.6384860287327565,0.8022561938881942,[8.0],3.0,3.0,3.0,Cube,"4j, 2e, 2i",1,8.0,Y,0.0,True
mp-1216224,Y3Mn2Sb3O14,2.07961641577126,0.364249867999385,[8.0],3.0,3.0,3.0,Cube,3d,1,8.0,Y,0.0,True
mp-1216250,Y4US5O3,1.8861809198975497,0.6259394166563902,"[3.0, 4.0, 0, 2.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Face-capped octahedron, Octahedron",2a,3,3.0,Y,0.0,True
mp-1216250,Y4US5O3,1.8861809198975497,0.6259394166563902,"[3.0, 4.0, 0, 2.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Face-capped octahedron, Octahedron",2a,3,4.0,Y,0.0,True
mp-1216250,Y4US5O3,1.8861809198975497,0.6259394166563902,"[3.0, 4.0, 0, 2.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Face-capped octahedron, Octahedron",2a,3,0.0,Y,0.0,True
mp-1216250,Y4US5O3,1.8861809198975497,0.6259394166563902,"[3.0, 4.0, 0, 2.0]",3.0,3.0,3.0,"Square-face bicapped trigonal prism, Face-capped octahedron, Octahedron",2a,3,2.0,Y,0.0,True
mp-1216271,Y3ErTi4(SiO9)2,2.060784796268723,0.3480433455330015,[8.0],3.0,3.0,3.0,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",2a,2,8.0,Y,0.0,True
mp-1216291,Y3HoFe4(Ge2O7)4,1.7601347925937554,0.7914079927263581,[6.0],3.0,3.0,3.0,Square-face capped trigonal prism,1a,1,6.0,Y,0.0,True
mp-1216309,Y2Mg3(GeO4)3,2.297695947448311,0.1104712621465558,[8.0],3.0,3.0,3.0,Cube,8e,1,8.0,Y,0.0,True
mp-1216342,Y4CdMo3O16,2.0988638196679537,0.3075395294979133,[8.0],3.0,3.0,3.0,Cube,"4c, 12f",1,8.0,Y,0.0,True
mp-1216371,Y6O5F8,2.0447248324983742,0.3446530049559219,"[3.0, 2.0, 4.0, 4.0]",3.0,3.0,3.0,"Cube, Square-face bicapped trigonal prism, Square-face capped trigonal prism","2b, 2a, 4c",3,3.0,Y,0.0,True
mp-1216371,Y6O5F8,2.0447248324983742,0.3446530049559219,"[3.0, 2.0, 4.0, 4.0]",3.0,3.0,3.0,"Cube, Square-face bicapped trigonal prism, Square-face capped trigonal prism","2b, 2a, 4c",3,2.0,Y,0.0,True
mp-1216371,Y6O5F8,2.0447248324983742,0.3446530049559219,"[3.0, 2.0, 4.0, 4.0]",3.0,3.0,3.0,"Cube, Square-face bicapped trigonal prism, Square-face capped trigonal prism","2b, 2a, 4c",3,4.0,Y,0.0,True
mp-1216371,Y6O5F8,2.0447248324983742,0.3446530049559219,"[3.0, 2.0, 4.0, 4.0]",3.0,3.0,3.0,"Cube, Square-face bicapped trigonal prism, Square-face capped trigonal prism","2b, 2a, 4c",3,4.0,Y,0.0,True
mp-1216376,Y2Mn(GeO3)4,2.0194010252458967,0.3783330745826018,"[6.0, 8.0]",3.0,3.0,3.0,"Square antiprism, Octahedron","2f, 2b",2,6.0,Y,0.0,True
mp-1216376,Y2Mn(GeO3)4,2.0194010252458967,0.3783330745826018,"[6.0, 8.0]",3.0,3.0,3.0,"Square antiprism, Octahedron","2f, 2b",2,8.0,Y,0.0,True
mp-1216458,Y4ZrMn5O15,1.808566968801829,0.6289861470646068,"[7.0, 8.0]",3.0,3.0,3.0,"Cube, Face-capped octahedron",1a,2,7.0,Y,0.0,True
mp-1216458,Y4ZrMn5O15,1.808566968801829,0.6289861470646068,"[7.0, 8.0]",3.0,3.0,3.0,"Cube, Face-capped octahedron",1a,2,8.0,Y,0.0,True
mp-1217784,SrYAl3O7,2.2382710534228165,0.1876241705707872,[6.0],3.0,3.0,3.0,Square antiprism,2d,1,6.0,Y,0.0,True
mp-1217786,SrYGa3O7,2.3185939981161576,0.0861589257782399,[6.0],3.0,3.0,3.0,Square antiprism,2d,1,6.0,Y,0.0,True
mp-1218231,SrLiY2(BO3)3,1.8979884143275845,0.5127587562264144,[8.0],3.0,3.0,3.0,Square antiprism,6g,1,8.0,Y,0.0,True
mp-1218597,Sr2YMn2O7,1.7924847521575196,0.7303700389553721,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2e,1,8.0,Y,0.0,True
mp-1218645,Sr4CeY3Fe2(Cu2O9)2,2.19560345427936,0.2030320197933129,[8.0],3.0,3.0,3.0,Cube,"1a, 1d",1,8.0,Y,0.0,True
mp-1218649,Sr2Y4Fe2Cu2O13,2.0819331531767635,0.3263902527007045,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,4f,1,7.0,Y,0.0,True
mp-1218662,Sr6Ce2Y4Fe3(CuO8)3,2.006754047005366,0.3934542171847202,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,Y,0.0,True
mp-1218669,Sr6Y3Fe(Cu4O11)2,2.264444228867945,0.1358977474088106,[8.0],3.0,3.0,3.0,Cube,"2n, 1f",1,8.0,Y,0.0,True
mp-1218697,Sr6CaY2Ga3(Cu2O7)3,1.842314905681933,0.5876532567479499,[8.0],3.0,3.0,3.0,Cube,2a,1,8.0,Y,0.0,True
mp-1218712,Sr6CaY2Ga3(Cu2O7)3,2.38519753446734,0.0296571958020145,"[8.0, 8.0]",3.0,3.0,3.0,Cube,2a,1,8.0,Y,0.0,True
mp-1218712,Sr6CaY2Ga3(Cu2O7)3,2.38519753446734,0.0296571958020145,"[8.0, 8.0]",3.0,3.0,3.0,Cube,2a,1,8.0,Y,0.0,True
mp-1218736,Sr6Ce2Y4Fe3(CuO8)3,2.269353013016133,0.1203914402840528,"[8.0, 8.0]",3.0,3.0,3.0,Cube,"1b, 1a",1,8.0,Y,0.0,True
mp-1218736,Sr6Ce2Y4Fe3(CuO8)3,2.269353013016133,0.1203914402840528,"[8.0, 8.0]",3.0,3.0,3.0,Cube,"1b, 1a",1,8.0,Y,0.0,True
mp-1218854,Sr2CeYCu2RuO10,1.700826232704514,0.7173893624386187,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,Y,0.0,True
mp-1220215,NdY3(Mo4O15)2,2.20498289093919,0.1525157622497379,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,1a,1,7.0,Y,0.0,True
mp-1220706,NaYTi2(SiO5)2,1.8694488350692116,0.605792492791408,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,1a,1,7.0,Y,0.0,True
mp-1220744,NaYTi2O6,0.869585224531836,1.6458893496541358,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2a,1,8.0,Y,0.0,True
mp-1220760,NaYIrO4,1.6828094999830956,0.7601986897299469,"[7.0, 9.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Tricapped triangular prism (three square-face caps)","1b, 2e",2,7.0,Y,0.0,True
mp-1220760,NaYIrO4,1.6828094999830956,0.7601986897299469,"[7.0, 9.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Tricapped triangular prism (three square-face caps)","1b, 2e",2,9.0,Y,0.0,True
mp-1220819,NaY9(Si3O13)2,2.0298522336490903,0.4304408636542512,"[7.0, 9.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Tricapped triangular prism (three square-face caps)","3d, 1b, 1a",2,7.0,Y,0.0,True
mp-1220819,NaY9(Si3O13)2,2.0298522336490903,0.4304408636542512,"[7.0, 9.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Tricapped triangular prism (three square-face caps)","3d, 1b, 1a",2,9.0,Y,0.0,True
mp-1221246,Na3Y(Si2O5)3,2.2485082765714273,0.0465313371709474,[6.0],3.0,3.0,3.0,Octahedron,"1b, 1c",1,6.0,Y,0.0,True
mp-1221257,Na3YSi2O7,2.649904386820955,-0.5304120283060035,[6.0],3.0,3.0,3.0,"Trigonal prism, Octahedron","2b, 2a",2,6.0,Y,0.0,True
mp-1221283,Na3YC2(O3F)2,1.6075458187464895,0.8555304720869753,[6.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,4e,1,6.0,Y,0.0,True
mp-1222063,Na15Y2C9SClO30F,2.1252755839037034,0.3107748660513963,[9.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),1b,1,9.0,Y,0.0,True
mp-1222506,LiY9(Si3O13)2,2.0383727587760205,0.4179074564678805,"[7.0, 9.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Tricapped triangular prism (three square-face caps)","3d, 1b, 1a",2,7.0,Y,0.0,True
mp-1222506,LiY9(Si3O13)2,2.0383727587760205,0.4179074564678805,"[7.0, 9.0]",3.0,3.0,3.0,"Pentagonal bipyramid, Tricapped triangular prism (three square-face caps)","3d, 1b, 1a",2,9.0,Y,0.0,True
mp-1222804,LaY3Ti4O14,1.633209492657453,0.8100973571434634,[8.0],3.0,3.0,3.0,Cube,3e,1,8.0,Y,0.0,True
mp-1222847,LaY3Sc4O12,1.773246356077704,0.7553297668601718,"[6.0, 8.0]",3.0,3.0,3.0,Square-face bicapped trigonal prism,"1b, 1a",1,6.0,Y,0.0,True
mp-1222847,LaY3Sc4O12,1.773246356077704,0.7553297668601718,"[6.0, 8.0]",3.0,3.0,3.0,Square-face bicapped trigonal prism,"1b, 1a",1,8.0,Y,0.0,True
mp-1223094,La3YTi4O14,1.4460842864251382,1.03210878356577,[8.0],3.0,3.0,3.0,Hexagonal bipyramid,1b,1,8.0,Y,0.0,True
mp-1223134,La3YSc4O12,1.2726590480204436,1.2927498162795374,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1a,1,8.0,Y,0.0,True
mp-1223458,KBaY(BO3)2,1.9895307509280968,0.4075497089950183,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-1223465,KBaY(BO2)6,2.450896005846281,-0.2370320034025917,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-1224479,GdYScSbO7,1.9280896340552536,0.5003171915242411,[8.0],3.0,3.0,3.0,Cube,2d,1,8.0,Y,0.0,True
mp-1224573,GdY3(FeO3)4,1.4301475425200791,1.0419791138845045,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,"1b, 1a",1,8.0,Y,0.0,True
mp-1224574,K2YHf(PO4)3,2.122968180431164,0.1566461570965782,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Y,0.0,True
mp-1224611,K2YTi(PO4)3,2.1372276119687874,0.1317062241322044,[6.0],3.0,3.0,3.0,no_data,no_data,1,6.0,Y,0.0,True
mp-1224627,GdY(WO4)3,2.3855807085096616,0.0150835195770606,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2c,1,8.0,Y,0.0,True
mp-1224655,GdY(FeO3)2,1.180618675589946,1.3898015670024628,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2a,1,8.0,Y,0.0,True
mp-1224905,Gd7Y5Nb4O28,2.182541060959682,0.192857773636751,[7.0],3.0,3.0,3.0,Pentagonal bipyramid,1a,1,7.0,Y,0.0,True
mp-1225082,Gd3Y(FeO3)4,1.4168894955338434,1.0587254743080574,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1a,1,8.0,Y,0.0,True
mp-1225109,DyY(FeO3)2,1.1431446359653763,1.437058443603829,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2a,1,8.0,Y,0.0,True
mp-1225181,DyYMn2O6,1.9341080748764647,0.473687652387846,[7.0],3.0,3.0,3.0,Face-capped octahedron,"1b, 1a",1,7.0,Y,0.0,True
mp-1225321,Na12DyY3H48(CO5)12,2.3285707646237985,0.0863780713922977,[9.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),1a,1,9.0,Y,0.0,True
mp-1225383,Dy2YTaO7,1.7708557528925293,0.7241016040825754,[8.0],3.0,3.0,3.0,Cube,2b,1,8.0,Y,0.0,True
mp-1227044,CaYAlO4,0.8755729418631624,1.4768559773192464,[9.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),1a,1,9.0,Y,0.0,True
mp-1227099,CaYTi2O6,1.084988849014772,1.419285891692725,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2a,1,8.0,Y,0.0,True
mp-1227104,CaYAl3O7,2.1468421048839845,0.3297740231333976,[8.0],3.0,3.0,3.0,Square antiprism,2d,1,8.0,Y,0.0,True
mp-1227117,CaY3Ti4O12,1.4989850261259252,0.9660885343015956,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,"1b, 1a",1,8.0,Y,0.0,True
mp-1227119,CaYAl3O7,1.7857173059561204,0.767079630471747,[8.0],3.0,3.0,3.0,Square antiprism,2a,1,8.0,Y,0.0,True
mp-1227126,CaYMn2O6,1.1630292154051711,1.325719988574754,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,2a,1,8.0,Y,0.0,True
mp-1227159,CaYGa3O7,2.196729455630858,0.2966430567430394,[8.0],3.0,3.0,3.0,Square antiprism,2d,1,8.0,Y,0.0,True
mp-1227286,BaYMnCoO5,2.3157414747692213,0.1086166458705208,[8.0],3.0,3.0,3.0,Cube,2a,1,8.0,Y,0.0,True
mp-1227308,CaY2(GeO3)4,1.9982190812759104,0.4151512757788932,"[6.0, 8.0]",3.0,3.0,3.0,"Square antiprism, Octahedron","2f, 2b",2,6.0,Y,0.0,True
mp-1227308,CaY2(GeO3)4,1.9982190812759104,0.4151512757788932,"[6.0, 8.0]",3.0,3.0,3.0,"Square antiprism, Octahedron","2f, 2b",2,8.0,Y,0.0,True
mp-1227362,CaYP7O20,2.370199188838001,-0.1972418065902308,[6.0],3.0,3.0,3.0,Octahedron,2d,1,6.0,Y,0.0,True
mp-1227396,BaYZn3CoO7,1.8864419908563177,0.5662581767171623,[6.0],3.0,3.0,3.0,Octahedron,2b,1,6.0,Y,0.0,True
mp-1227433,BaSrY(CuO2)4,2.2969214285803163,0.1200443959401321,[8.0],3.0,3.0,3.0,Cube,1b,1,8.0,Y,0.0,True
mp-1227446,Ca2SmYMn4O12,1.767171836217334,0.6863344373640318,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1a,1,8.0,Y,0.0,True
mp-1227620,Ca3YTi4O12,1.1925905102291157,1.2878596631379289,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,1b,1,8.0,Y,0.0,True
mp-1227647,BaSrYCu3PbO7,1.9330753309244244,0.4962108995070921,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,Y,0.0,True
mp-1227763,BaSr2Y2Cu2PtO10,2.0821395271653302,0.3094020945184442,[7.0],3.0,3.0,3.0,no_data,no_data,1,7.0,Y,0.0,True
mp-1227790,BaSr2Y6O12,2.0862567967138266,0.3215777761836888,[6.0],3.0,3.0,3.0,Octahedron,"3j, 3k",1,6.0,Y,0.0,True
mp-1227926,Ca2YMn3O9,2.361817685000841,0.0399095404800112,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4c,1,8.0,Y,0.0,True
mp-1228020,Ba3YIrRuO9,1.7949526595034606,0.6288728173498793,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-1228052,Ba3Y2MoO9,1.5789912571915188,0.9673663375238644,[6.0],3.0,3.0,3.0,Octahedron,"1d, 2i, 1a",1,6.0,Y,0.0,True
mp-1228087,Ba3Y2WO9,1.5549543240610784,0.9739334300163932,[6.0],3.0,3.0,3.0,Octahedron,"1b, 2i, 1c",1,6.0,Y,0.0,True
mp-1228139,BaCa2Y6O12,2.0108709382589516,0.4208784361063993,[6.0],3.0,3.0,3.0,Octahedron,"3j, 3k",1,6.0,Y,0.0,True
mp-1228236,Ba4PrY(Cu3O7)2,2.4271087949172547,-0.0122479386726812,[8.0],3.0,3.0,3.0,Cube,1d,1,8.0,Y,0.0,True
mp-1228257,Ba2YCu3PbO7,2.323539828731625,0.1126361502562586,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,Y,0.0,True
mp-1228262,Ba2Y2Mn4O11,1.0594037360447686,1.283957956260698,[10.0],3.0,3.0,3.0,Bicapped square prism (adjacent faces),2i,1,10.0,Y,0.0,True
mp-1228264,Ba4Y2Cu7O15,2.3919828231074787,0.0262234310235148,[8.0],3.0,3.0,3.0,Cube,2j,1,8.0,Y,0.0,True
mp-1228275,Ba4Y2Cu6NiO15,2.497285066648506,-0.0781075630388715,[8.0],3.0,3.0,3.0,Cube,2b,1,8.0,Y,0.0,True
mp-1228285,Ba8Y4Cu(WO8)3,1.8555191225883776,0.5743696995382608,[6.0],3.0,3.0,3.0,Octahedron,"2e, 2c",1,6.0,Y,0.0,True
mp-1228291,Ba4Y2Cu5PdO14,2.404823913544182,0.0101453932558309,[8.0],3.0,3.0,3.0,Cube,2t,1,8.0,Y,0.0,True
mp-1228315,Ba4Y2Cu7O15,2.402095261267987,0.0196946317854516,[8.0],3.0,3.0,3.0,Cube,2j,1,8.0,Y,0.0,True
mp-1228317,Ba2Y2Zn8O13,1.9870520815329304,0.4528256705895323,"[5.0, 6.0]",3.0,3.0,3.0,"Square pyramid, Octahedron",1a,2,5.0,Y,0.0,True
mp-1228317,Ba2Y2Zn8O13,1.9870520815329304,0.4528256705895323,"[5.0, 6.0]",3.0,3.0,3.0,"Square pyramid, Octahedron",1a,2,6.0,Y,0.0,True
mp-1228323,Ba8CaY3(CuO2)12,1.987822995803239,0.4338302754763136,[8.0],3.0,3.0,3.0,Cube,"2i, 1d",1,8.0,Y,0.0,True
mp-1228408,Ba3SrY8(CuO5)4,1.932434025397957,0.4885808034202563,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,"1b, 1a",1,7.0,Y,0.0,True
mp-1228425,Ba8Y4(Cu4O9)3,2.815194749273139,-0.4042121906456176,[8.0],3.0,3.0,3.0,Cube,"1c, 2i, 1d",1,8.0,Y,0.0,True
mp-1228458,Ba6Y2Ru3PtO18,1.6077243210687164,0.8936299693926086,[6.0],3.0,3.0,3.0,Octahedron,1c,1,6.0,Y,0.0,True
mp-1228573,Ba2CaY(Co4O7)2,2.6286383812655054,-0.4705549693322327,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Y,0.0,True
mp-1228739,Ba2Li3Y3(MoO4)8,2.1249212032394316,0.2934804361811823,[8.0],3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,1a,1,8.0,Y,0.0,True
mp-1228878,Ba10CaY4(Cu3O7)5,2.346523213307492,0.0587177750013717,"[8.0, 8.0]",3.0,3.0,3.0,Cube,2i,1,8.0,Y,0.0,True
mp-1228878,Ba10CaY4(Cu3O7)5,2.346523213307492,0.0587177750013717,"[8.0, 8.0]",3.0,3.0,3.0,Cube,2i,1,8.0,Y,0.0,True
mp-1228903,Ba10Y5Cu15O34,2.8341330267189013,-0.4175696610529887,[8.0],3.0,3.0,3.0,Cube,"1f, 2i",1,8.0,Y,0.0,True
mp-1228989,Ba10PrY4(Cu3O7)5,2.401502681954166,0.0170936260162777,[8.0],3.0,3.0,3.0,Cube,2t,1,8.0,Y,0.0,True
mp-1229059,Ba10Gd2Y3(Cu3O7)5,2.392467533280893,0.0237379270247036,"[8.0, 8.0]",3.0,3.0,3.0,Cube,"2n, 1f",1,8.0,Y,0.0,True
mp-1229059,Ba10Gd2Y3(Cu3O7)5,2.392467533280893,0.0237379270247036,"[8.0, 8.0]",3.0,3.0,3.0,Cube,"2n, 1f",1,8.0,Y,0.0,True
mp-1229067,Ba10Y5Cu15O32,2.2420854229055065,0.1900465224171287,[8.0],3.0,3.0,3.0,Cube,"2i, 1g",1,8.0,Y,0.0,True
