CN,formal_charge,count,fraction_within_cn,weighted_charge_contribution
0.0,3,2,1.0,3.0
1.0,3,3,1.0,3.0
2.0,3,8,1.0,3.0
3.0,3,12,1.0,3.0
4.0,3,27,1.0,3.0
5.0,3,16,1.0,3.0
6.0,3,329,1.0,3.0
7.0,3,123,1.0,3.0
8.0,3,260,1.0,3.0
9.0,3,19,1.0,3.0
10.0,3,6,1.0,3.0
11.0,3,1,1.0,3.0
12.0,3,2,1.0,3.0
