material_id,chem_formula,n_rows,CN_values,R0_mean,B_mean,chemenv_examples,mean_charge_mean,min_charge_min,max_charge_max
mp-1216198,Y7(O2F3)3,4,"[2, 3, 4]",1.9891333722129136,0.4258959165059185,"Square-face bicapped trigonal prism, Cube, Square-face capped trigonal prism",3.0,3.0,3.0
mp-1216250,Y4US5O3,4,"[0, 2, 3, 4]",1.8861809198975497,0.6259394166563902,"Square-face bicapped trigonal prism, Face-capped octahedron, Octahedron",3.0,3.0,3.0
mp-1216371,Y6O5F8,4,"[2, 3, 4]",2.0447248324983742,0.3446530049559219,"Cube, Square-face bicapped trigonal prism, Square-face capped trigonal prism",3.0,3.0,3.0
mp-676605,Y6O5F8,4,"[3, 4]",2.072730102434142,0.3115588898760119,"Cube, Square-face bicapped trigonal prism, Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",3.0,3.0,3.0
mp-757483,Y6O5F8,4,"[2, 3, 4]",1.9822105683213855,0.4521751810059557,"Cube, Square-face bicapped trigonal prism, Square-face capped trigonal prism",3.0,3.0,3.0
mp-1020714,Y4AlSiNO8,3,"[6, 7]",1.81224875401272,0.6990352583504539,"Face-capped octahedron, Square-face capped trigonal prism, Octahedron",3.0,3.0,3.0
mp-1200205,Y4Si3O11F2,3,"[5, 6]",1.8436142642074411,0.6373242209043258,"Square-face capped trigonal prism, Square antiprism",3.0,3.0,3.0
mp-1216168,Y5O4F7,3,"[2, 3, 4]",2.020190844400364,0.3552687353471657,"Square-face bicapped trigonal prism, Cube, Square-face capped trigonal prism",3.0,3.0,3.0
mp-38807,Y7ReO14,3,"[6, 7, 8]",2.0134972445492574,0.44002684709094614,"Cube, Hexagonal bipyramid, Square-face capped trigonal prism, Octahedron",3.0,3.0,3.0
mp-530641,Y4Cu7O16,3,[8],2.3321729746208986,0.0534654825394072,Dodecahedron with triangular faces - p2345 plane normalized,3.0,3.0,3.0
mp-556860,Y2Si2O7,3,"[6, 7, 8]",2.0490186396221297,0.3898098841332725,"Square-face bicapped trigonal prism, Square-face capped trigonal prism, Octahedron",3.0,3.0,3.0
mp-559085,Y2WO6,3,"[6, 7, 8]",2.126981147784833,0.2969516621746934,"Cube, Face-capped octahedron, Bicapped octahedron (cap faces with one edge in common), Dodecahedron with triangular faces",3.0,3.0,3.0
mp-581644,Y2Si2O7,3,"[6, 7, 8]",2.055728093858721,0.37127162084383175,"Octahedron, Square-face bicapped trigonal prism, Square-face capped trigonal prism, Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",3.0,3.0,3.0
mp-685370,Y2Ti2O7,3,"[6, 7, 8]",1.6928965249478338,0.774362974314875,"Cube, Hexagonal bipyramid, Pentagonal bipyramid",3.0,3.0,3.0
mp-766345,Y5O4F7,3,"[2, 3, 4]",2.0378789314596135,0.3653137878518302,no_data,3.0,3.0,3.0
mp-769346,Y2Ge2O7,3,"[6, 7, 8]",2.106812613391157,0.3292161727036525,"Square-face bicapped trigonal prism, Pentagonal bipyramid, Square-face capped trigonal prism",3.0,3.0,3.0
mp-1019523,Ba3NaY3(Si3O10)2,2,"[7, 8]",1.7970825591768524,0.6722508025530292,"Pentagonal bipyramid, Square antiprism",3.0,3.0,3.0
