material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Pb_wyckoff,num_Pb_chemenvs,CN,element,charge_range,is_single_charge
mp-1196917,B2Mo(PbO2)6,2.3923777327221294,0.1984039867914219,"[5.0, 7.0]",2.0,2.0,2.0,"Square pyramid, Square-face capped trigonal prism","8h, 4g",2,7.0,Pb,0.0,True
mp-1196950,TePb3Cl4O3,2.39630327871451,0.1169478427693651,"[2.0, 3.0]",2.0,2.0,2.0,"Octahedron, Square-face capped trigonal prism, Square-face bicapped trigonal prism",4a,3,2.0,Pb,0.0,True
mp-1196950,TePb3Cl4O3,2.39630327871451,0.1169478427693651,"[2.0, 3.0]",2.0,2.0,2.0,"Octahedron, Square-face capped trigonal prism, Square-face bicapped trigonal prism",4a,3,3.0,Pb,0.0,True
mp-1197022,CrB2(PbO2)6,2.3155332265131388,0.3131640972724315,"[4.0, 5.0, 7.0]",2.0,2.0,2.0,"See-saw, Square pyramid, Square-face capped trigonal prism","4c, 8d",3,4.0,Pb,0.0,True
mp-1197022,CrB2(PbO2)6,2.3155332265131388,0.3131640972724315,"[4.0, 5.0, 7.0]",2.0,2.0,2.0,"See-saw, Square pyramid, Square-face capped trigonal prism","4c, 8d",3,5.0,Pb,0.0,True
mp-1197022,CrB2(PbO2)6,2.3155332265131388,0.3131640972724315,"[4.0, 5.0, 7.0]",2.0,2.0,2.0,"See-saw, Square pyramid, Square-face capped trigonal prism","4c, 8d",3,7.0,Pb,0.0,True
mp-1197095,Si(PbO2)2,2.113174363537437,0.4533053158788676,"[3.0, 4.0, 5.0, 6.0]",2.0,2.0,2.0,"Square non-coplanar, Square pyramid, Pentagonal pyramid",2c,3,3.0,Pb,0.0,True
mp-1197095,Si(PbO2)2,2.113174363537437,0.4533053158788676,"[3.0, 4.0, 5.0, 6.0]",2.0,2.0,2.0,"Square non-coplanar, Square pyramid, Pentagonal pyramid",2c,3,4.0,Pb,0.0,True
mp-1197095,Si(PbO2)2,2.113174363537437,0.4533053158788676,"[3.0, 4.0, 5.0, 6.0]",2.0,2.0,2.0,"Square non-coplanar, Square pyramid, Pentagonal pyramid",2c,3,5.0,Pb,0.0,True
mp-1197095,Si(PbO2)2,2.113174363537437,0.4533053158788676,"[3.0, 4.0, 5.0, 6.0]",2.0,2.0,2.0,"Square non-coplanar, Square pyramid, Pentagonal pyramid",2c,3,6.0,Pb,0.0,True
mp-1197244,V3Pb5O12F,1.8772444425803687,0.5743634811462071,"[5.0, 9.0]",2.0,2.0,2.0,"Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps)","6h, 4f",2,5.0,Pb,0.0,True
mp-1197244,V3Pb5O12F,1.8772444425803687,0.5743634811462071,"[5.0, 9.0]",2.0,2.0,2.0,"Square-face bicapped trigonal prism, Tricapped triangular prism (three square-face caps)","6h, 4f",2,9.0,Pb,0.0,True
mp-1197400,Mn7(PbO5)3,2.0484420279195468,0.5433394584182558,"[4.0, 6.0]",2.0,2.0,2.0,"Triangular-face bicapped trigonal prism, See-saw","4b, 2a",2,4.0,Pb,0.0,True
mp-1197400,Mn7(PbO5)3,2.0484420279195468,0.5433394584182558,"[4.0, 6.0]",2.0,2.0,2.0,"Triangular-face bicapped trigonal prism, See-saw","4b, 2a",2,6.0,Pb,0.0,True
mp-1197913,GePb(S2O7)3,1.8990004329131271,0.5899659839240938,[9.0],2.0,2.0,2.0,Tricapped triangular prism (three square-face caps),2i,1,9.0,Pb,0.0,True
mp-1198079,VP3(Pb2O7)2,2.4179147138377566,0.1943581504727541,"[10.0, 4.0, 6.0, 7.0, 8.0]",2.0,2.0,2.0,"Square-face capped trigonal prism, Square-face bicapped trigonal prism, Bicapped octahedron (cap faces with one atom in common), Bicapped square prism (opposite faces), Pentagonal bipyramid",4e,5,10.0,Pb,0.0,True
mp-1198079,VP3(Pb2O7)2,2.4179147138377566,0.1943581504727541,"[10.0, 4.0, 6.0, 7.0, 8.0]",2.0,2.0,2.0,"Square-face capped trigonal prism, Square-face bicapped trigonal prism, Bicapped octahedron (cap faces with one atom in common), Bicapped square prism (opposite faces), Pentagonal bipyramid",4e,5,4.0,Pb,0.0,True
mp-1198079,VP3(Pb2O7)2,2.4179147138377566,0.1943581504727541,"[10.0, 4.0, 6.0, 7.0, 8.0]",2.0,2.0,2.0,"Square-face capped trigonal prism, Square-face bicapped trigonal prism, Bicapped octahedron (cap faces with one atom in common), Bicapped square prism (opposite faces), Pentagonal bipyramid",4e,5,6.0,Pb,0.0,True
mp-1198079,VP3(Pb2O7)2,2.4179147138377566,0.1943581504727541,"[10.0, 4.0, 6.0, 7.0, 8.0]",2.0,2.0,2.0,"Square-face capped trigonal prism, Square-face bicapped trigonal prism, Bicapped octahedron (cap faces with one atom in common), Bicapped square prism (opposite faces), Pentagonal bipyramid",4e,5,7.0,Pb,0.0,True
mp-1198079,VP3(Pb2O7)2,2.4179147138377566,0.1943581504727541,"[10.0, 4.0, 6.0, 7.0, 8.0]",2.0,2.0,2.0,"Square-face capped trigonal prism, Square-face bicapped trigonal prism, Bicapped octahedron (cap faces with one atom in common), Bicapped square prism (opposite faces), Pentagonal bipyramid",4e,5,8.0,Pb,0.0,True
mp-1198358,B2Pb6WO12,2.429366071807901,0.2185224479482167,"[5.0, 7.0]",2.0,2.0,2.0,"Square pyramid, Square-face capped trigonal prism","8h, 4g",2,5.0,Pb,0.0,True
mp-1198358,B2Pb6WO12,2.429366071807901,0.2185224479482167,"[5.0, 7.0]",2.0,2.0,2.0,"Square pyramid, Square-face capped trigonal prism","8h, 4g",2,7.0,Pb,0.0,True
mp-1198381,Si3Pb11O17,2.016443996082458,0.5668552013482436,"[3.0, 4.0, 5.0, 6.0]",2.0,2.0,2.0,"Square non-coplanar, Square pyramid, Pentagonal pyramid, Triangular non-coplanar, Octahedron, Pentagonal plane, See-saw",2i,7,3.0,Pb,0.0,True
mp-1198381,Si3Pb11O17,2.016443996082458,0.5668552013482436,"[3.0, 4.0, 5.0, 6.0]",2.0,2.0,2.0,"Square non-coplanar, Square pyramid, Pentagonal pyramid, Triangular non-coplanar, Octahedron, Pentagonal plane, See-saw",2i,7,4.0,Pb,0.0,True
mp-1198381,Si3Pb11O17,2.016443996082458,0.5668552013482436,"[3.0, 4.0, 5.0, 6.0]",2.0,2.0,2.0,"Square non-coplanar, Square pyramid, Pentagonal pyramid, Triangular non-coplanar, Octahedron, Pentagonal plane, See-saw",2i,7,5.0,Pb,0.0,True
mp-1198381,Si3Pb11O17,2.016443996082458,0.5668552013482436,"[3.0, 4.0, 5.0, 6.0]",2.0,2.0,2.0,"Square non-coplanar, Square pyramid, Pentagonal pyramid, Triangular non-coplanar, Octahedron, Pentagonal plane, See-saw",2i,7,6.0,Pb,0.0,True
mp-1198411,U11(PbO12)3,2.561233312645244,0.0179322544264915,[7.0],2.0,2.0,2.0,Pentagonal bipyramid,"2b, 4e",1,7.0,Pb,0.0,True
mp-1198509,GePb2(SeO3)4,2.465565353923956,0.3068019670510328,[7.0],2.0,2.0,2.0,Square-face capped trigonal prism,4e,1,7.0,Pb,0.0,True
mp-1198524,Cu3TePbO7,2.291328127251572,0.3137681754859618,[7.0],2.0,2.0,2.0,Square-face capped trigonal prism,4c,1,7.0,Pb,0.0,True
mp-1198565,CuPb5Se4(ClO3)4,1.791477840208924,0.6511411047257394,"[4.0, 6.0, 8.0]",2.0,2.0,2.0,"Dodecahedron with triangular faces - p2345 plane normalized, Square antiprism","4f, 2e",2,4.0,Pb,0.0,True
mp-1198565,CuPb5Se4(ClO3)4,1.791477840208924,0.6511411047257394,"[4.0, 6.0, 8.0]",2.0,2.0,2.0,"Dodecahedron with triangular faces - p2345 plane normalized, Square antiprism","4f, 2e",2,6.0,Pb,0.0,True
mp-1198565,CuPb5Se4(ClO3)4,1.791477840208924,0.6511411047257394,"[4.0, 6.0, 8.0]",2.0,2.0,2.0,"Dodecahedron with triangular faces - p2345 plane normalized, Square antiprism","4f, 2e",2,8.0,Pb,0.0,True
mp-1198573,Sr2YCu3(PbO4)2,0.908633481290187,2.195111189201177,[5.0],2.0,2.0,2.0,See-saw,4h,1,5.0,Pb,0.0,True
mp-1198906,V2Co3TePb3O14,1.8142618147686185,0.696574417640291,"[6.0, 7.0, 8.0]",2.0,2.0,2.0,no_data,no_data,1,6.0,Pb,0.0,True
mp-1198906,V2Co3TePb3O14,1.8142618147686185,0.696574417640291,"[6.0, 7.0, 8.0]",2.0,2.0,2.0,no_data,no_data,1,7.0,Pb,0.0,True
mp-1198906,V2Co3TePb3O14,1.8142618147686185,0.696574417640291,"[6.0, 7.0, 8.0]",2.0,2.0,2.0,no_data,no_data,1,8.0,Pb,0.0,True
mp-1198968,Be2P2PbO8,4.4396609112922025,-1.4098227322167387,[7.0],2.0,2.0,2.0,Square-face capped square prism,4e,1,7.0,Pb,0.0,True
mp-1198984,Fe3P3PbO13,1.5172447094325343,0.8548955432192255,[7.0],2.0,2.0,2.0,Square antiprism,2e,1,7.0,Pb,0.0,True
mp-1199242,Pb(IO3)2,2.050225427675655,0.4688388138897085,[8.0],2.0,2.0,2.0,"Square-face monocapped antiprism, Square-face bicapped trigonal prism",2i,2,8.0,Pb,0.0,True
mp-1199265,Nb2Pb2Se4O15,2.2650854758105843,0.4564608979167855,[8.0],2.0,2.0,2.0,Square-face bicapped trigonal prism,4f,1,8.0,Pb,0.0,True
mp-1199449,Mn9(PbO5)4,2.1864952457936195,0.3939609197859187,"[3.0, 9.0]",2.0,2.0,2.0,"Pentagonal pyramid, Triangular cupola","4c, 8d",2,3.0,Pb,0.0,True
mp-1199449,Mn9(PbO5)4,2.1864952457936195,0.3939609197859187,"[3.0, 9.0]",2.0,2.0,2.0,"Pentagonal pyramid, Triangular cupola","4c, 8d",2,9.0,Pb,0.0,True
mp-1199458,Co2BP4H2Pb4ClO18,2.3446352063824896,0.2688290435415699,"[4.0, 9.0]",2.0,2.0,2.0,"Tricapped triangular prism (three square-face caps), Tricapped octahedron (all 3 cap faces are sharingone edge of a face), Triangular cupola, Square-face bicapped trigonal prism","4c, 12f",4,4.0,Pb,0.0,True
mp-1199458,Co2BP4H2Pb4ClO18,2.3446352063824896,0.2688290435415699,"[4.0, 9.0]",2.0,2.0,2.0,"Tricapped triangular prism (three square-face caps), Tricapped octahedron (all 3 cap faces are sharingone edge of a face), Triangular cupola, Square-face bicapped trigonal prism","4c, 12f",4,9.0,Pb,0.0,True
mp-1199541,NaB5PbO9,3.032617952579628,-0.1325441416156442,[8.0],2.0,2.0,2.0,End-trigonal-face capped trigonal prism,4e,1,8.0,Pb,0.0,True
mp-1199741,Zn3TeP2Pb3O14,1.8835937902389592,0.6186905192901344,"[6.0, 7.0, 8.0]",2.0,2.0,2.0,"Square antiprism, Square-face capped trigonal prism, Trigonal prism","1b, 1a, 2e",3,6.0,Pb,0.0,True
mp-1199741,Zn3TeP2Pb3O14,1.8835937902389592,0.6186905192901344,"[6.0, 7.0, 8.0]",2.0,2.0,2.0,"Square antiprism, Square-face capped trigonal prism, Trigonal prism","1b, 1a, 2e",3,7.0,Pb,0.0,True
mp-1199741,Zn3TeP2Pb3O14,1.8835937902389592,0.6186905192901344,"[6.0, 7.0, 8.0]",2.0,2.0,2.0,"Square antiprism, Square-face capped trigonal prism, Trigonal prism","1b, 1a, 2e",3,8.0,Pb,0.0,True
mp-1199752,Cs4PbO3,2.131031269753103,0.1417478885725435,[3.0],2.0,2.0,2.0,Triangular non-coplanar,2a,1,3.0,Pb,0.0,True
mp-1200432,Ca2Al8PbO15,2.8556424173655115,-1.163109430029099,[3.0],2.0,2.0,2.0,Square pyramid,4c,1,3.0,Pb,0.0,True
mp-1200529,CuAsPbO5,2.201321909871385,0.3755163521403763,[8.0],2.0,2.0,2.0,Square antiprism,4a,1,8.0,Pb,0.0,True
mp-1200548,B5Pb2IO9,1.8704546720585635,0.5965120433816257,"[6.0, 7.0]",2.0,2.0,2.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Tricapped triangular prism (three square-face caps)",4c,2,6.0,Pb,0.0,True
mp-1200548,B5Pb2IO9,1.8704546720585635,0.5965120433816257,"[6.0, 7.0]",2.0,2.0,2.0,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Tricapped triangular prism (three square-face caps)",4c,2,7.0,Pb,0.0,True
mp-1200630,B8H4PbO15,2.460607411067516,0.207450577635595,[9.0],2.0,2.0,2.0,Triangular cupola,4e,1,9.0,Pb,0.0,True
mp-1200668,Cu2Si2Pb7(S2O13)2,2.603908266403981,0.1119253263733429,"[10.0, 3.0, 6.0, 9.0]",2.0,2.0,2.0,"Bicapped square prism (adjacent faces), Square-face monocapped antiprism, Bicapped octahedron (opposed cap faces), Metabidiminished icosahedron","1a, 2i",4,10.0,Pb,0.0,True
mp-1200668,Cu2Si2Pb7(S2O13)2,2.603908266403981,0.1119253263733429,"[10.0, 3.0, 6.0, 9.0]",2.0,2.0,2.0,"Bicapped square prism (adjacent faces), Square-face monocapped antiprism, Bicapped octahedron (opposed cap faces), Metabidiminished icosahedron","1a, 2i",4,3.0,Pb,0.0,True
mp-1200668,Cu2Si2Pb7(S2O13)2,2.603908266403981,0.1119253263733429,"[10.0, 3.0, 6.0, 9.0]",2.0,2.0,2.0,"Bicapped square prism (adjacent faces), Square-face monocapped antiprism, Bicapped octahedron (opposed cap faces), Metabidiminished icosahedron","1a, 2i",4,6.0,Pb,0.0,True
mp-1200668,Cu2Si2Pb7(S2O13)2,2.603908266403981,0.1119253263733429,"[10.0, 3.0, 6.0, 9.0]",2.0,2.0,2.0,"Bicapped square prism (adjacent faces), Square-face monocapped antiprism, Bicapped octahedron (opposed cap faces), Metabidiminished icosahedron","1a, 2i",4,9.0,Pb,0.0,True
mp-1200772,Ba2YCu3(PbO4)2,0.8651776736912093,2.312117998013581,[5.0],2.0,2.0,2.0,See-saw,4e,1,5.0,Pb,0.0,True
mp-1200969,B3Pb3NO10,2.4806145917355136,0.0141845301665831,"[3.0, 6.0]",2.0,2.0,2.0,"Pentagonal pyramid, Square antiprism","4c, 8d",2,3.0,Pb,0.0,True
mp-1200969,B3Pb3NO10,2.4806145917355136,0.0141845301665831,"[3.0, 6.0]",2.0,2.0,2.0,"Pentagonal pyramid, Square antiprism","4c, 8d",2,6.0,Pb,0.0,True
mp-1201056,BPb3O4F,1.5749900780617574,1.1178189571251251,"[3.0, 6.0]",2.0,2.0,2.0,"Square-face monocapped antiprism, Square pyramid","4d, 8e",2,3.0,Pb,0.0,True
mp-1201056,BPb3O4F,1.5749900780617574,1.1178189571251251,"[3.0, 6.0]",2.0,2.0,2.0,"Square-face monocapped antiprism, Square pyramid","4d, 8e",2,6.0,Pb,0.0,True
mp-1201110,Pb3WO6,2.4715878396270954,0.0824483554752688,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"See-saw, Square pyramid, Pentagonal pyramid",4e,3,4.0,Pb,0.0,True
mp-1201110,Pb3WO6,2.4715878396270954,0.0824483554752688,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"See-saw, Square pyramid, Pentagonal pyramid",4e,3,5.0,Pb,0.0,True
mp-1201110,Pb3WO6,2.4715878396270954,0.0824483554752688,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"See-saw, Square pyramid, Pentagonal pyramid",4e,3,6.0,Pb,0.0,True
mp-1201413,BPb7Br3O7,1.9376105481776,0.6140290741907971,"[3.0, 3.0, 4.0, 4.0]",2.0,2.0,2.0,"Triangular non-coplanar, Square non-coplanar, See-saw",4f,3,3.0,Pb,0.0,True
mp-1201413,BPb7Br3O7,1.9376105481776,0.6140290741907971,"[3.0, 3.0, 4.0, 4.0]",2.0,2.0,2.0,"Triangular non-coplanar, Square non-coplanar, See-saw",4f,3,3.0,Pb,0.0,True
mp-1201413,BPb7Br3O7,1.9376105481776,0.6140290741907971,"[3.0, 3.0, 4.0, 4.0]",2.0,2.0,2.0,"Triangular non-coplanar, Square non-coplanar, See-saw",4f,3,4.0,Pb,0.0,True
mp-1201413,BPb7Br3O7,1.9376105481776,0.6140290741907971,"[3.0, 3.0, 4.0, 4.0]",2.0,2.0,2.0,"Triangular non-coplanar, Square non-coplanar, See-saw",4f,3,4.0,Pb,0.0,True
mp-1201529,VB(PbO2)4,1.9268057030468744,0.647992954243649,"[5.0, 6.0, 7.0]",2.0,2.0,2.0,"Octahedron, Pentagonal pyramid, Square-face capped trigonal prism",4e,3,5.0,Pb,0.0,True
mp-1201529,VB(PbO2)4,1.9268057030468744,0.647992954243649,"[5.0, 6.0, 7.0]",2.0,2.0,2.0,"Octahedron, Pentagonal pyramid, Square-face capped trigonal prism",4e,3,6.0,Pb,0.0,True
mp-1201529,VB(PbO2)4,1.9268057030468744,0.647992954243649,"[5.0, 6.0, 7.0]",2.0,2.0,2.0,"Octahedron, Pentagonal pyramid, Square-face capped trigonal prism",4e,3,7.0,Pb,0.0,True
mp-1201579,BaFeCoPbO5,1.1733863791971282,1.1782785395383422,[7.0],2.0,2.0,2.0,Pentagonal pyramid,4c,1,7.0,Pb,0.0,True
mp-1201606,BP(PbO2)4,1.88131044540307,0.658721199226936,"[6.0, 7.0]",2.0,2.0,2.0,"Pentagonal pyramid, Pentagonal bipyramid, Square-face capped trigonal prism",4e,3,6.0,Pb,0.0,True
mp-1201606,BP(PbO2)4,1.88131044540307,0.658721199226936,"[6.0, 7.0]",2.0,2.0,2.0,"Pentagonal pyramid, Pentagonal bipyramid, Square-face capped trigonal prism",4e,3,7.0,Pb,0.0,True
mp-1201630,TiAs2Pb2O9,2.674752157961904,0.0829991572417103,"[10.0, 9.0]",2.0,2.0,2.0,"Square-face bicapped square antiprism, Tricapped octahedron (cap faces are aligned)",4e,2,10.0,Pb,0.0,True
mp-1201630,TiAs2Pb2O9,2.674752157961904,0.0829991572417103,"[10.0, 9.0]",2.0,2.0,2.0,"Square-face bicapped square antiprism, Tricapped octahedron (cap faces are aligned)",4e,2,9.0,Pb,0.0,True
mp-1201764,TePb5O8,2.016411746171085,0.5689597450071007,[5.0],2.0,2.0,2.0,"Square non-coplanar, Square pyramid, Trigonal bipyramid",4e,3,5.0,Pb,0.0,True
mp-1202064,Cu3Pb2Se2(NO7)2,1.1569221645305414,1.0242959403054557,[10.0],2.0,2.0,2.0,Square-face bicapped square antiprism,2a,1,10.0,Pb,0.0,True
mp-1202326,NiP2(PbO4)2,2.5626752886622084,0.1280248532576305,"[6.0, 7.0]",2.0,2.0,2.0,"Dodecahedron with triangular faces - p2345 plane normalized, Square-face capped trigonal prism",4e,2,6.0,Pb,0.0,True
mp-1202326,NiP2(PbO4)2,2.5626752886622084,0.1280248532576305,"[6.0, 7.0]",2.0,2.0,2.0,"Dodecahedron with triangular faces - p2345 plane normalized, Square-face capped trigonal prism",4e,2,7.0,Pb,0.0,True
mp-1202476,Cu2H6Pb5C(SO7)3,2.246568047240429,0.3416206866503325,"[7.0, 8.0]",2.0,2.0,2.0,"Bicapped octahedron (cap faces with one edge in common), Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face bicapped trigonal prism","4b, 2a",3,7.0,Pb,0.0,True
mp-1202476,Cu2H6Pb5C(SO7)3,2.246568047240429,0.3416206866503325,"[7.0, 8.0]",2.0,2.0,2.0,"Bicapped octahedron (cap faces with one edge in common), Tricapped triangular prism (two square-face caps and one triangular-face cap), Square-face bicapped trigonal prism","4b, 2a",3,8.0,Pb,0.0,True
mp-1202558,Cu4As3PbO12,2.171874468738365,0.3826877164491776,[8.0],2.0,2.0,2.0,Square-face bicapped trigonal prism,2i,1,8.0,Pb,0.0,True
mp-1202669,Li2CuB4(PbO5)2,2.1290998050039565,0.5160133387745489,[3.0],2.0,2.0,2.0,Octahedron,4f,1,3.0,Pb,0.0,True
mp-1202942,Mn3P3PbO12,2.52666467641694,0.1471054036120457,[8.0],2.0,2.0,2.0,Bicapped octahedron (cap faces with one atom in common),2e,1,8.0,Pb,0.0,True
mp-1202993,Cu3P4Pb3O16,2.4804262511956456,0.1954125408755258,"[6.0, 9.0]",2.0,2.0,2.0,"Octahedron, Tricapped triangular prism (three square-face caps)","4f, 2e",2,6.0,Pb,0.0,True
mp-1202993,Cu3P4Pb3O16,2.4804262511956456,0.1954125408755258,"[6.0, 9.0]",2.0,2.0,2.0,"Octahedron, Tricapped triangular prism (three square-face caps)","4f, 2e",2,9.0,Pb,0.0,True
mp-1203009,CdTe(Pb3O5)2,2.094169631873457,0.4560033638963702,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, See-saw, Trigonal bipyramid, Square pyramid","2b, 4c, 2a",4,4.0,Pb,0.0,True
mp-1203009,CdTe(Pb3O5)2,2.094169631873457,0.4560033638963702,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, See-saw, Trigonal bipyramid, Square pyramid","2b, 4c, 2a",4,5.0,Pb,0.0,True
mp-1203009,CdTe(Pb3O5)2,2.094169631873457,0.4560033638963702,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, See-saw, Trigonal bipyramid, Square pyramid","2b, 4c, 2a",4,6.0,Pb,0.0,True
mp-1203040,B2Pb4O7,2.1160823050073927,0.4609124368598982,"[3.0, 5.0, 6.0]",2.0,2.0,2.0,"Triangular non-coplanar, Octahedron, Square pyramid",4b,3,3.0,Pb,0.0,True
mp-1203040,B2Pb4O7,2.1160823050073927,0.4609124368598982,"[3.0, 5.0, 6.0]",2.0,2.0,2.0,"Triangular non-coplanar, Octahedron, Square pyramid",4b,3,5.0,Pb,0.0,True
mp-1203040,B2Pb4O7,2.1160823050073927,0.4609124368598982,"[3.0, 5.0, 6.0]",2.0,2.0,2.0,"Triangular non-coplanar, Octahedron, Square pyramid",4b,3,6.0,Pb,0.0,True
mp-1203045,Co9Te5(PbO5)6,2.395013782655237,0.188625775456665,"[4.0, 6.0]",2.0,2.0,2.0,"Square-face bicapped square antiprism, Trigonal prism",6g,2,4.0,Pb,0.0,True
mp-1203045,Co9Te5(PbO5)6,2.395013782655237,0.188625775456665,"[4.0, 6.0]",2.0,2.0,2.0,"Square-face bicapped square antiprism, Trigonal prism",6g,2,6.0,Pb,0.0,True
mp-1203117,InP3Pb2O11,2.1597256543109906,0.4222173846017373,"[6.0, 9.0]",2.0,2.0,2.0,"Square-face monocapped antiprism, Dodecahedron with triangular faces - p2345 plane normalized",4e,2,6.0,Pb,0.0,True
mp-1203117,InP3Pb2O11,2.1597256543109906,0.4222173846017373,"[6.0, 9.0]",2.0,2.0,2.0,"Square-face monocapped antiprism, Dodecahedron with triangular faces - p2345 plane normalized",4e,2,9.0,Pb,0.0,True
mp-1203135,CuTe2PbO7,1.8731060386799523,0.6236240992278657,[10.0],2.0,2.0,2.0,Trigonal-face bicapped square antiprism,4d,1,10.0,Pb,0.0,True
mp-1203380,LiBP2Pb4O11,2.328968795021453,0.3050409870643205,"[6.0, 7.0]",2.0,2.0,2.0,"Octahedron, Dodecahedron with triangular faces - p2345 plane normalized, Pentagonal bipyramid, Square-face bicapped trigonal prism",8c,4,6.0,Pb,0.0,True
mp-1203380,LiBP2Pb4O11,2.328968795021453,0.3050409870643205,"[6.0, 7.0]",2.0,2.0,2.0,"Octahedron, Dodecahedron with triangular faces - p2345 plane normalized, Pentagonal bipyramid, Square-face bicapped trigonal prism",8c,4,7.0,Pb,0.0,True
mp-1203641,V2Pb4(Se2O7)3,2.6167786729381866,0.0837862718574662,"[7.0, 8.0]",2.0,2.0,2.0,"Tricapped triangular prism (three square-face caps), Triangular cupola",4b,2,7.0,Pb,0.0,True
mp-1203641,V2Pb4(Se2O7)3,2.6167786729381866,0.0837862718574662,"[7.0, 8.0]",2.0,2.0,2.0,"Tricapped triangular prism (three square-face caps), Triangular cupola",4b,2,8.0,Pb,0.0,True
mp-1203799,TiPb(S2O7)3,2.3817609981004564,0.2610188930662395,[9.0],2.0,2.0,2.0,Square-face monocapped antiprism,4e,1,9.0,Pb,0.0,True
mp-1203864,BP3(PbO4)3,2.180703019400992,0.4050568979735282,"[7.0, 8.0]",2.0,2.0,2.0,"End-trigonal-face capped trigonal prism, Bicapped octahedron (opposed cap faces), Dodecahedron with triangular faces - p2345 plane normalized",8c,3,7.0,Pb,0.0,True
mp-1203864,BP3(PbO4)3,2.180703019400992,0.4050568979735282,"[7.0, 8.0]",2.0,2.0,2.0,"End-trigonal-face capped trigonal prism, Bicapped octahedron (opposed cap faces), Dodecahedron with triangular faces - p2345 plane normalized",8c,3,8.0,Pb,0.0,True
mp-1204438,Cr6CuSi2(Pb5O17)2,2.3610890948882166,0.2271335755482245,"[5.0, 6.0, 7.0, 8.0]",2.0,2.0,2.0,"Square-face monocapped antiprism, Square-face capped trigonal prism, Square antiprism",2i,3,5.0,Pb,0.0,True
mp-1204438,Cr6CuSi2(Pb5O17)2,2.3610890948882166,0.2271335755482245,"[5.0, 6.0, 7.0, 8.0]",2.0,2.0,2.0,"Square-face monocapped antiprism, Square-face capped trigonal prism, Square antiprism",2i,3,6.0,Pb,0.0,True
mp-1204438,Cr6CuSi2(Pb5O17)2,2.3610890948882166,0.2271335755482245,"[5.0, 6.0, 7.0, 8.0]",2.0,2.0,2.0,"Square-face monocapped antiprism, Square-face capped trigonal prism, Square antiprism",2i,3,7.0,Pb,0.0,True
mp-1204438,Cr6CuSi2(Pb5O17)2,2.3610890948882166,0.2271335755482245,"[5.0, 6.0, 7.0, 8.0]",2.0,2.0,2.0,"Square-face monocapped antiprism, Square-face capped trigonal prism, Square antiprism",2i,3,8.0,Pb,0.0,True
mp-1204465,Fe3P4PbO14,2.752152701667653,-0.0184123628003127,[8.0],2.0,2.0,2.0,Bicapped octahedron (opposed cap faces),2c,1,8.0,Pb,0.0,True
mp-1204592,PbS3O10,2.1057895730877663,0.4514921191189793,[8.0],2.0,2.0,2.0,Square-face bicapped square antiprism,4c,1,8.0,Pb,0.0,True
mp-1204674,Ni9Te5(PbO5)6,2.383449371564019,0.1894559647988635,"[4.0, 6.0]",2.0,2.0,2.0,"Square-face bicapped square antiprism, Trigonal prism",6g,2,4.0,Pb,0.0,True
mp-1204674,Ni9Te5(PbO5)6,2.383449371564019,0.1894559647988635,"[4.0, 6.0]",2.0,2.0,2.0,"Square-face bicapped square antiprism, Trigonal prism",6g,2,6.0,Pb,0.0,True
mp-1207481,Zn3SbAs2Pb3O14,2.0448420075719533,1.0322318952171206,[6.0],3.33,3.33,3.33,Square antiprism,3e,1,6.0,Pb,0.0,True
mp-1207903,V3Pb5O12F,2.240726698840901,0.3711645545254418,"[6.0, 9.0]",2.0,2.0,2.0,"Pentagonal bipyramid, Tricapped triangular prism (three square-face caps)","6h, 4f",2,6.0,Pb,0.0,True
mp-1207903,V3Pb5O12F,2.240726698840901,0.3711645545254418,"[6.0, 9.0]",2.0,2.0,2.0,"Pentagonal bipyramid, Tricapped triangular prism (three square-face caps)","6h, 4f",2,9.0,Pb,0.0,True
mp-1207906,V2Fe2Pb(O4F)2,2.667979752255285,-0.0524971051428046,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Pb,0.0,True
mp-1207918,V2Ni2PbO8,1.2009442969127906,1.0604256886048558,[10.0],2.0,2.0,2.0,Bicapped square prism (adjacent faces),4a,1,10.0,Pb,0.0,True
mp-1208079,V4Bi6PbO20,3.59358649133582,-0.6290701241782336,[8.0],2.0,2.0,2.0,Cube,1a,1,8.0,Pb,0.0,True
mp-1208082,VAs2Pb2O9,2.512711894050492,0.180107343466649,"[10.0, 8.0]",2.0,2.0,2.0,"Pentagonal-face capped pentagonal antiprism, Cube",4e,2,10.0,Pb,0.0,True
