CN,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean
2.0,12,1,1.4490739330624667,1.450548377265963,0.001474444203496313,0.8333333333333334
3.0,136,33,1.4647978228753205,1.4850171450592975,0.02121982571673617,0.8619791666666666
4.0,15541,1704,1.463569091790064,1.4869535516459749,0.02123489037976512,0.955386606276286
