CN,formal_charge,count,fraction_within_cn,weighted_charge_contribution
1.0,4,7,1.0,4.0
2.0,2,1,0.017241379310344827,0.034482758620689655
2.0,3,54,0.9310344827586207,2.793103448275862
2.0,4,3,0.05172413793103448,0.20689655172413793
3.0,3,4,0.005188067444876783,0.01556420233463035
3.0,4,767,0.9948119325551232,3.979247730220493
