material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,C_wyckoff,num_C_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-696986,CsH2CO3,1.113840977961727,-0.3893496799290455,[2.0],3.0,3.0,3.0,"Bicapped octahedron (cap faces with one atom in common), Angular",4e,2,2.0,C,0.0,True,,,,,,,,,,,,,,0,"Bicapped octahedron (cap faces with one atom in common), Angular"
mp-697211,Na2CaPb3(CO3)5,1.5279055603119072,0.7846480747080208,[3.0],4.0,4.0,4.0,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",2a,2,3.0,C,0.0,True,24.0,3.0,1.2973430216491968,1.3056781928104932,1.3010601916549642,0.0034619254895036267,0.00833517116129645,34.77890621694656,12.2957336340432,26.008508668607764,52.16747738184912,0.0,0.0,1,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane"
mp-697211,Na2CaPb3(CO3)5,1.5279055603119072,0.7846480747080208,[3.0],4.0,4.0,4.0,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",2a,2,3.0,C,0.0,True,27.0,3.0,1.292971377872442,1.3065603002939274,1.3012157142670595,0.0059144522029084875,0.01358892242148535,34.79993734776037,12.302448705830809,25.901833536198605,52.19669861305345,0.0,0.0,2,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane"
mp-697211,Na2CaPb3(CO3)5,1.5279055603119072,0.7846480747080208,[3.0],4.0,4.0,4.0,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",2a,2,3.0,C,0.0,True,38.0,3.0,1.2973430216491961,1.3056781928104912,1.3010601916549636,0.003461925489502919,0.008335171161295118,34.77890621694656,12.295733634043202,26.008508668607774,52.16747738184912,0.0,0.0,3,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane"
mp-697211,Na2CaPb3(CO3)5,1.5279055603119072,0.7846480747080208,[3.0],4.0,4.0,4.0,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",2a,2,3.0,C,0.0,True,43.0,3.0,1.2929713778724425,1.3065603002939306,1.3012157142670606,0.005914452202909217,0.013588922421488014,34.79993734776037,12.302448705830802,25.901833536198577,52.19669861305344,0.0,0.0,4,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane"
mp-697339,Ho2H4CO7,1.3174714490248924,0.0745892369672499,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,24.0,3.0,1.2749237608970008,1.3085797509578603,1.2962179622779768,0.01512222237285575,0.03365599006085951,59.71902602934023,35.82451456181254,9.062486534796017,85.7753206474375,3.0,1.0,1,Trigonal plane
mp-697339,Ho2H4CO7,1.3174714490248924,0.0745892369672499,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,25.0,3.0,1.274923760897,1.3085797509578612,1.2962179622779761,0.015122222372855954,0.03365599006086106,80.28111126978263,50.36996598984935,9.062486534796017,117.16746274033281,3.0,1.0,2,Trigonal plane
mp-697339,Ho2H4CO7,1.3174714490248924,0.0745892369672499,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,26.0,3.0,1.274923760897,1.3085797509578614,1.2962179622779768,0.015122222372856277,0.033655990060861285,59.71902602934023,35.82451456181254,9.062486534796017,85.7753206474375,3.0,1.0,3,Trigonal plane
mp-697339,Ho2H4CO7,1.3174714490248924,0.0745892369672499,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,27.0,3.0,1.2749237608970003,1.3085797509578603,1.2962179622779766,0.01512222237285587,0.03365599006085995,80.28111126978261,50.369965989849334,9.062486534796017,117.16746274033278,3.0,1.0,4,Trigonal plane
mp-697563,Ca4MgB4H6(CO9)2,1.3634373720829818,0.2037912920803455,[3.0],4.0,4.0,4.0,"Square-face bicapped trigonal prism, Trigonal plane","2i, 4j",2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Square-face bicapped trigonal prism, Trigonal plane"
mp-697981,Cd3H2CSeO8,1.4182785997980534,0.4021454180571236,[3.0],4.0,4.0,4.0,"Octahedron, Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane","8d, 4c",3,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane"
mp-698264,CsVH12(C2O7)2,1.5273562644850476,0.6330267779457465,[2.0],3.0,3.0,3.0,"Bicapped square prism (opposite faces), Angular","1f, 1a, 2i",2,2.0,C,0.0,True,,,,,,,,,,,,,,0,"Bicapped square prism (opposite faces), Angular"
mp-698292,K2ZrCdH16(CO3)8,1.324512411468925,0.1440354966994614,[2.0],3.0,3.0,3.0,"Dodecahedron with triangular faces - p2345 plane normalized, Angular","1a, 4g",2,2.0,C,0.0,True,,,,,,,,,,,,,,0,"Dodecahedron with triangular faces - p2345 plane normalized, Angular"
mp-698316,FeH4(CO3)2,1.268741643288121,0.0030826465721039,[2.0],2.5,2.0,3.0,Angular,1a,1,2.0,C,1.0,False,,,,,,,,,,,,,,0,Angular
mp-698317,NdH4C3O8,1.382404697095382,0.2826585349540696,[2.0],3.0,3.0,3.0,Angular,4a,1,2.0,C,0.0,True,,,,,,,,,,,,,,0,Angular
mp-698353,KBiH10C4O13,1.249647792943064,-0.0484482158862831,[2.0],3.0,3.0,3.0,Angular,4b,1,2.0,C,0.0,True,,,,,,,,,,,,,,0,Angular
mp-699136,NaAlH2CO5,1.3146782175105358,0.062452769444204,[3.0],4.0,4.0,4.0,Trigonal plane,2b,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-704100,K5NaFe2(CO2)12,1.481684419273876,0.5220910343907745,[2.0],3.0,3.0,3.0,Angular,24e,1,2.0,C,0.0,True,,,,,,,,,,,,,,0,Angular
mp-707443,Na7AlH2C4(O3F)4,1.578467387440204,0.957324582774858,[3.0],4.0,4.0,4.0,Trigonal plane,2i,1,3.0,C,0.0,True,10.0,3.0,1.2637621936681869,1.3746888171895157,1.304150459343459,0.050052971905710494,0.11092662352132887,83.42708558413858,27.817775387096734,44.13401735343797,104.74216187563448,3.0,1.0,1,Trigonal plane
mp-707443,Na7AlH2C4(O3F)4,1.578467387440204,0.957324582774858,[3.0],4.0,4.0,4.0,Trigonal plane,2i,1,3.0,C,0.0,True,11.0,3.0,1.2637621936681867,1.374688817189516,1.3041504593434594,0.05005297190571044,0.11092662352132932,83.42708558413857,27.817775387096717,44.13401735343796,104.74216187563444,3.0,1.0,2,Trigonal plane
mp-707443,Na7AlH2C4(O3F)4,1.578467387440204,0.957324582774858,[3.0],4.0,4.0,4.0,Trigonal plane,2i,1,3.0,C,0.0,True,12.0,3.0,1.2819930171356613,1.3244148871665966,1.3030911535643002,0.01731939057422757,0.04242187003093534,89.40952676391254,28.35292297860886,52.31881524743695,121.14736907880743,3.0,1.0,3,Trigonal plane
mp-707443,Na7AlH2C4(O3F)4,1.578467387440204,0.957324582774858,[3.0],4.0,4.0,4.0,Trigonal plane,2i,1,3.0,C,0.0,True,13.0,3.0,1.2819930171356613,1.3244148871665966,1.3030911535643002,0.01731939057422757,0.04242187003093534,89.40952676391254,28.35292297860883,52.31881524743699,121.1473690788074,3.0,1.0,4,Trigonal plane
mp-707897,Ca4Al2H22CO20,1.3141772707534178,0.0429946819888655,[3.0],4.0,4.0,4.0,"Trigonal plane, Square-face capped trigonal prism",1a,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Trigonal plane, Square-face capped trigonal prism"
mp-707983,Ca2MgB2H16(CO9)2,1.299879398831799,0.0004928908921218,[3.0],4.0,4.0,4.0,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",4e,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane"
mp-708015,Na2CuH20C12(N2O3)6,1.2204376931869914,-0.0526810248604677,[1.0],4.0,4.0,4.0,"Square plane, Trigonal plane","1a, 2i",2,1.0,C,0.0,True,23.0,1.0,1.2560414941475575,1.2560414941475575,1.2560414941475575,0.0,0.0,,,,,1.0,1.0,1,"Square plane, Trigonal plane"
mp-708015,Na2CuH20C12(N2O3)6,1.2204376931869914,-0.0526810248604677,[1.0],4.0,4.0,4.0,"Square plane, Trigonal plane","1a, 2i",2,1.0,C,0.0,True,24.0,1.0,1.256041494147559,1.256041494147559,1.256041494147559,0.0,0.0,,,,,1.0,1.0,2,"Square plane, Trigonal plane"
mp-708015,Na2CuH20C12(N2O3)6,1.2204376931869914,-0.0526810248604677,[1.0],4.0,4.0,4.0,"Square plane, Trigonal plane","1a, 2i",2,1.0,C,0.0,True,25.0,1.0,1.2390751561456619,1.2390751561456619,1.2390751561456619,0.0,0.0,,,,,1.0,1.0,3,"Square plane, Trigonal plane"
mp-708015,Na2CuH20C12(N2O3)6,1.2204376931869914,-0.0526810248604677,[1.0],4.0,4.0,4.0,"Square plane, Trigonal plane","1a, 2i",2,1.0,C,0.0,True,26.0,1.0,1.2390751561456606,1.2390751561456606,1.2390751561456606,0.0,0.0,,,,,1.0,1.0,4,"Square plane, Trigonal plane"
mp-708015,Na2CuH20C12(N2O3)6,1.2204376931869914,-0.0526810248604677,[1.0],4.0,4.0,4.0,"Square plane, Trigonal plane","1a, 2i",2,1.0,C,0.0,True,27.0,1.0,1.2512734317481975,1.2512734317481975,1.2512734317481975,0.0,0.0,,,,,1.0,1.0,5,"Square plane, Trigonal plane"
mp-708015,Na2CuH20C12(N2O3)6,1.2204376931869914,-0.0526810248604677,[1.0],4.0,4.0,4.0,"Square plane, Trigonal plane","1a, 2i",2,1.0,C,0.0,True,28.0,1.0,1.2512734317481973,1.2512734317481973,1.2512734317481973,0.0,0.0,,,,,1.0,1.0,6,"Square plane, Trigonal plane"
mp-708015,Na2CuH20C12(N2O3)6,1.2204376931869914,-0.0526810248604677,[1.0],4.0,4.0,4.0,"Square plane, Trigonal plane","1a, 2i",2,1.0,C,0.0,True,29.0,1.0,1.2605738660310348,1.2605738660310348,1.2605738660310348,0.0,0.0,,,,,1.0,1.0,7,"Square plane, Trigonal plane"
mp-708015,Na2CuH20C12(N2O3)6,1.2204376931869914,-0.0526810248604677,[1.0],4.0,4.0,4.0,"Square plane, Trigonal plane","1a, 2i",2,1.0,C,0.0,True,30.0,1.0,1.2605738660310364,1.2605738660310364,1.2605738660310364,0.0,0.0,,,,,1.0,1.0,8,"Square plane, Trigonal plane"
mp-708015,Na2CuH20C12(N2O3)6,1.2204376931869914,-0.0526810248604677,[1.0],4.0,4.0,4.0,"Square plane, Trigonal plane","1a, 2i",2,1.0,C,0.0,True,31.0,1.0,1.244137886274819,1.244137886274819,1.244137886274819,0.0,0.0,,,,,1.0,1.0,9,"Square plane, Trigonal plane"
mp-708015,Na2CuH20C12(N2O3)6,1.2204376931869914,-0.0526810248604677,[1.0],4.0,4.0,4.0,"Square plane, Trigonal plane","1a, 2i",2,1.0,C,0.0,True,32.0,1.0,1.244137886274817,1.244137886274817,1.244137886274817,0.0,0.0,,,,,1.0,1.0,10,"Square plane, Trigonal plane"
mp-708015,Na2CuH20C12(N2O3)6,1.2204376931869914,-0.0526810248604677,[1.0],4.0,4.0,4.0,"Square plane, Trigonal plane","1a, 2i",2,1.0,C,0.0,True,33.0,1.0,1.260285454905674,1.260285454905674,1.260285454905674,0.0,0.0,,,,,1.0,1.0,11,"Square plane, Trigonal plane"
mp-708015,Na2CuH20C12(N2O3)6,1.2204376931869914,-0.0526810248604677,[1.0],4.0,4.0,4.0,"Square plane, Trigonal plane","1a, 2i",2,1.0,C,0.0,True,34.0,1.0,1.2602854549056735,1.2602854549056735,1.2602854549056735,0.0,0.0,,,,,1.0,1.0,12,"Square plane, Trigonal plane"
mp-720835,Mg5H10(C2O9)2,1.3269118883713902,0.1092627678420218,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,30.0,3.0,1.2768536803505592,1.3010240720112767,1.2852624171142475,0.01115350504146064,0.02417039166071744,119.99913085267872,1.1943975850645834,118.590831931536,121.51099251344478,3.0,1.0,1,Trigonal plane
mp-720835,Mg5H10(C2O9)2,1.3269118883713902,0.1092627678420218,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,31.0,3.0,1.276853680350561,1.3010240720112762,1.2852624171142484,0.011153505041459693,0.024170391660715218,119.99913085267873,1.1943975850646196,118.5908319315359,121.51099251344478,3.0,1.0,2,Trigonal plane
mp-720835,Mg5H10(C2O9)2,1.3269118883713902,0.1092627678420218,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,32.0,3.0,1.2768536803505608,1.3010240720112733,1.2852624171142468,0.01115350504145873,0.024170391660712554,119.99913085267873,1.1943975850646171,118.59083193153594,121.5109925134448,3.0,1.0,3,Trigonal plane
mp-720835,Mg5H10(C2O9)2,1.3269118883713902,0.1092627678420218,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,33.0,3.0,1.27685368035056,1.3010240720112785,1.2852624171142482,0.011153505041461457,0.02417039166071855,119.99913085267873,1.194397585064573,118.59083193153603,121.51099251344478,3.0,1.0,4,Trigonal plane
mp-721312,Na2H2CO4,1.2679016650238577,-0.1160263688515282,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,16.0,3.0,1.2886391330003688,1.2979286261819012,1.2937332425142116,0.00384529600094646,0.009289493181532382,119.99999998903746,0.45055359643751536,119.45396599063427,120.55741630141516,3.0,1.0,1,Trigonal plane
mp-721312,Na2H2CO4,1.2679016650238577,-0.1160263688515282,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,17.0,3.0,1.2886391330003701,1.2979286261819,1.2937332425142118,0.003845296000945468,0.00928949318152994,119.99999998903746,0.45055359643751536,119.45396599063427,120.55741630141516,3.0,1.0,2,Trigonal plane
mp-721312,Na2H2CO4,1.2679016650238577,-0.1160263688515282,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,18.0,3.0,1.2886391330003706,1.2979286261818987,1.293733242514212,0.0038452960009449084,0.009289493181528163,119.99999998903746,0.45055359643748594,119.45396599063429,120.5574163014151,3.0,1.0,3,Trigonal plane
mp-721312,Na2H2CO4,1.2679016650238577,-0.1160263688515282,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,19.0,3.0,1.28863913300037,1.2979286261819007,1.293733242514212,0.0038452960009458426,0.009289493181530828,119.99999998903746,0.45055359643751536,119.45396599063427,120.55741630141516,3.0,1.0,4,Trigonal plane
mp-730460,Na5H3(CO3)4,1.4390889828507416,0.5103304181707111,[3.0],4.0,4.0,4.0,Trigonal plane,2i,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-733590,TlCuHCO4,1.1569893461826066,-0.499465292893462,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane","6h, 6g",2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-733871,CaMg5P3CO16,1.3763383584520752,0.2777252869796994,[3.0],4.0,4.0,4.0,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",2i,2,3.0,C,0.0,True,18.0,3.0,1.292624416763753,1.299094790785342,1.2964526881009333,0.002771483603827462,0.006470374021589009,82.40165305230903,30.15532360736519,44.86142620904128,118.6950035953875,3.0,1.0,1,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane"
mp-733871,CaMg5P3CO16,1.3763383584520752,0.2777252869796994,[3.0],4.0,4.0,4.0,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",2i,2,3.0,C,0.0,True,19.0,3.0,1.292624416763753,1.2990947907853427,1.2964526881009337,0.0027714836038277685,0.0064703740215896755,82.40165305230904,30.1553236073652,44.861426209041305,118.69500359538756,3.0,1.0,2,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane"
mp-733936,Cs2MgH8(CO5)2,1.2761415179484026,-0.0972914198281044,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",8c,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-734150,Na3YH6(CO4)3,1.4098573101462517,0.4086822621026652,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-735556,Na2CoH8(CO5)2,1.306379488464935,0.0185179718797039,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane","4f, 2e",2,3.0,C,0.0,True,22.0,3.0,1.2861810519175048,1.3183127261067935,1.3011224445978327,0.013213736470666015,0.03213167418928875,119.99645409852508,2.8090330826616214,116.93184868506022,123.71785377297104,3.0,1.0,1,"Octahedron, Trigonal plane"
mp-735556,Na2CoH8(CO5)2,1.306379488464935,0.0185179718797039,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane","4f, 2e",2,3.0,C,0.0,True,23.0,3.0,1.286181051917505,1.3183127261067944,1.3011224445978333,0.013213736470666267,0.032131674189289416,119.99645409852506,2.8090330826616565,116.93184868506016,123.71785377297107,3.0,1.0,2,"Octahedron, Trigonal plane"
mp-735556,Na2CoH8(CO5)2,1.306379488464935,0.0185179718797039,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane","4f, 2e",2,3.0,C,0.0,True,24.0,3.0,1.2861810519175054,1.3183121278603278,1.3011222451823443,0.01321347704349483,0.032131075942822385,119.99645254124873,2.809015053993479,116.9319130596149,123.71785377297101,3.0,1.0,3,"Octahedron, Trigonal plane"
mp-735556,Na2CoH8(CO5)2,1.306379488464935,0.0185179718797039,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane","4f, 2e",2,3.0,C,0.0,True,25.0,3.0,1.286181051917506,1.318312726106794,1.3011224445978329,0.013213736470665769,0.03213167418928786,119.99645409852508,2.8090330826615926,116.93184868506019,123.71785377297097,3.0,1.0,4,"Octahedron, Trigonal plane"
mp-752421,Na5LiCo2P2(CO7)2,1.4005746589968635,0.3466091511412366,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",1a,2,3.0,C,0.0,True,22.0,3.0,1.2964175118137076,1.313431316219164,1.3027799179755502,0.007579092949023317,0.017013804405456412,64.39253151400703,22.100564028137935,34.8959864696759,88.09165697757126,3.0,1.0,1,"Octahedron, Trigonal plane"
mp-752421,Na5LiCo2P2(CO7)2,1.4005746589968635,0.3466091511412366,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",1a,2,3.0,C,0.0,True,23.0,3.0,1.2960149476336733,1.3137321913889257,1.3027649346849899,0.007823648086109797,0.01771724375525241,79.49127199922778,34.635013178327945,34.82296796124127,119.23039938654387,3.0,1.0,2,"Octahedron, Trigonal plane"
mp-752540,LiMn(CO3)2,1.2072782000814306,-0.3199651403378651,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-752696,Li3FePCO7,1.3921707433985009,0.3207173712044121,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-752822,RbCrH4(C2O5)2,1.3748488973702562,0.2602525575709051,[2.0],3.0,3.0,3.0,"Octahedron, Angular","8j, 2c",2,2.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Angular"
mp-752864,Li3Co2(CO3)4,1.3736317421601183,0.2620073679270407,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",1a,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-753153,Dy2CO5,1.3912406408330968,0.3627556838661535,[3.0],4.0,4.0,4.0,Trigonal plane,2b,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-753259,LiCo(CO3)2,1.212785415523661,-0.2886805042074949,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",4a,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-753353,Sr4LiCu(CO5)2,1.337636098021505,0.1275542774879019,[3.0],4.0,4.0,4.0,"Square plane, Trigonal plane","1b, 2e",2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Square plane, Trigonal plane"
mp-753403,LiCu2(CO3)2,1.264550676927795,-0.1136993146022985,[3.0],4.0,4.0,4.0,"See-saw, Trigonal plane, Tetrahedron",2i,3,3.0,C,0.0,True,6.0,3.0,1.2838836920999703,1.311661119175239,1.2970899113258587,0.011381088383429883,0.027777427075268646,84.4559653650387,43.10523726136127,23.726456365960754,119.40736042009924,3.0,1.0,1,"See-saw, Trigonal plane, Tetrahedron"
mp-753403,LiCu2(CO3)2,1.264550676927795,-0.1136993146022985,[3.0],4.0,4.0,4.0,"See-saw, Trigonal plane, Tetrahedron",2i,3,3.0,C,0.0,True,9.0,3.0,1.2838836920999706,1.3116611191752383,1.297089911325859,0.011381088383429477,0.027777427075267758,84.45596536503868,43.10523726136126,23.72645636596074,119.40736042009918,3.0,1.0,2,"See-saw, Trigonal plane, Tetrahedron"
mp-753425,LiCuCO3,1.3931224672549338,0.336459776508175,[3.0],4.0,4.0,4.0,"Linear, Trigonal plane","2e, 2g",2,3.0,C,0.0,True,4.0,3.0,1.2567006950520008,1.3180434382504982,1.2975958571843325,0.028917246461494992,0.06134274319849742,120.0,0.9207761571483918,119.34891293532549,121.30217412934904,3.0,1.0,1,"Linear, Trigonal plane"
mp-753425,LiCuCO3,1.3931224672549338,0.336459776508175,[3.0],4.0,4.0,4.0,"Linear, Trigonal plane","2e, 2g",2,3.0,C,0.0,True,5.0,3.0,1.2567006950519994,1.3180434382504989,1.2975958571843322,0.028917246461495832,0.061342743198499416,120.0,0.9207761571483785,119.34891293532549,121.30217412934901,3.0,1.0,2,"Linear, Trigonal plane"
mp-753528,Li6FeNiP2(CO7)2,1.4144447090713812,0.3976119439902285,[3.0],4.0,4.0,4.0,Trigonal plane,"1b, 1a",1,3.0,C,0.0,True,11.0,3.0,1.2926353902809284,1.3091904367639504,1.2991895660501458,0.007184574705322304,0.016555046483021973,78.56924346696918,30.94573793725733,42.22372979204458,117.85386359267568,3.0,1.0,1,Trigonal plane
mp-753576,Na5Mn2P2(CO7)2,1.4144342287816645,0.4054308233053222,[3.0],4.0,4.0,4.0,Trigonal plane,"1b, 1a",1,3.0,C,0.0,True,9.0,3.0,1.2954704007344675,1.3030204717790286,1.3001914631508509,0.0033601382756842037,0.007550071044561069,79.37762037840331,28.352498350888048,54.594085458640286,119.06643056760495,3.0,1.0,1,Trigonal plane
mp-753639,LiTiPCO7,1.440798937960398,0.489476107166682,[3.0],4.0,4.0,4.0,Trigonal plane,2e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-753770,Li2FePCO7,1.4360494249197442,0.4706807472680659,[3.0],4.0,4.0,4.0,Trigonal plane,2i,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-753805,LiVPCO7,1.426018707378582,0.4436141635888564,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-753812,Li3Co2(CO3)4,1.3887800640176025,0.3209813903076619,[3.0],4.0,4.0,4.0,"Trigonal prism, Octahedron, Trigonal plane",1a,3,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Trigonal prism, Octahedron, Trigonal plane"
mp-753909,LiV(CO3)2,1.3656741385433484,0.2478253412970935,[3.0],4.0,4.0,4.0,Trigonal plane,4i,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-753950,Li2Co(CO3)2,1.3069827704912622,0.0288872539122507,[3.0],4.0,4.0,4.0,"Trigonal prism, Trigonal plane","4b, 2a",2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Trigonal prism, Trigonal plane"
mp-754034,Li2TlPCO7,1.4296613308572756,0.4325952302421353,[3.0],4.0,4.0,4.0,Trigonal plane,2e,1,3.0,C,0.0,True,8.0,3.0,1.275289683831045,1.3350273196578997,1.305755176624585,0.024402381663588355,0.05973763582685465,77.8610403760281,28.03130667947256,51.91950205637809,116.79156056404216,3.0,1.0,1,Trigonal plane
mp-754034,Li2TlPCO7,1.4296613308572756,0.4325952302421353,[3.0],4.0,4.0,4.0,Trigonal plane,2e,1,3.0,C,0.0,True,9.0,3.0,1.2752896838310475,1.335027319657899,1.3057551766245852,0.024402381663587047,0.05973763582685154,77.86104037602816,28.03130667947258,51.91950205637816,116.79156056404224,3.0,1.0,2,Trigonal plane
mp-754175,KGePCO7,1.2323027758327685,-0.2855251063104327,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-754251,K3SnPCO7,1.3592533591703615,0.1857257038801503,[3.0],4.0,4.0,4.0,Trigonal plane,2e,1,3.0,C,0.0,True,10.0,3.0,1.30296809218218,1.3092138318569504,1.305834104920005,0.0025755572510343643,0.006245739674770379,79.92092488016942,28.316053966926,57.68914984138128,119.88138732025413,0.0,0.0,1,Trigonal plane
mp-754251,K3SnPCO7,1.3592533591703615,0.1857257038801503,[3.0],4.0,4.0,4.0,Trigonal plane,2e,1,3.0,C,0.0,True,11.0,3.0,1.3029680921821787,1.3092138318569504,1.3058341049200044,0.0025755572510348878,0.006245739674771711,79.92092488016948,28.316053966926024,57.689149841381344,119.88138732025423,0.0,0.0,2,Trigonal plane
mp-754320,Li2MnPCO7,1.4928337563136445,0.6788096436380111,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-754351,K2CuPCO7,1.399461780574015,0.3867023139544497,[3.0],4.0,4.0,4.0,"Square plane, Trigonal plane",2e,2,3.0,C,0.0,True,8.0,3.0,1.2439220587521058,1.3133469107706202,1.2895882903649465,0.03229974294068458,0.06942485201851434,73.11058602201854,26.09133017956638,50.483321088631975,109.66587903302779,2.0,0.6666666666666666,1,"Square plane, Trigonal plane"
mp-754351,K2CuPCO7,1.399461780574015,0.3867023139544497,[3.0],4.0,4.0,4.0,"Square plane, Trigonal plane",2e,2,3.0,C,0.0,True,9.0,3.0,1.2439220587521058,1.3133469107706202,1.2895882903649465,0.03229974294068458,0.06942485201851434,73.11058602201854,26.09133017956638,50.483321088631946,109.66587903302779,2.0,0.6666666666666666,2,"Square plane, Trigonal plane"
mp-754356,Na5Mn2P2(CO7)2,1.4180023709488492,0.4100977482402337,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-754463,Na2FePCO7,1.495596026366512,0.684433695195241,[3.0],4.0,4.0,4.0,Trigonal plane,4i,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-754486,Li5Mn2P2(CO7)2,1.3774266192467406,0.2799663436151965,[3.0],4.0,4.0,4.0,Trigonal plane,"1b, 1a",1,3.0,C,0.0,True,9.0,3.0,1.2890379996861947,1.304457304816026,1.2982523389088885,0.006644847050459281,0.015419305129831251,79.59545477213915,31.087080981024737,43.518965262586974,119.39318215820875,3.0,1.0,1,Trigonal plane
mp-754499,LiMnCSO7,1.4311062148259537,0.473247597495582,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
