material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,C_wyckoff,num_C_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1210852,Na2NiH20C12(N2O3)6,1.216807941915834,-0.0596269932900209,[1.0],4.0,4.0,4.0,Trigonal plane,2i,1,1.0,C,0.0,True,33.0,1.0,1.2612349803944394,1.2612349803944394,1.2612349803944394,0.0,0.0,,,,,1.0,1.0,11,Trigonal plane
mp-1210852,Na2NiH20C12(N2O3)6,1.216807941915834,-0.0596269932900209,[1.0],4.0,4.0,4.0,Trigonal plane,2i,1,1.0,C,0.0,True,34.0,1.0,1.2612349803944398,1.2612349803944398,1.2612349803944398,0.0,0.0,,,,,1.0,1.0,12,Trigonal plane
mp-1211274,KY(CO3)2,1.4574211871757023,0.556193287065107,[3.0],4.0,4.0,4.0,Trigonal plane,4f,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1211338,KTm(CO3)2,1.462878253623918,0.5751714414068678,[3.0],4.0,4.0,4.0,Trigonal plane,4f,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1211517,KLu(CO3)2,1.4618333298964106,0.572231722233172,[3.0],4.0,4.0,4.0,Trigonal plane,4f,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1211628,KEr(CO3)2,1.4777474644582085,0.6282761773429394,[3.0],4.0,4.0,4.0,Trigonal plane,4f,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1212322,KGdH2C2SO9,1.132263351761733,-0.3361586353958598,[2.0],3.0,3.0,3.0,Angular,4e,1,2.0,C,0.0,True,,,,,,,,,,,,,,0,Angular
mp-1212999,H6C(NO)2,1.282838268184983,-0.0121024511705449,[2.0],4.0,4.0,4.0,Trigonal plane,8c,1,2.0,C,0.0,True,48.0,2.0,1.2781267575720363,1.2867381432341773,1.2824324504031068,0.004305692831070518,0.008611385662141036,85.20430165624961,0.0,85.20430165624961,85.20430165624961,2.0,1.0,1,Trigonal plane
mp-1212999,H6C(NO)2,1.282838268184983,-0.0121024511705449,[2.0],4.0,4.0,4.0,Trigonal plane,8c,1,2.0,C,0.0,True,49.0,2.0,1.2781267575720374,1.2867381432341773,1.2824324504031073,0.004305692831069963,0.008611385662139925,85.20430165624958,0.0,85.20430165624958,85.20430165624958,2.0,1.0,2,Trigonal plane
mp-1212999,H6C(NO)2,1.282838268184983,-0.0121024511705449,[2.0],4.0,4.0,4.0,Trigonal plane,8c,1,2.0,C,0.0,True,50.0,2.0,1.2781267575720372,1.2867381432341778,1.2824324504031075,0.004305692831070296,0.008611385662140592,123.39484978986488,0.0,123.39484978986488,123.39484978986488,2.0,1.0,3,Trigonal plane
mp-1212999,H6C(NO)2,1.282838268184983,-0.0121024511705449,[2.0],4.0,4.0,4.0,Trigonal plane,8c,1,2.0,C,0.0,True,51.0,2.0,1.278126757572036,1.2867381432341778,1.2824324504031068,0.004305692831070851,0.008611385662141702,85.20430165624958,0.0,85.20430165624958,85.20430165624958,2.0,1.0,4,Trigonal plane
mp-1212999,H6C(NO)2,1.282838268184983,-0.0121024511705449,[2.0],4.0,4.0,4.0,Trigonal plane,8c,1,2.0,C,0.0,True,52.0,2.0,1.2781267575720363,1.2867381432341773,1.2824324504031068,0.004305692831070518,0.008611385662141036,123.39484978986492,0.0,123.39484978986492,123.39484978986492,2.0,1.0,5,Trigonal plane
mp-1212999,H6C(NO)2,1.282838268184983,-0.0121024511705449,[2.0],4.0,4.0,4.0,Trigonal plane,8c,1,2.0,C,0.0,True,53.0,2.0,1.2781267575720372,1.2867381432341776,1.2824324504031073,0.004305692831070185,0.00861138566214037,85.20430165624961,0.0,85.20430165624961,85.20430165624961,2.0,1.0,6,Trigonal plane
mp-1212999,H6C(NO)2,1.282838268184983,-0.0121024511705449,[2.0],4.0,4.0,4.0,Trigonal plane,8c,1,2.0,C,0.0,True,54.0,2.0,1.2781267575720356,1.2867381432341776,1.2824324504031066,0.004305692831070962,0.008611385662141924,123.39484978986503,0.0,123.39484978986503,123.39484978986503,2.0,1.0,7,Trigonal plane
mp-1212999,H6C(NO)2,1.282838268184983,-0.0121024511705449,[2.0],4.0,4.0,4.0,Trigonal plane,8c,1,2.0,C,0.0,True,55.0,2.0,1.278126757572036,1.2867381432341785,1.2824324504031073,0.004305692831071184,0.008611385662142368,123.39484978986488,0.0,123.39484978986488,123.39484978986488,2.0,1.0,8,Trigonal plane
mp-1214060,CaMg5P3HCO16,1.403417029095508,0.3845991757247707,[3.0],4.0,4.0,4.0,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",2i,2,3.0,C,0.0,True,20.0,3.0,1.286599515185696,1.299674952838624,1.2927886566352407,0.005360739129199872,0.013075437652928068,82.58481337285396,30.706119348232846,44.21552461779972,119.38044603796253,3.0,1.0,1,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane"
mp-1214060,CaMg5P3HCO16,1.403417029095508,0.3845991757247707,[3.0],4.0,4.0,4.0,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",2i,2,3.0,C,0.0,True,21.0,3.0,1.2865995151856964,1.299674952838625,1.292788656635241,0.0053607391292002345,0.013075437652928734,82.584813372854,30.70611934823287,44.215524617799765,119.38044603796263,3.0,1.0,2,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane"
mp-1217748,Te4H4Pb12C2Cl3O29,1.290023521974743,-0.0407985578581587,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,20.0,3.0,1.296162157846304,1.304699626369084,1.3015906901321594,0.0038520545658152078,0.008537468522779923,80.42816741498875,27.789587353329473,58.61365917582485,119.64597028614176,2.0,0.6666666666666666,1,Trigonal plane
mp-1217748,Te4H4Pb12C2Cl3O29,1.290023521974743,-0.0407985578581587,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,21.0,3.0,1.2951108778501184,1.3081857455613535,1.3017745555114713,0.0053407773411763655,0.013074867711235116,14.087987302325308,2.1272159967879065,11.116121002292235,15.978370531500385,2.0,0.6666666666666666,2,Trigonal plane
mp-1218552,Sr4Tl2CO9,1.3048772250221572,0.0172775400262874,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1218639,Sr5Mn4CO13,1.3238953105284152,0.0677035177142956,[3.0],4.0,4.0,4.0,Trigonal plane,1b,1,3.0,C,0.0,True,9.0,3.0,1.2986418903426533,1.312894382482812,1.3046659810393577,0.006023709956081885,0.014252492140158779,120.0,1.0067036910186327,119.13375656664664,121.41158746359629,0.0,0.0,1,Trigonal plane
mp-1218664,Sr3CaAl8H24(C2O11)4,1.3529263020988485,0.1944256243093353,[3.0],4.0,4.0,4.0,"Trigonal plane, Tricapped triangular prism (three square-face caps)","1b, 1a",2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Trigonal plane, Tricapped triangular prism (three square-face caps)"
mp-1219040,SmHCO4,1.357478420861098,0.2169279724438403,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1220134,NdHCO4,1.3279915966400264,0.1087136440620523,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1220737,Na5CuCO5,1.338501235492163,0.1155079886829756,[3.0],4.0,4.0,4.0,"Linear, Trigonal plane","1a, 1d",2,3.0,C,0.0,True,6.0,3.0,1.3036574381516826,1.3085702915900002,1.3052950559644558,0.002315941320806209,0.004912853438317599,120.0,1.5497744837383458,118.90414395323873,122.19171209352254,3.0,1.0,1,"Linear, Trigonal plane"
mp-1221135,Na5CoCO5,1.305966166731919,-0.0403587768244599,[3.0],3.0,3.0,3.0,"Linear, Trigonal plane","1a, 1d",2,3.0,C,0.0,True,6.0,3.0,1.3036253662910005,1.307087541891237,1.3059334833578247,0.0016320852297239605,0.00346217560023665,120.0,1.1662476251410439,119.17533839572006,121.64932320855988,3.0,1.0,1,"Linear, Trigonal plane"
mp-1221283,Na3YC2(O3F)2,1.4101044777987235,0.3846685505347095,[3.0],4.0,4.0,4.0,Trigonal plane,4e,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1221305,Na3H5(CO4)2,1.338108373076134,0.1285641954011134,[3.0],4.0,4.0,4.0,Trigonal plane,2c,1,3.0,C,0.0,True,16.0,3.0,1.2696185946970657,1.3462708558356875,1.3014212536984642,0.032624728129727505,0.07665226113862178,119.99946342624166,3.8885061042939797,115.48898889820147,124.97911516563491,3.0,1.0,1,Trigonal plane
mp-1221305,Na3H5(CO4)2,1.338108373076134,0.1285641954011134,[3.0],4.0,4.0,4.0,Trigonal plane,2c,1,3.0,C,0.0,True,17.0,3.0,1.2696185946959946,1.346270855821286,1.301421253685519,0.03262472812659053,0.07665226112529133,83.93861270111852,48.63947120372226,15.611927732802455,124.97911516574524,3.0,1.0,2,Trigonal plane
mp-1221844,Na2CaPb3(CO3)5,1.4913549330761389,0.6605138465344185,[3.0],4.0,4.0,4.0,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",2a,2,3.0,C,0.0,True,14.0,3.0,1.2979806461407368,1.304019586735536,1.3010003359669284,0.002465387193587374,0.006038940594799147,34.91515077373188,12.33192663737641,26.050916925038944,52.354328880037,0.0,0.0,1,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane"
mp-1221844,Na2CaPb3(CO3)5,1.4913549330761389,0.6605138465344185,[3.0],4.0,4.0,4.0,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",2a,2,3.0,C,0.0,True,15.0,3.0,1.2979806461407373,1.3040195867355349,1.301000335966928,0.0024653871935867394,0.006038940594797593,34.91515077373188,12.331926637376416,26.050916925038944,52.35432888003701,0.0,0.0,2,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane"
mp-1222063,Na15Y2C9SClO30F,1.443592138163287,0.4906892424706332,[3.0],4.0,4.0,4.0,Trigonal plane,3d,1,3.0,C,0.0,True,23.0,3.0,1.2843922497749134,1.3324851771653885,1.3006259767643489,0.022529225178997043,0.048092927390475104,79.63254515487411,39.146413994852516,26.383778212133077,119.37520623013818,3.0,1.0,1,Trigonal plane
mp-1222063,Na15Y2C9SClO30F,1.443592138163287,0.4906892424706332,[3.0],4.0,4.0,4.0,Trigonal plane,3d,1,3.0,C,0.0,True,24.0,3.0,1.2843936459175163,1.3324852030462138,1.3006267330514094,0.022528706264500705,0.048091557128697504,79.6326001641468,39.14642819256983,26.38382680105714,119.37530845513443,3.0,1.0,2,Trigonal plane
mp-1222063,Na15Y2C9SClO30F,1.443592138163287,0.4906892424706332,[3.0],4.0,4.0,4.0,Trigonal plane,3d,1,3.0,C,0.0,True,25.0,3.0,1.2843965068674996,1.332485153296009,1.3006287890536186,0.022527219593303442,0.048088646428509296,79.63276450229138,39.146409663470074,26.384050634349617,119.37554122935798,3.0,1.0,3,Trigonal plane
mp-1223327,La2CO5,1.3549857037388384,0.2030582456715624,[3.0],4.0,4.0,4.0,Trigonal plane,2b,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1224071,K5CuCO5,1.3052305385585177,0.0001815016808707,[3.0],4.0,4.0,4.0,"Linear, Trigonal plane","2a, 2c",2,3.0,C,0.0,True,12.0,3.0,1.3051769312125696,1.305181843641204,1.3051785686887813,2.315741066123946e-06,4.912428634318289e-06,119.99456654870717,0.16808774003931556,119.87571056789105,120.23227851033941,0.0,0.0,1,"Linear, Trigonal plane"
mp-1224071,K5CuCO5,1.3052305385585177,0.0001815016808707,[3.0],4.0,4.0,4.0,"Linear, Trigonal plane","2a, 2c",2,3.0,C,0.0,True,13.0,3.0,1.3051769312125694,1.3051818436412037,1.305178568688781,2.315741066123946e-06,4.912428634318289e-06,119.99456654870717,0.16808774003934235,119.87571056789105,120.23227851033947,0.0,0.0,2,"Linear, Trigonal plane"
mp-1224338,K4Gd2C3O9F4,1.348834568279766,0.1774363373864907,[3.0],4.0,4.0,4.0,Trigonal plane,"1a, 2c",1,3.0,C,0.0,True,6.0,3.0,1.284130374439261,1.309521319599651,1.2986207831432501,0.01067209479905381,0.025390945160389977,39.55062982336461,15.255387305200205,18.150869965017915,52.62284430974427,2.0,0.6666666666666666,1,Trigonal plane
mp-1224338,K4Gd2C3O9F4,1.348834568279766,0.1774363373864907,[3.0],4.0,4.0,4.0,Trigonal plane,"1a, 2c",1,3.0,C,0.0,True,7.0,3.0,1.293173406166242,1.3016640106838346,1.2988338091779703,0.004002509353841721,0.008490604517592537,88.04141511163964,29.20659829314399,49.01460302128693,119.26887380028003,2.0,0.6666666666666666,2,Trigonal plane
mp-1224338,K4Gd2C3O9F4,1.348834568279766,0.1774363373864907,[3.0],4.0,4.0,4.0,Trigonal plane,"1a, 2c",1,3.0,C,0.0,True,8.0,3.0,1.2841303744392598,1.30952131959965,1.2986207831432497,0.010672094799054083,0.0253909451603902,39.550629823364595,15.255387305200191,18.150869965017915,52.622844309744245,2.0,0.6666666666666666,3,Trigonal plane
mp-1224646,GdHCO4,1.3477094580555955,0.1807770491603842,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1225321,Na12DyY3H48(CO5)12,1.4003976661361714,0.351826922177205,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1225362,Dy2CO5,1.393986752396376,0.3738482951210924,[3.0],4.0,4.0,4.0,Trigonal plane,2c,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1227293,Ca4Tl2CO9,1.38514076384203,0.3052671429177688,[3.0],4.0,4.0,4.0,"Pentagonal bipyramid, Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane","1a, 2d",3,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Pentagonal bipyramid, Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane"
mp-1228203,Ba4CaCu2CO9,1.3068929622271177,0.0149577468136809,[3.0],4.0,4.0,4.0,"Square plane, Octahedron, Linear, Trigonal plane","1b, 1a",4,3.0,C,0.0,True,7.0,3.0,1.3021304724085647,1.303555401647565,1.3026054488215653,0.0006717180850717963,0.0014249292390002832,120.0,0.6820389883872172,119.51772560627778,120.96454878744443,0.0,0.0,1,"Square plane, Octahedron, Linear, Trigonal plane"
mp-1228574,Ba6Ca6Mg(CO3)13,1.6147867907121576,1.0962208268905584,[3.0],4.0,4.0,4.0,"Square antiprism, Trigonal plane","1a, 3b",2,3.0,C,0.0,True,25.0,3.0,1.2962833845252326,1.2962833953994006,1.29628338930907,4.534466220754641e-09,1.087416801048846e-08,119.97021065070157,2.3512391062340492e-07,119.9702103846499,119.97021095646207,0.0,0.0,1,"Square antiprism, Trigonal plane"
mp-1237189,FePH5CO8,1.4461793278178672,0.2599663632818282,[2.0],4.0,4.0,4.0,Angular,4e,1,2.0,C,0.0,True,,,,,,,,,,,,,,0,Angular
mp-1238754,CsHCO3,1.9820216076873287,2.349387427676999,[3.0],4.0,4.0,4.0,"Trigonal plane, Square-face bicapped square antiprism",4e,2,3.0,C,0.0,True,8.0,3.0,1.2622243483438922,1.375532326754444,1.306359154193421,0.04953022207740751,0.11330797841055174,77.27108908551048,30.181187353825297,42.23903867855291,115.90399588508068,2.0,0.6666666666666666,1,"Trigonal plane, Square-face bicapped square antiprism"
mp-1238754,CsHCO3,1.9820216076873287,2.349387427676999,[3.0],4.0,4.0,4.0,"Trigonal plane, Square-face bicapped square antiprism",4e,2,3.0,C,0.0,True,9.0,3.0,1.2622243483438929,1.3755323267544435,1.3063591541934205,0.04953022207740733,0.11330797841055062,119.99594313159527,4.645083637979745,115.90399588508068,126.49244243217957,2.0,0.6666666666666666,2,"Trigonal plane, Square-face bicapped square antiprism"
mp-1238754,CsHCO3,1.9820216076873287,2.349387427676999,[3.0],4.0,4.0,4.0,"Trigonal plane, Square-face bicapped square antiprism",4e,2,3.0,C,0.0,True,10.0,3.0,1.2622243483438942,1.3755323267544448,1.306359154193422,0.04953022207740726,0.11330797841055062,77.27108908551048,30.181187353825297,42.23903867855291,115.90399588508068,2.0,0.6666666666666666,3,"Trigonal plane, Square-face bicapped square antiprism"
mp-1238754,CsHCO3,1.9820216076873287,2.349387427676999,[3.0],4.0,4.0,4.0,"Trigonal plane, Square-face bicapped square antiprism",4e,2,3.0,C,0.0,True,11.0,3.0,1.2622243483438929,1.375532326754443,1.3063591541934212,0.04953022207740667,0.11330797841055018,119.99594313159527,4.645083637979764,115.90399588508068,126.4924424321796,2.0,0.6666666666666666,4,"Trigonal plane, Square-face bicapped square antiprism"
mp-1301551,Na3CoPCO7,1.4478264739930096,0.5104283386429541,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",1a,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-1303576,LiCo(CO3)2,1.234042640987688,-0.2162556887429903,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",1a,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-15472,Ba4LiCu(CO5)2,1.7653104105967532,1.6080246582322513,[3.0],4.0,4.0,4.0,"Square plane, Trigonal plane","1a, 2e",2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Square plane, Trigonal plane"
mp-1567457,Li2Co(CO3)2,1.3739205254350713,0.2588941556168836,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",1a,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-1568135,Li2Fe(CO3)2,1.3530134656746082,0.1856074739938785,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1574416,Na3VPCO7,1.406608633829476,0.3637071967585531,[3.0],4.0,4.0,4.0,Trigonal plane,4a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1575580,K3FePCO7,1.527156302240247,0.7742533023616402,[3.0],4.0,4.0,4.0,Trigonal plane,2i,1,3.0,C,0.0,True,20.0,3.0,1.2909685322340791,1.3134212357039263,1.3038292382255687,0.009453193985247837,0.02245270346984718,77.8585715321979,27.527705594689817,58.172737340797795,116.78778801615637,2.0,0.6666666666666666,1,Trigonal plane
mp-1575580,K3FePCO7,1.527156302240247,0.7742533023616402,[3.0],4.0,4.0,4.0,Trigonal plane,2i,1,3.0,C,0.0,True,21.0,3.0,1.2917296891770742,1.3110045593422692,1.3043131240470718,0.008903815632014787,0.019274870165195024,78.24104918450205,27.679203721481933,57.48615445777129,117.36103012868962,2.0,0.6666666666666666,2,Trigonal plane
mp-1575580,K3FePCO7,1.527156302240247,0.7742533023616402,[3.0],4.0,4.0,4.0,Trigonal plane,2i,1,3.0,C,0.0,True,22.0,3.0,1.2906592530382168,1.3136676965252083,1.3038166487439022,0.009679740711792739,0.023008443486991492,77.87007541252402,27.532259576865243,58.05713135179514,116.8045238078825,2.0,0.6666666666666666,3,Trigonal plane
mp-1575580,K3FePCO7,1.527156302240247,0.7742533023616402,[3.0],4.0,4.0,4.0,Trigonal plane,2i,1,3.0,C,0.0,True,23.0,3.0,1.2912324263852688,1.3112204765638078,1.304336924032655,0.009270226753405787,0.019988050178538996,78.21391136195808,27.66842258246278,57.489313634459066,117.31956944270955,2.0,0.6666666666666666,4,Trigonal plane
mp-1580470,K3CoPCO7,1.556104935044771,0.8773617975628809,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",2i,2,3.0,C,0.0,True,21.0,3.0,1.2877776090652346,1.3128168779682574,1.3038651869642266,0.011399763393238413,0.02503926890302277,77.47428101870946,27.41602498056981,56.67939985952062,116.211399203814,2.0,0.6666666666666666,1,"Octahedron, Trigonal plane"
mp-1580470,K3CoPCO7,1.556104935044771,0.8773617975628809,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",2i,2,3.0,C,0.0,True,23.0,3.0,1.2876624226708466,1.3127222474319162,1.3037565612459987,0.011404964689790935,0.025059824761069605,77.48199405478194,27.417339408511168,56.72681680424701,116.22298715370889,2.0,0.6666666666666666,2,"Octahedron, Trigonal plane"
mp-1638962,Li3Co2(CO3)4,1.382835631890023,0.2987539277781217,[3.0],4.0,4.0,4.0,"Trigonal prism, Octahedron, Trigonal plane, Trigonal bipyramid",1a,4,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Trigonal prism, Octahedron, Trigonal plane, Trigonal bipyramid"
mp-1640104,Li3Co2(CO3)4,1.3838652620843686,0.3026664308274039,[3.0],4.0,4.0,4.0,"Trigonal prism, Octahedron, Trigonal plane, Trigonal bipyramid",1a,4,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Trigonal prism, Octahedron, Trigonal plane, Trigonal bipyramid"
mp-1641018,Li3Co2(CO3)4,1.3878733743918026,0.3171368434813663,[3.0],4.0,4.0,4.0,"Trigonal prism, Octahedron, Trigonal plane",1a,3,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Trigonal prism, Octahedron, Trigonal plane"
mp-1644889,Na5Fe2P2(CO7)2,1.4727729547481716,0.598642476948059,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1646256,K2VPCO7,1.480531739297177,0.6348202424663019,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1649939,LiMn(CO3)2,1.2050086431449296,-0.328089772183567,[3.0],4.0,4.0,4.0,Trigonal plane,2a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1649942,K3CoPCO7,1.570172010298618,0.9284201721531976,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",1a,2,3.0,C,0.0,True,20.0,3.0,1.2901610526335945,1.3112543370127097,1.303161995196907,0.009284482841400711,0.021093284379115174,77.82812240821083,27.55066911244029,56.668436821758036,116.74098184680352,2.0,0.6666666666666666,1,"Octahedron, Trigonal plane"
mp-1649942,K3CoPCO7,1.570172010298618,0.9284201721531976,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",1a,2,3.0,C,0.0,True,21.0,3.0,1.2884005237637401,1.311238976443437,1.3031812435504546,0.010465742361968565,0.022838452679696752,77.55798494910964,27.441048536886115,56.86538584874962,116.33629065537093,2.0,0.6666666666666666,2,"Octahedron, Trigonal plane"
mp-1649942,K3CoPCO7,1.570172010298618,0.9284201721531976,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",1a,2,3.0,C,0.0,True,22.0,3.0,1.2885561343860739,1.311134386033763,1.303142432079791,0.01032983991115162,0.022578251647689118,77.57885491393176,27.448479248731267,56.881840598585356,116.36771576885715,2.0,0.6666666666666666,3,"Octahedron, Trigonal plane"
mp-1649942,K3CoPCO7,1.570172010298618,0.9284201721531976,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",1a,2,3.0,C,0.0,True,23.0,3.0,1.2881634775333872,1.3113932210649042,1.3030634095678135,0.010560306467817847,0.023229743531516966,77.57137745872443,27.45390370522017,56.64581215841103,116.35669143342895,2.0,0.6666666666666666,4,"Octahedron, Trigonal plane"
mp-1649964,K3CoPCO7,1.5598216415380588,0.8921042384814584,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",1a,2,3.0,C,0.0,True,20.0,3.0,1.289139785172718,1.3112101904130364,1.3032180545576952,0.009985204483747913,0.022070405240318447,77.75853556353371,27.517525586239863,56.86169007834596,116.63779909848175,2.0,0.6666666666666666,1,"Octahedron, Trigonal plane"
mp-1649964,K3CoPCO7,1.5598216415380588,0.8921042384814584,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",1a,2,3.0,C,0.0,True,21.0,3.0,1.2900734942953065,1.3118673960421727,1.3033478519394104,0.009511387112218264,0.02179390174686624,77.82194487726228,27.56678182290489,56.278758234858614,116.73264838474007,2.0,0.6666666666666666,2,"Octahedron, Trigonal plane"
mp-1649964,K3CoPCO7,1.5598216415380588,0.8921042384814584,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",1a,2,3.0,C,0.0,True,22.0,3.0,1.2893256928353782,1.311528878584934,1.3032573704786012,0.00990870000713436,0.02220318574955571,77.69804138342552,27.506871791133147,56.52877223904913,116.54640760096568,2.0,0.6666666666666666,3,"Octahedron, Trigonal plane"
mp-1649964,K3CoPCO7,1.5598216415380588,0.8921042384814584,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",1a,2,3.0,C,0.0,True,23.0,3.0,1.2893794114775856,1.3107315189152664,1.303105642129713,0.009725871374179707,0.02135210743768079,77.73369761364876,27.512452311012535,56.73982626465167,116.60043365023881,2.0,0.6666666666666666,4,"Octahedron, Trigonal plane"
mp-1653394,Na3CoPCO7,1.3751661775198427,0.2530743477099342,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane, Trigonal bipyramid",1a,3,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane, Trigonal bipyramid"
mp-1666747,Na5Fe2P2(CO7)2,1.4826801200277089,0.6325406414452173,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1667139,NaLi2FePCO7,1.309504013711441,0.0305734538195811,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,20.0,3.0,1.2962881983958834,1.3090952028842466,1.3005961783907252,0.006009907458171119,0.01280700448836325,119.99952893790562,1.8002209523666117,118.28160730844486,122.48568125097995,3.0,1.0,1,Trigonal plane
mp-1667139,NaLi2FePCO7,1.309504013711441,0.0305734538195811,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,21.0,3.0,1.2954311814932749,1.3085159792131442,1.300453562017222,0.0057581449598338155,0.013084797719869368,119.99956077181822,1.8128192119149877,118.37302673423382,122.52900392115959,3.0,1.0,2,Trigonal plane
mp-1667139,NaLi2FePCO7,1.309504013711441,0.0305734538195811,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,22.0,3.0,1.2972014011829618,1.3067164637526574,1.3011193919331225,0.004061903400661101,0.009515062569695587,119.99979271153204,1.5329347009662746,118.53700641763407,122.11683566630694,3.0,1.0,3,Trigonal plane
mp-1667139,NaLi2FePCO7,1.309504013711441,0.0305734538195811,[3.0],4.0,4.0,4.0,Trigonal plane,1a,1,3.0,C,0.0,True,23.0,3.0,1.2950975157746165,1.3104753831955784,1.3006696157280224,0.006955221399277421,0.015377867420961921,119.999375997995,1.8928208910034099,118.13978454458403,122.59668367606068,3.0,1.0,4,Trigonal plane
mp-1667345,Na3CoAsCO7,1.408220914666219,0.3707420151570875,[3.0],4.0,4.0,4.0,"Octahedron, Trigonal plane",1a,2,3.0,C,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Trigonal plane"
mp-1667394,NaLi2MnPCO7,1.3070810610581325,0.0196482353175232,[3.0],4.0,4.0,4.0,Trigonal plane,4i,1,3.0,C,0.0,True,20.0,3.0,1.2927916271855344,1.311460254495168,1.3014762230874803,0.007676622993725147,0.01866862730963348,79.76575682065034,31.484010033386074,42.36711185601426,119.39043109882495,3.0,1.0,1,Trigonal plane
