CN,geometry_type,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean,fraction_within_cn
3.0,"Octahedron, Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",1,1,,,,,0.0007451564828614009
3.0,"Octahedron, Trigonal plane, Trigonal bipyramid",1,1,,,,,0.0007451564828614009
3.0,"Pentagonal bipyramid, Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",1,1,,,,,0.0007451564828614009
3.0,"Pentagonal bipyramid, Trigonal plane, Tricapped triangular prism (three square-face caps)",1,1,,,,,0.0007451564828614009
3.0,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",1,1,,,,,0.0007451564828614009
3.0,"Square plane, Octahedron, Linear, Trigonal plane",1,1,1.3021304724085647,1.3026054488215653,0.0006717180850717963,0.0,0.0007451564828614009
3.0,"Square plane, Octahedron, Trigonal plane",1,1,,,,,0.0007451564828614009
3.0,"Square-face bicapped trigonal prism, Pentagonal bipyramid, Trigonal plane, Square antiprism, Tricapped triangular prism (three square-face caps)",1,1,,,,,0.0007451564828614009
3.0,"Trigonal plane, Angular",1,1,,,,,0.0007451564828614009
3.0,"Trigonal plane, Bicapped octahedron (opposed cap faces), Cube, Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",1,1,,,,,0.0007451564828614009
3.0,"Trigonal plane, Bicapped square prism (adjacent faces), Tricapped triangular prism (two square-face caps and one triangular-face cap)",1,1,,,,,0.0007451564828614009
3.0,"Trigonal plane, Square-face monocapped antiprism",1,1,,,,,0.0007451564828614009
3.0,"Trigonal prism, Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized, Pentagonal bipyramid, Trigonal plane, Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",1,1,,,,,0.0007451564828614009
