CN,formal_charge,count,fraction_within_cn,weighted_charge_contribution
2.0,2,5,1.0,2.0
3.0,2,12,1.0,2.0
4.0,2,296,1.0,2.0
5.0,2,137,1.0,2.0
6.0,2,495,1.0,2.0
7.0,2,1,1.0,2.0
8.0,2,4,1.0,2.0
