CN,geometry_type,mean_charge,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean,fraction_within_cn_geometry
2.0,Tetrahedron,2.0,4,1,2.0276255458181565,2.027625545818157,3.325509192972126e-16,1.0,1.0
2.0,"Tetrahedron, Octahedron",2.0,4,1,1.9775182032259373,1.9968389568700529,0.019320753644115507,1.0,1.0
2.0,"Tetrahedron, Square pyramid",2.0,24,3,1.9769565352289502,2.003454523436611,0.026497988207661013,1.0,1.0
3.0,Octahedron,2.0,1,1,,,,,1.0
3.0,Tetrahedron,2.0,4,1,1.948633295833739,1.9864514231887562,0.026741454304509173,1.0,1.0
3.0,"Tetrahedron, Trigonal plane",2.0,14,5,1.8653385131437332,1.9095004478348356,0.0351743045826262,0.8095238095238094,1.0
3.0,Trigonal bipyramid,2.0,1,1,,,,,1.0
3.0,Trigonal plane,2.0,16,4,1.8985455594718808,1.910958610196396,0.009370369211762434,0.5416666666666666,1.0
4.0,Octahedron,2.0,10,6,2.061021307997164,2.15765483841822,0.13186892378723708,1.0,1.0
4.0,"Octahedron, See-saw",2.0,1,1,,,,,1.0
4.0,"Octahedron, Square pyramid",2.0,1,1,,,,,1.0
4.0,"Octahedron, Trigonal bipyramid",2.0,1,1,,,,,1.0
4.0,"Pentagonal bipyramid, Square-face capped trigonal prism",2.0,1,1,,,,,1.0
4.0,See-saw,2.0,14,11,1.8829327001301557,2.01825403217814,0.09401755754584205,1.0,1.0
4.0,"See-saw, Square-face capped trigonal prism, Square pyramid, Trigonal bipyramid",2.0,1,1,,,,,1.0
4.0,Square pyramid,2.0,10,8,2.074617547127212,2.1152170765564255,0.04059952942921291,1.0,1.0
4.0,"Square pyramid, Trigonal bipyramid",2.0,1,1,,,,,1.0
4.0,Tetrahedron,2.0,700,187,1.9556411168948165,1.9788195428947313,0.01970001894051496,0.9968404423380727,1.0
4.0,"Tetrahedron, Octahedron",2.0,131,38,1.984409247269928,2.005487965987289,0.019980917573394392,1.0,1.0
4.0,"Tetrahedron, Octahedron, See-saw, Square pyramid",2.0,2,1,1.9287378783833957,2.0193205587756684,0.06496730457315622,1.0,1.0
4.0,"Tetrahedron, Octahedron, Square pyramid",2.0,1,1,,,,,1.0
4.0,"Tetrahedron, Octahedron, Trigonal bipyramid",2.0,7,3,1.926525640346626,1.983848919909992,0.03714869484972444,1.0,1.0
4.0,"Tetrahedron, Square pyramid",2.0,38,8,1.990355480453974,2.052702846693363,0.05606612433162231,1.0,1.0
4.0,"Tetrahedron, Trigonal bipyramid",2.0,29,11,1.953890811436667,1.9930902551755105,0.03417141493761772,1.0,1.0
4.0,"Tetrahedron, Trigonal plane",2.0,24,5,1.9692874019716922,1.998052469630437,0.022569035330622957,1.0,1.0
4.0,Trigonal bipyramid,2.0,7,7,,,,,1.0
4.0,Trigonal prism,2.0,1,1,,,,,1.0
4.0,no_data,2.0,24,3,1.971243486539177,1.9955135763166016,0.018215805221491004,1.0,1.0
5.0,Octahedron,2.0,1,1,,,,,1.0
5.0,"Octahedron, Square pyramid",2.0,3,3,,,,,1.0
5.0,"Octahedron, Square pyramid, Trigonal bipyramid",2.0,2,2,,,,,1.0
5.0,"Octahedron, Trigonal bipyramid",2.0,90,28,1.9764752763528046,2.0644658736177113,0.0915600865975231,1.0,1.0
5.0,See-saw,2.0,2,1,1.857794294585255,2.2449309371066404,0.3647549620153602,1.0,1.0
5.0,"See-saw, Square-face capped trigonal prism, Square pyramid, Trigonal bipyramid",2.0,5,1,1.967075139629986,2.1610562353588025,0.29638158666539843,1.0,1.0
5.0,Square pyramid,2.0,101,32,2.000009039116241,2.0835141771355823,0.06292529628575926,1.0,1.0
5.0,"Square pyramid, Trigonal bipyramid",2.0,1,1,,,,,1.0
5.0,"Tetrahedron, Octahedron, See-saw, Square pyramid",2.0,2,1,1.9463869812990682,2.199132546706589,0.43202758489020643,1.0,1.0
5.0,"Tetrahedron, Octahedron, Square pyramid",2.0,4,1,1.8886496698986641,2.1866652858613147,0.4770301511047166,1.0,1.0
5.0,"Tetrahedron, Octahedron, Trigonal bipyramid",2.0,28,3,1.9959677151027833,2.1087941126319527,0.12668769049506964,1.0,1.0
5.0,"Tetrahedron, Square pyramid",2.0,14,5,1.9290011442387593,2.186204933775359,0.37021576282244917,1.0,1.0
5.0,"Tetrahedron, Trigonal bipyramid",2.0,61,10,1.9547755145563612,2.1672067787383247,0.31296548905140303,1.0,1.0
5.0,Trigonal bipyramid,2.0,154,47,1.9676722291887057,2.070479285621784,0.09701833099404476,1.0,1.0
5.0,no_data,2.0,1,1,,,,,1.0
6.0,Octahedron,2.0,1931,395,2.016098136625857,2.1191213942968146,0.08213219869313067,1.0,1.0
6.0,"Octahedron, See-saw",2.0,4,1,1.969000250596936,2.2887111189267033,0.3728737531899238,1.0,1.0
6.0,"Octahedron, Square antiprism",2.0,4,1,2.0631701580318658,2.2006440817036625,0.19441748732929753,1.0,1.0
6.0,"Octahedron, Square pyramid",2.0,18,3,1.9904910061252836,2.2247621123026167,0.25032040113592424,1.0,1.0
6.0,"Octahedron, Square pyramid, Trigonal bipyramid",2.0,16,2,1.9767415948421083,2.244331469964266,0.3336467069286849,1.0,1.0
6.0,"Octahedron, Trigonal bipyramid",2.0,118,27,2.005407675199205,2.170591512956742,0.18700458172503084,1.0,1.0
6.0,"Octahedron, Trigonal prism",2.0,6,1,1.9621433736315395,2.2231248997429733,0.21846732218526432,1.0,1.0
6.0,"Tetrahedron, Octahedron",2.0,113,37,2.0498493659453714,2.165420696768303,0.12245755742829448,1.0,1.0
6.0,"Tetrahedron, Octahedron, Square pyramid",2.0,10,1,1.9536974588901281,2.204202821477154,0.30243908346660825,1.0,1.0
6.0,"Tetrahedron, Octahedron, Trigonal bipyramid",2.0,20,2,2.015983264754282,2.2308562321132053,0.29294910516722567,1.0,1.0
6.0,Trigonal prism,2.0,11,7,2.0768757421322026,2.133936856220777,0.048055515840558526,1.0,1.0
6.0,no_data,2.0,152,18,2.0090976670567877,2.124569949235878,0.09620816284613903,1.0,1.0
7.0,"See-saw, Square-face capped trigonal prism, Square pyramid, Trigonal bipyramid",2.0,4,1,1.9811827441081833,2.342127458015464,0.2897595661487655,1.0,1.0
8.0,Cube,2.0,1,1,2.1758069442154824,2.296533615637226,0.12072667142179808,1.0,1.0
8.0,Linear,2.0,4,1,1.8971956280620401,2.4930335095681193,0.34400716128091086,1.0,1.0
8.0,"Octahedron, Square antiprism",2.0,4,1,2.2226474016074413,2.3084435725789874,0.08579617097154499,1.0,1.0
8.0,Square-face bicapped trigonal prism,2.0,4,1,2.09148169004973,2.3087824597566065,0.16682872339037783,1.0,1.0
