material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Zn_wyckoff,num_Zn_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-2714707,NaAl3Zn(SO4)6,1.8772136028238773,0.164332567128241,[6.0],2.0,2.0,2.0,Octahedron,"1c, 1a",1,6.0,Zn,0.0,True,13.0,6.0,2.0335544251581363,2.0892825776851605,2.061418502369262,0.027864054355278847,0.05572815252702412,59.5511267113758,26.470144022776978,22.36258046978472,109.03678716675277,6.0,1.0,2,Octahedron
mp-2714707,NaAl3Zn(SO4)6,1.8772136028238773,0.164332567128241,[6.0],2.0,2.0,2.0,Octahedron,"1c, 1a",1,6.0,Zn,0.0,True,14.0,6.0,2.0362966355632093,2.083969622823613,2.0601332948684736,0.023833538906387054,0.04767298726040359,47.243312918278235,23.28224039045007,8.373094605753847,81.27102730607925,6.0,1.0,3,Octahedron
mp-2714729,Na6ZnSn7(PO4)12,1.686049164746198,0.3792344757117517,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,18.0,6.0,1.9540394327912727,2.292929890136087,2.1215524152878604,0.11555482247247256,0.3388904573448144,103.56825362058423,30.005554481534084,75.92327557886301,165.04965546862732,6.0,1.0,1,Octahedron
mp-2714729,Na6ZnSn7(PO4)12,1.686049164746198,0.3792344757117517,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,19.0,6.0,1.9542507490275192,2.2882948934608094,2.120195968147549,0.11412187319027312,0.3340441444332902,103.59467486809692,30.02947419750568,76.02804853373044,165.17543228129907,6.0,1.0,2,Octahedron
mp-2714729,Na6ZnSn7(PO4)12,1.686049164746198,0.3792344757117517,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,20.0,6.0,1.9584733681883542,2.263133760959971,2.1120321477508353,0.09289484239846846,0.3046603927716167,104.36238267602572,30.783196708016245,77.4342595773195,168.9715283322662,6.0,1.0,3,Octahedron
mp-2714744,Na2Zr3Zn5(SO4)12,1.7588666094422174,0.3113325359910911,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,15.0,6.0,2.0611624187749715,2.160093751930751,2.117954076232432,0.03876223636642724,0.09893133315577929,36.55641672470269,16.168585629121605,9.65117662628152,58.897892781306105,6.0,1.0,1,Octahedron
mp-2714744,Na2Zr3Zn5(SO4)12,1.7588666094422174,0.3113325359910911,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,16.0,6.0,2.032819086196425,2.23603061429679,2.1325649512997966,0.09212169104430369,0.2032115281003648,57.41571048341517,26.25108103101201,19.57658748501551,98.67221561402863,6.0,1.0,2,Octahedron
mp-2714744,Na2Zr3Zn5(SO4)12,1.7588666094422174,0.3113325359910911,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,17.0,6.0,2.054343341248891,2.1672513217782936,2.108259294172876,0.051632654930928425,0.11290798052940243,36.213006768833196,16.28449865109955,9.599776288126703,58.90928814353334,6.0,1.0,3,Octahedron
mp-2714744,Na2Zr3Zn5(SO4)12,1.7588666094422174,0.3113325359910911,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,18.0,6.0,2.0130566406445793,2.2099335299640415,2.1063918058200053,0.06481239671220773,0.19687688931946212,55.513184524589505,26.179697947942344,20.672697629156705,92.80467725158869,6.0,1.0,4,Octahedron
mp-2714744,Na2Zr3Zn5(SO4)12,1.7588666094422174,0.3113325359910911,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,19.0,6.0,2.0658958126485016,2.1425520250144756,2.103653148032863,0.028537586149164684,0.07665621236597397,106.26139453431308,33.07886689586287,81.80225683712618,173.1752439286414,6.0,1.0,5,Octahedron
mp-2714744,Na2Zr3Zn5(SO4)12,1.7588666094422174,0.3113325359910911,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,20.0,6.0,2.0686794293891997,2.1619572664672275,2.1092004962773605,0.03420661506799531,0.09327783707802784,106.18061543969631,32.96165942182081,81.56643266554482,172.3340090068006,6.0,1.0,6,Octahedron
mp-2714744,Na2Zr3Zn5(SO4)12,1.7588666094422174,0.3113325359910911,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,21.0,6.0,2.072293180509836,2.154112969717907,2.1076160524768586,0.03385135049758845,0.08181978920807076,106.16160493628381,32.91554361658694,81.71831333292235,172.8444144199344,6.0,1.0,7,Octahedron
mp-2714744,Na2Zr3Zn5(SO4)12,1.7588666094422174,0.3113325359910911,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,22.0,6.0,2.062761947435768,2.1136877614738205,2.0905332048754435,0.01820720709424632,0.05092581403805241,49.16143243965129,24.47626816541661,7.9456189311996095,85.70231437901582,6.0,1.0,8,Octahedron
mp-2714744,Na2Zr3Zn5(SO4)12,1.7588666094422174,0.3113325359910911,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,23.0,6.0,2.0326230395324636,2.1614180646135046,2.0979050370332906,0.04201878350257935,0.12879502508104101,47.833017005308065,23.77004284212144,7.924143547659798,83.33021086469451,6.0,1.0,9,Octahedron
mp-2714744,Na2Zr3Zn5(SO4)12,1.7588666094422174,0.3113325359910911,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,24.0,6.0,1.9980239244016273,2.2079733617699557,2.10754766752915,0.08261780106606532,0.20994943736832838,105.04810126544184,31.41231124106599,78.0909087632311,168.13580632988626,6.0,1.0,10,Octahedron
mp-2714744,Na2Zr3Zn5(SO4)12,1.7588666094422174,0.3113325359910911,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,25.0,6.0,2.0169173593129774,2.2046198670808015,2.1024159078145304,0.06742907389757669,0.18770250776782405,105.40481693178432,31.845549843465363,79.91607169971829,169.25928513580106,6.0,1.0,11,Octahedron
mp-2714744,Na2Zr3Zn5(SO4)12,1.7588666094422174,0.3113325359910911,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,26.0,6.0,2.054287478415321,2.155750744000381,2.1039278497174094,0.04091003460803236,0.10146326558506003,106.05055617843122,32.73337219745219,83.15495893734102,172.35530362693342,6.0,1.0,12,Octahedron
mp-2714744,Na2Zr3Zn5(SO4)12,1.7588666094422174,0.3113325359910911,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True,27.0,6.0,2.0471389280911936,2.1356696236703354,2.088166386416115,0.03465768086157179,0.08853069557914184,106.798278294132,33.9030842364013,84.85861131860776,177.86120053329407,6.0,1.0,13,Octahedron
