material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Zn_wyckoff,num_Zn_chemenvs,CN,element,charge_range,is_single_charge
mp-1192369,BaYZn3GaO7,1.744621930945924,0.3475917197244944,[4.0],2.0,2.0,2.0,Tetrahedron,6c,1,4.0,Zn,0.0,True
mp-1192501,BaScZn3GaO7,1.8327298165375565,0.2032994374482136,[4.0],2.0,2.0,2.0,Tetrahedron,6c,1,4.0,Zn,0.0,True
mp-1192612,RbZn2HSe2O7,2.013122889445493,-0.0319347230532073,[4.0],2.0,2.0,2.0,Tetrahedron,2i,1,4.0,Zn,0.0,True
mp-1193724,KZn2P2HO8,1.8143245425626595,0.2278290658238447,[4.0],2.0,2.0,2.0,Tetrahedron,2i,1,4.0,Zn,0.0,True
mp-1194514,Ba4Zn4B14Pb2O31,1.9062615419339013,0.1065121876229308,[4.0],2.0,2.0,2.0,Tetrahedron,1a,1,4.0,Zn,0.0,True
mp-1194748,Ba4Zn4B14Pb2O31,1.898560333886904,0.116633355101716,[4.0],2.0,2.0,2.0,Tetrahedron,2a,1,4.0,Zn,0.0,True
mp-1194855,Mn2ZnP2H2O9,1.8249146158451388,0.3139172029241101,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4e,1,5.0,Zn,0.0,True
mp-1194862,Sr2Zn3Te2(PO7)2,1.5157945020646122,0.6535509027810646,"[4.0, 6.0]",2.0,2.0,2.0,"Tetrahedron, Octahedron","4e, 2c",2,4.0,Zn,0.0,True
mp-1194862,Sr2Zn3Te2(PO7)2,1.5157945020646122,0.6535509027810646,"[4.0, 6.0]",2.0,2.0,2.0,"Tetrahedron, Octahedron","4e, 2c",2,6.0,Zn,0.0,True
mp-1195000,CsZn2B3O7,1.7722605862733247,0.2522801427362798,[4.0],2.0,2.0,2.0,Tetrahedron,4b,1,4.0,Zn,0.0,True
mp-1195039,Ba2Zn2TeP2O11,2.086154738424562,-0.1483507311536373,[4.0],2.0,2.0,2.0,Tetrahedron,4e,1,4.0,Zn,0.0,True
mp-1195124,Ba5Zn2B4(O6F)2,3.018855746088993,-1.5065034642588977,[4.0],2.0,2.0,2.0,Tetrahedron,4f,1,4.0,Zn,0.0,True
mp-1195127,Ba4Zn4B14Pb2O31,1.860992149187144,0.1753664532447537,[4.0],2.0,2.0,2.0,Tetrahedron,3a,1,4.0,Zn,0.0,True
mp-1195152,Ba3V4ZnO14,2.646270497172864,-0.4048544571892756,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Zn,0.0,True
mp-1195318,Zn7H10(SO9)2,2.0490881131686023,0.0645072792977425,"[4.0, 6.0]",2.0,2.0,2.0,"Tetrahedron, Octahedron","1d, 2i",2,4.0,Zn,0.0,True
mp-1195318,Zn7H10(SO9)2,2.0490881131686023,0.0645072792977425,"[4.0, 6.0]",2.0,2.0,2.0,"Tetrahedron, Octahedron","1d, 2i",2,6.0,Zn,0.0,True
mp-1195353,NaZnH2C3O7,2.49001056739137,-0.3141876786079464,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Zn,0.0,True
mp-1195362,Sr2ZnWO6,2.124699075964432,0.0055099473017647,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Zn,0.0,True
mp-1195381,Zn3Te2P2(PbO7)2,1.636727098533847,0.5130861730678318,"[4.0, 6.0]",2.0,2.0,2.0,"Tetrahedron, Octahedron","4e, 2c",2,4.0,Zn,0.0,True
mp-1195381,Zn3Te2P2(PbO7)2,1.636727098533847,0.5130861730678318,"[4.0, 6.0]",2.0,2.0,2.0,"Tetrahedron, Octahedron","4e, 2c",2,6.0,Zn,0.0,True
mp-1195606,K2Zn3(SeO3)4,1.582409017215586,0.5678289185617293,"[4.0, 6.0]",2.0,2.0,2.0,"Tetrahedron, Octahedron","4f, 2e",2,4.0,Zn,0.0,True
mp-1195606,K2Zn3(SeO3)4,1.582409017215586,0.5678289185617293,"[4.0, 6.0]",2.0,2.0,2.0,"Tetrahedron, Octahedron","4f, 2e",2,6.0,Zn,0.0,True
mp-1195627,ZnB12(H5O12)2,2.1228806692090565,0.0092001424397287,[6.0],2.0,2.0,2.0,Octahedron,2b,1,6.0,Zn,0.0,True
mp-1195688,Ba3Zn2B3O9F,1.0098119949758997,1.382597241621593,[4.0],2.0,2.0,2.0,Tetrahedron,8d,1,4.0,Zn,0.0,True
mp-1195724,CaMn3Zn(SiO3)5,1.3971756234065809,0.7753473493089048,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Zn,0.0,True
mp-1195934,Na2Zn3H4(Se2O7)2,2.122858250481672,0.0087277085153754,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4f, 2e",2,5.0,Zn,0.0,True
mp-1195934,Na2Zn3H4(Se2O7)2,2.122858250481672,0.0087277085153754,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","4f, 2e",2,6.0,Zn,0.0,True
mp-1195983,K2ZnCr2(H2O5)2,2.112215937195125,0.0156180849103185,[6.0],2.0,2.0,2.0,Octahedron,2e,1,6.0,Zn,0.0,True
mp-1196425,Na2ZnB6O11,0.6846509988763116,1.6121313226408756,[5.0],2.0,2.0,2.0,Trigonal bipyramid,2a,1,5.0,Zn,0.0,True
mp-1196460,ZnB3H3O7,2.035618486659974,-0.083477538771414,[4.0],2.0,2.0,2.0,Tetrahedron,4e,1,4.0,Zn,0.0,True
mp-1196989,ZnP2(H4O5)2,2.063195013295122,0.0452004425654228,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Zn,0.0,True
mp-1197205,K2ZnH12(SeO7)2,2.0708715679587875,0.0385935693603197,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Zn,0.0,True
mp-1197440,SrZnRu5O11,0.9727671085291372,1.1960960492709918,[5.0],2.0,2.0,2.0,Trigonal bipyramid,"6h, 2c",1,5.0,Zn,0.0,True
mp-1197946,ZnH6(SO4)4,1.1885047086460776,0.805096695950722,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Zn,0.0,True
mp-1198157,ZnBP(HO3)2,1.899319084101356,0.1034682793531117,[4.0],2.0,2.0,2.0,Tetrahedron,4c,1,4.0,Zn,0.0,True
mp-1198456,Na2ZnP4(H4O5)4,2.097354000178334,0.0176742140801469,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Zn,0.0,True
mp-1198849,Zn2CoP2(H2O3)4,1.810490576489293,0.2356965839004977,[4.0],2.0,2.0,2.0,Tetrahedron,8d,1,4.0,Zn,0.0,True
mp-1198868,UZn4P2(H2O5)3,1.6848919227738666,0.4839655880423489,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid",8d,2,5.0,Zn,0.0,True
mp-1198868,UZn4P2(H2O5)3,1.6848919227738666,0.4839655880423489,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid",8d,2,6.0,Zn,0.0,True
mp-1199741,Zn3TeP2Pb3O14,1.8809347703336456,0.1488972194606737,[4.0],2.0,2.0,2.0,Tetrahedron,"1c, 1d, 2e",1,4.0,Zn,0.0,True
mp-1199770,NaVZnP2O9,1.6732838072120155,0.5669866967384359,[4.0],2.0,2.0,2.0,Trigonal bipyramid,4e,1,4.0,Zn,0.0,True
mp-1200437,Ca2Zn3Si3PbO12,1.988503236526337,-0.001530604018355,[4.0],2.0,2.0,2.0,Tetrahedron,4e,1,4.0,Zn,0.0,True
mp-1200615,Li4Zn(PO4)2,1.912831177382576,0.0937663714682706,[4.0],2.0,2.0,2.0,Tetrahedron,2a,1,4.0,Zn,0.0,True
mp-1201376,ZnIn2(SeO3)4,1.9910821449032792,0.1527655067249389,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Zn,0.0,True
mp-1201539,ZnBi4(PO6)2,1.87226909344362,0.1732555500690338,"[4.0, 5.0]",2.0,2.0,2.0,"Tetrahedron, Trigonal bipyramid",4f,2,4.0,Zn,0.0,True
mp-1201539,ZnBi4(PO6)2,1.87226909344362,0.1732555500690338,"[4.0, 5.0]",2.0,2.0,2.0,"Tetrahedron, Trigonal bipyramid",4f,2,5.0,Zn,0.0,True
mp-1201576,ZnCu2PH7O9,1.971259208732724,-0.0017108271912192,[4.0],2.0,2.0,2.0,Tetrahedron,4e,1,4.0,Zn,0.0,True
mp-1201715,NaZnAsO4,1.9864839917008263,-0.0064535282130811,[4.0],2.0,2.0,2.0,Tetrahedron,6c,1,4.0,Zn,0.0,True
mp-1202499,BaZnRu5O11,1.4393331800293372,0.7191806424428961,[5.0],2.0,2.0,2.0,Trigonal bipyramid,"6h, 2c",1,5.0,Zn,0.0,True
mp-1202964,Rb2ZnP4(HO2)8,2.077580179369181,0.0426676725095246,[6.0],2.0,2.0,2.0,Octahedron,1c,1,6.0,Zn,0.0,True
mp-1203217,Zn4Cu5(TeO6)3,1.658637984927055,0.4390609706323237,"[4.0, 5.0]",2.0,2.0,2.0,"Tetrahedron, Square pyramid",2c,2,4.0,Zn,0.0,True
mp-1203217,Zn4Cu5(TeO6)3,1.658637984927055,0.4390609706323237,"[4.0, 5.0]",2.0,2.0,2.0,"Tetrahedron, Square pyramid",2c,2,5.0,Zn,0.0,True
mp-1203440,LiZnSO4F,0.9351071188527392,1.15139736532716,[4.0],2.0,2.0,2.0,Octahedron,4c,1,4.0,Zn,0.0,True
mp-1204821,Tl2ZnH12(SeO7)2,1.9962993845139645,0.1187798774018546,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Zn,0.0,True
mp-1205204,Zn2NiP2(H2O3)4,1.7934972551263926,0.2628945690294136,[4.0],2.0,2.0,2.0,Tetrahedron,8d,1,4.0,Zn,0.0,True
mp-1205399,BaZn(SeO3)2,1.779595637096793,0.3166738694506474,[4.0],2.0,2.0,2.0,Tetrahedron,4e,1,4.0,Zn,0.0,True
mp-1207444,ZnCdB2O5,1.4680772464584355,0.8171343596618948,[4.0],2.0,2.0,2.0,Square pyramid,4a,1,4.0,Zn,0.0,True
mp-1207469,ZnCuAsO5,0.3420404568984915,1.8615707832814512,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4g,1,5.0,Zn,0.0,True
mp-1207481,Zn3SbAs2Pb3O14,1.2367475017526757,1.077328814241574,[4.0],2.0,2.0,2.0,Tetrahedron,3f,1,4.0,Zn,0.0,True
mp-1207494,ZnAgPO4,1.9701187993177949,0.0035245585587542,[4.0],2.0,2.0,2.0,Tetrahedron,4e,1,4.0,Zn,0.0,True
mp-1207502,Zn2Cr5(PO4)6,1.6958787657330467,0.4084574947013986,[5.0],2.0,2.0,2.0,Trigonal bipyramid,2i,1,5.0,Zn,0.0,True
mp-1207528,Zn7H10(CO8)2,1.947665818857813,0.1655562256499842,"[4.0, 6.0]",2.0,2.0,2.0,"Tetrahedron, Octahedron","4f, 2e",2,4.0,Zn,0.0,True
mp-1207528,Zn7H10(CO8)2,1.947665818857813,0.1655562256499842,"[4.0, 6.0]",2.0,2.0,2.0,"Tetrahedron, Octahedron","4f, 2e",2,6.0,Zn,0.0,True
mp-1207531,Zn3B7IO13,1.9928045124834632,0.1245201751830942,[4.0],2.0,2.0,2.0,Trigonal bipyramid,4a,1,4.0,Zn,0.0,True
mp-1207884,ZnFePO5,1.7761546354923958,0.3149556007900653,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4e,1,5.0,Zn,0.0,True
mp-1208114,V3ZnFe2O11,1.6012256110577958,0.4897049452742729,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Zn,0.0,True
mp-1208391,Ti3NbZnBi3O14,0.9470923128991678,1.070776044523397,[8.0],2.0,2.0,2.0,Linear,4a,1,8.0,Zn,0.0,True
mp-1208902,Sm2ZnPtO6,1.9335169254466056,0.1654543918148183,[6.0],2.0,2.0,2.0,Octahedron,2d,1,6.0,Zn,0.0,True
mp-1209351,Pr2ZnPtO6,1.881401398366832,0.2173246417283946,[6.0],2.0,2.0,2.0,Octahedron,2d,1,6.0,Zn,0.0,True
mp-1209660,Rb2Zn2(MoO4)3,1.4086079261898383,0.6867745112589272,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Zn,0.0,True
mp-1209800,Rb2ZnGeO4,1.8415630772599407,0.2203628304790187,[4.0],2.0,2.0,2.0,Tetrahedron,4a,1,4.0,Zn,0.0,True
mp-1209914,Nd2ZnPtO6,1.903311476341854,0.1952123535101387,[6.0],2.0,2.0,2.0,Octahedron,2d,1,6.0,Zn,0.0,True
mp-1210392,Na2ZnFe2(PO4)3,2.0655336625250755,0.1086811958441236,[6.0],2.0,2.0,2.0,Octahedron,2e,1,6.0,Zn,0.0,True
mp-1210603,MgZn2(PO4)2,3.265268847252748,-1.27894030040738,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4e,1,5.0,Zn,0.0,True
mp-1210631,MgTa2Zn2O8,1.2004106664647394,1.058875027241634,[6.0],2.0,2.0,2.0,Octahedron,4f,1,6.0,Zn,0.0,True
mp-1210656,MgZn2(AsO4)2,3.307344684615893,-1.32731489337517,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4e,1,5.0,Zn,0.0,True
mp-1210812,Mn4Zn3H10(CO8)2,2.0698674138374904,-0.1048895264481283,[4.0],2.0,2.0,2.0,Tetrahedron,"4f, 2e",1,4.0,Zn,0.0,True
mp-1210825,Li2Zn2W2O9,2.3936811307758625,-0.18512564864478,[6.0],2.0,2.0,2.0,Octahedron,4d,1,6.0,Zn,0.0,True
mp-1210963,Li2Zn2(MoO4)3,1.7524996712642775,0.3519434793351396,[6.0],2.0,2.0,2.0,Octahedron,8d,1,6.0,Zn,0.0,True
mp-1211002,LiTi3Zn2O8,1.96005443478106,0.040945540924457,[4.0],2.0,2.0,2.0,Tetrahedron,8c,1,4.0,Zn,0.0,True
mp-1211621,LiZnP2HO7,2.0442253761350315,0.0169374513270562,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4a,1,5.0,Zn,0.0,True
mp-1211941,K2TiZnO4,1.878234272745592,0.1131829949565877,[4.0],2.0,2.0,2.0,Tetrahedron,4a,1,4.0,Zn,0.0,True
mp-1212755,Gd2ZnPtO6,1.84735973056538,0.2152445318579214,[6.0],2.0,2.0,2.0,Octahedron,2d,1,6.0,Zn,0.0,True
mp-1214144,Ca2ZnP2(H2O5)2,1.5648363967193464,0.513597292474968,[6.0],2.0,2.0,2.0,Octahedron,1d,1,6.0,Zn,0.0,True
mp-1214196,Ca2ZnAs2(H2O5)2,1.6791747140190076,0.4175111727082251,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Zn,0.0,True
mp-1214368,BaV2ZnO7,2.0513918104438185,-0.004983487896786,[4.0],2.0,2.0,2.0,Trigonal prism,4c,1,4.0,Zn,0.0,True
mp-1214401,Ca2ZnAs2(H2O5)2,1.7335347170315178,0.3651274948336221,[6.0],2.0,2.0,2.0,Octahedron,1d,1,6.0,Zn,0.0,True
mp-1214479,Ba5Y8Zn4O21,1.6374573898002232,0.4922565356889526,[5.0],2.0,2.0,2.0,Square pyramid,4h,1,5.0,Zn,0.0,True
mp-1214629,Ba2Zn2Cr7Ga2(SnO11)2,2.2299931403357425,-0.3231792509038784,[4.0],2.0,2.0,2.0,Tetrahedron,2d,1,4.0,Zn,0.0,True
mp-1214991,Cs2ZnSi5O12,1.9538185221766924,0.0116825870499028,[4.0],2.0,2.0,2.0,Tetrahedron,8c,1,4.0,Zn,0.0,True
mp-1215249,ZrNb2ZnO8,3.3106560168070542,-1.0192444756724022,[6.0],2.0,2.0,2.0,Octahedron,1c,1,6.0,Zn,0.0,True
mp-1215679,ZnNi3(B2O5)2,1.899159430359958,0.2073449135619763,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True
mp-1215688,ZnInGaO4,0.7124670966787938,1.4935317104642434,[5.0],2.0,2.0,2.0,Trigonal bipyramid,1a,1,5.0,Zn,0.0,True
mp-1215703,ZnFe4NiO8,1.8824639794522349,0.1056568418408001,[4.0],2.0,2.0,2.0,Tetrahedron,1a,1,4.0,Zn,0.0,True
mp-1215706,ZnCu(WO4)2,2.272964085718149,-0.100937253497004,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True
mp-1215732,ZnCoTe3O8,1.878322134139656,0.2671820275302163,[6.0],2.0,2.0,2.0,Octahedron,4c,1,6.0,Zn,0.0,True
mp-1215740,Zn3InGaO6,1.361990873718929,0.8911492132702413,"[4.0, 5.0]",2.0,2.0,2.0,"Tetrahedron, Trigonal bipyramid",1a,2,4.0,Zn,0.0,True
mp-1215740,Zn3InGaO6,1.361990873718929,0.8911492132702413,"[4.0, 5.0]",2.0,2.0,2.0,"Tetrahedron, Trigonal bipyramid",1a,2,5.0,Zn,0.0,True
mp-1215766,Zn2Ag2(MoO4)3,1.8886750042735403,0.2120380465384839,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True
mp-1215818,ZnNiTe3O8,1.8941624869065048,0.2099923309032172,[6.0],2.0,2.0,2.0,Octahedron,2c,1,6.0,Zn,0.0,True
mp-1215825,Zn3Cu(WO4)4,2.1989738474928595,-0.0564317544067985,[6.0],2.0,2.0,2.0,Octahedron,"1d, 2e",1,6.0,Zn,0.0,True
mp-1215862,Zn7(SbO6)2,1.8159012268938928,0.2969502316212638,"[4.0, 6.0]",2.0,2.0,2.0,"Tetrahedron, Octahedron","1d, 2i, 1g",2,4.0,Zn,0.0,True
mp-1215862,Zn7(SbO6)2,1.8159012268938928,0.2969502316212638,"[4.0, 6.0]",2.0,2.0,2.0,"Tetrahedron, Octahedron","1d, 2i, 1g",2,6.0,Zn,0.0,True
mp-1216023,Zn3Ni4(SbO6)2,1.777191968295216,0.3388142660237346,[4.0],2.0,2.0,2.0,Tetrahedron,"4f, 2e",1,4.0,Zn,0.0,True
mp-1216036,Zn3Co4(SbO6)2,1.7936908470687325,0.2802796199045006,[4.0],2.0,2.0,2.0,Tetrahedron,2i,1,4.0,Zn,0.0,True
mp-1216064,ZnCu(MoO4)2,1.8594449943527327,0.228522537174765,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid",1a,2,5.0,Zn,0.0,True
mp-1216064,ZnCu(MoO4)2,1.8594449943527327,0.228522537174765,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid",1a,2,6.0,Zn,0.0,True
mp-1216151,Zn3Fe9(PO4)8,2.1096863392279843,0.0452868747083809,[6.0],2.0,2.0,2.0,Octahedron,"1a, 2i",1,6.0,Zn,0.0,True
mp-1216213,ZnAgPO4,2.058518957872514,-0.1253382051814816,[4.0],2.0,2.0,2.0,Tetrahedron,1a,1,4.0,Zn,0.0,True
mp-1216343,VZn6P3O16,1.8559773657026464,0.1741809072282336,[4.0],2.0,2.0,2.0,Tetrahedron,1a,1,4.0,Zn,0.0,True
mp-1216412,Zn11Cu(MoO4)12,1.944444738055751,0.1444260274267805,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid",1a,2,5.0,Zn,0.0,True
mp-1216412,Zn11Cu(MoO4)12,1.944444738055751,0.1444260274267805,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid",1a,2,6.0,Zn,0.0,True
mp-1216462,Zn7Cu8(MoO4)12,2.03805296938673,0.0710987845302049,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True
mp-1216485,V4ZnCu3O14,1.9658401990654764,0.0835392105825324,[5.0],2.0,2.0,2.0,Trigonal bipyramid,1a,1,5.0,Zn,0.0,True
mp-1216516,V3Zn2GaO11,2.072939148362077,0.0014770504922455,[5.0],2.0,2.0,2.0,"Octahedron, Trigonal bipyramid",2i,2,5.0,Zn,0.0,True
mp-1216520,V2ZnCuO7,1.9261479784499536,0.1194512989092911,[5.0],2.0,2.0,2.0,Trigonal bipyramid,2c,1,5.0,Zn,0.0,True
mp-1216668,V3Zn2FeO11,1.848237162466132,0.2551358797595794,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid",2i,2,5.0,Zn,0.0,True
mp-1216668,V3Zn2FeO11,1.848237162466132,0.2551358797595794,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid",2i,2,6.0,Zn,0.0,True
mp-1216787,TiNb2ZnO8,3.072627764403193,-0.8243084277230768,[6.0],2.0,2.0,2.0,Octahedron,1b,1,6.0,Zn,0.0,True
mp-1217216,Zn7Cd2(PO4)6,1.581966529226677,0.5783308380827252,"[4.0, 5.0, 7.0]",2.0,2.0,2.0,"See-saw, Square-face capped trigonal prism, Square pyramid, Trigonal bipyramid",1a,4,4.0,Zn,0.0,True
mp-1217216,Zn7Cd2(PO4)6,1.581966529226677,0.5783308380827252,"[4.0, 5.0, 7.0]",2.0,2.0,2.0,"See-saw, Square-face capped trigonal prism, Square pyramid, Trigonal bipyramid",1a,4,5.0,Zn,0.0,True
mp-1217216,Zn7Cd2(PO4)6,1.581966529226677,0.5783308380827252,"[4.0, 5.0, 7.0]",2.0,2.0,2.0,"See-saw, Square-face capped trigonal prism, Square pyramid, Trigonal bipyramid",1a,4,7.0,Zn,0.0,True
mp-1217377,Zn15Te5As2P8(Pb3O14)5,1.9001637855467963,0.1144776613677,[4.0],2.0,2.0,2.0,Tetrahedron,1a,1,4.0,Zn,0.0,True
mp-1218066,SrNdZnRuO6,1.911017303859324,0.1919162527921454,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Zn,0.0,True
mp-1218068,SrPrZnRuO6,1.921934979089229,0.1818333175024909,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Zn,0.0,True
mp-1218437,Sr3LaZnRuO8,2.755786269811027,-0.6071959900187174,[6.0],2.0,2.0,2.0,Octahedron,1b,1,6.0,Zn,0.0,True
mp-1218524,Sr6Zn(RuO6)2,2.265427194203256,-0.183211508723099,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True
mp-1218538,Sr4Zn(IrO4)3,2.08994920785998,0.0049659754966138,[6.0],2.0,2.0,2.0,Octahedron,1c,1,6.0,Zn,0.0,True
mp-1218902,Sr12Zn2Co6O25,1.6601275902671666,0.4412947190565939,[5.0],2.0,2.0,2.0,Square pyramid,2i,1,5.0,Zn,0.0,True
mp-12194,K2Zn2(MoO4)3,1.7262546389389832,0.3448969855144589,"[5.0, 6.0]",2.0,2.0,2.0,Octahedron,4e,1,5.0,Zn,0.0,True
mp-12194,K2Zn2(MoO4)3,1.7262546389389832,0.3448969855144589,"[5.0, 6.0]",2.0,2.0,2.0,Octahedron,4e,1,6.0,Zn,0.0,True
mp-1219802,RbNaMg3Zn2(Si2O5)6,1.527411663834205,0.6593968274775117,[4.0],2.0,2.0,2.0,Tetrahedron,"1b, 1a, 2c",1,4.0,Zn,0.0,True
mp-1221076,NaCaScZn(SiO3)4,1.92620955112056,0.1899814144198378,[6.0],2.0,2.0,2.0,Octahedron,1b,1,6.0,Zn,0.0,True
mp-1221120,NaCa3ScZn3(SiO3)8,1.934439859431856,0.1806205778610169,[6.0],2.0,2.0,2.0,Octahedron,"1c, 1a, 1d",1,6.0,Zn,0.0,True
mp-1221167,Na4ZnCd(SiO3)4,0.4402618294813933,2.2111819418180443,[4.0],2.0,2.0,2.0,Tetrahedron,1b,1,4.0,Zn,0.0,True
mp-1221261,Na3CaSc3Zn(SiO3)8,1.9385837499663343,0.1814540082341505,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True
mp-1221398,Na2Zn11(MoO4)12,1.880660189070878,0.2150366781297978,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid",1a,2,5.0,Zn,0.0,True
mp-1221398,Na2Zn11(MoO4)12,1.880660189070878,0.2150366781297978,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid",1a,2,6.0,Zn,0.0,True
mp-1221527,Na2Mg3Zn2(Si2O5)6,1.4131592686921592,0.8219949854109432,[4.0],2.0,2.0,2.0,Tetrahedron,"1b, 1a, 2c",1,4.0,Zn,0.0,True
mp-1221933,Mn3Zn9(PO4)8,2.048352087851513,0.0653504684330139,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","1b, 2i",2,5.0,Zn,0.0,True
mp-1221933,Mn3Zn9(PO4)8,2.048352087851513,0.0653504684330139,"[5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Trigonal bipyramid","1b, 2i",2,6.0,Zn,0.0,True
mp-1222033,Mn4Zn3(NiO6)2,1.9282302653864216,0.0996540663051296,[4.0],2.0,2.0,2.0,Tetrahedron,"4f, 2e",1,4.0,Zn,0.0,True
mp-1222267,LuZnFeO4,0.672014084408308,1.5509465969971126,[5.0],2.0,2.0,2.0,Trigonal bipyramid,1a,1,5.0,Zn,0.0,True
mp-1222376,LiZnBO3,1.642290549033542,0.4784098727060447,[4.0],2.0,2.0,2.0,Tetrahedron,2a,1,4.0,Zn,0.0,True
mp-1222642,Li2Ti3ZnO8,1.8181846363418508,0.2532145357499905,[4.0],2.0,2.0,2.0,Tetrahedron,1a,1,4.0,Zn,0.0,True
mp-1223044,Li3ZnFe2(PO4)3,2.023029677383115,0.1305039201849894,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True
mp-1223163,La4ZnCu(RhO6)2,1.9486948164851428,0.1287107427804875,[6.0],2.0,2.0,2.0,Octahedron,1b,1,6.0,Zn,0.0,True
mp-1223192,Na21ZnS10Cl3O40,2.066875113947113,-0.0928704777518461,[4.0],2.0,2.0,2.0,Tetrahedron,2a,1,4.0,Zn,0.0,True
mp-12233,ZnB4O7,1.858706744741421,0.2010406227823811,[4.0],2.0,2.0,2.0,Trigonal bipyramid,8c,1,4.0,Zn,0.0,True
mp-1223469,KLiZn3O4,1.573376849433719,0.6601277496468819,[4.0],2.0,2.0,2.0,Tetrahedron,1a,1,4.0,Zn,0.0,True
mp-1223606,KBa2Zn3B9O19,1.7917428661976942,0.278294731619383,[4.0],2.0,2.0,2.0,Tetrahedron,2i,1,4.0,Zn,0.0,True
mp-1223616,KZnP2H5O9,2.111872184124523,0.0152989746662128,[6.0],2.0,2.0,2.0,Octahedron,4a,1,6.0,Zn,0.0,True
mp-1223629,La4ZnCu2MoO12,1.3889395178446986,0.8605586599807543,[5.0],2.0,2.0,2.0,See-saw,2i,1,5.0,Zn,0.0,True
mp-1223684,KNaMg3Zn2(Si2O5)6,1.4811895961313293,0.7251326071016535,[4.0],2.0,2.0,2.0,Tetrahedron,"1b, 1a, 2c",1,4.0,Zn,0.0,True
mp-1223691,La3ZnCuRh2PbO12,1.9938417248693203,0.1117930478032765,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True
mp-1224204,K2ZnSi3O8,2.093583550683995,-0.2010238473663957,[4.0],2.0,2.0,2.0,Tetrahedron,1a,1,4.0,Zn,0.0,True
mp-1224589,K2Mg3Zn2(Si2O5)6,1.760215449985285,0.3301367117627949,[4.0],2.0,2.0,2.0,Tetrahedron,"1b, 1a, 2c",1,4.0,Zn,0.0,True
mp-1225904,CsVZn(PO3)6,2.074855161919668,0.0177016436188408,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True
mp-1226446,Cs3MnZn3(PO3)12,2.1821347396989035,-0.0429487841645438,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True
mp-1227080,Ca4Zn3Fe(SiO3)8,1.9538034013133003,0.165428960556115,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Zn,0.0,True
